booking_id,ticket_id,flight_id,booking_date,passenger_count,booking_channel,fare_class_id,base_price,cancellation_fee,baggage_allowance,effective_date,end_date,current_flag
B000273,Y,F0244,2023-07-28,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000274,F,F0277,2023-02-13,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000275,F,F0050,2023-03-21,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000276,Y,F0322,2023-01-24,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000277,W,F0462,2022-12-21,2,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000278,F,F0352,2023-01-24,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000279,W,F0179,2023-11-03,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000280,Y,F0448,2023-03-24,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000281,F,F0020,2023-07-29,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000282,F,F0330,2023-05-07,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000283,W,F0418,2023-06-06,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000284,W,F0215,2023-02-18,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000285,W,F0267,2023-01-14,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000286,W,F0236,2023-10-01,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000287,F,F0386,2023-02-08,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000288,W,F0056,2023-07-20,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000289,Y,F0399,2023-11-05,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000290,F,F0212,2023-02-01,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000291,Y,F0400,2023-10-01,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000292,F,F0108,2023-05-13,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000293,W,F0343,2023-12-25,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000294,Y,F0237,2023-09-25,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000295,W,F0092,2023-07-14,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000296,F,F0019,2023-09-15,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B000297,Y,F0177,2023-02-02,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000298,W,F0478,2023-08-13,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000299,Y,F0323,2023-11-07,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000300,Y,F0138,2023-02-19,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000301,F,F0378,2023-01-23,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000302,F,F0355,2023-04-01,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000303,W,F0287,2023-06-27,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000304,W,F0123,2023-02-19,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000305,W,F0326,2023-09-04,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000306,W,F0239,2023-06-24,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000307,Y,F0047,2023-10-11,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000308,Y,F0033,2023-07-03,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000309,Y,F0489,2023-06-21,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000310,F,F0246,2023-09-25,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B000311,F,F0002,2023-02-18,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000312,W,F0237,2023-10-14,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000313,F,F0021,2023-06-25,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000314,W,F0421,2022-12-29,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000315,Y,F0098,2023-06-30,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000316,F,F0371,2023-02-14,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000317,Y,F0053,2023-05-14,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000318,W,F0380,2023-02-04,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000319,F,F0373,2023-03-12,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000320,F,F0018,2023-04-04,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000321,Y,F0045,2023-05-03,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000322,W,F0246,2023-11-05,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000323,F,F0240,2023-11-08,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000324,F,F0100,2023-08-02,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000325,Y,F0334,2023-08-18,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000326,W,F0419,2022-12-17,3,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000327,W,F0280,2023-01-01,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000328,F,F0471,2023-04-16,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000329,W,F0007,2023-01-12,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000330,W,F0102,2023-06-15,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000331,W,F0421,2022-11-29,3,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000332,W,F0129,2023-05-07,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000333,W,F0120,2023-10-08,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000334,W,F0098,2023-08-05,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000335,Y,F0299,2023-09-18,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000336,W,F0063,2023-07-30,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000337,W,F0186,2023-02-07,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000338,F,F0305,2023-02-28,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000339,Y,F0357,2023-05-09,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000340,W,F0066,2022-12-09,3,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000341,W,F0221,2023-12-14,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000342,W,F0380,2023-02-11,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000343,W,F0219,2023-07-24,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000344,Y,F0500,2023-05-16,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000345,W,F0473,2023-09-06,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000346,Y,F0357,2023-05-22,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000347,F,F0376,2022-12-13,3,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000348,Y,F0145,2023-01-03,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000349,W,F0283,2023-10-12,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000350,Y,F0185,2023-08-09,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000351,F,F0386,2023-01-09,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000352,Y,F0097,2023-04-10,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000353,F,F0221,2023-12-12,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000354,F,F0340,2023-04-25,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000355,W,F0221,2023-12-24,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000356,F,F0312,2023-09-20,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000357,W,F0240,2023-11-10,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000358,W,F0487,2023-05-03,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000359,F,F0342,2023-03-19,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000360,F,F0357,2023-04-29,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000361,F,F0225,2023-04-01,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000362,F,F0420,2022-12-31,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000363,W,F0396,2023-02-12,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000364,F,F0220,2023-09-30,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B000365,W,F0305,2023-02-25,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000366,W,F0052,2023-07-20,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000367,Y,F0157,2023-10-19,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000368,F,F0175,2023-07-12,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000369,Y,F0084,2023-09-19,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000370,Y,F0125,2023-04-22,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000371,W,F0376,2023-01-17,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000372,W,F0398,2022-11-17,1,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000373,Y,F0330,2023-04-09,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000374,Y,F0319,2023-01-16,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000375,Y,F0250,2023-07-23,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000376,Y,F0059,2023-04-14,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000377,Y,F0306,2023-04-11,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000378,Y,F0277,2023-02-07,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000379,F,F0486,2023-04-22,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000380,W,F0331,2023-08-21,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000381,W,F0104,2023-07-25,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000382,Y,F0365,2023-03-17,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000383,W,F0489,2023-07-14,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000384,W,F0439,2023-09-14,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000385,F,F0464,2023-04-26,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000386,F,F0436,2023-05-14,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000387,Y,F0056,2023-07-20,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000388,W,F0349,2023-10-17,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000389,Y,F0304,2023-02-27,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000390,W,F0073,2023-01-11,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000391,Y,F0137,2023-07-09,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000392,W,F0257,2023-05-10,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000393,F,F0467,2023-04-27,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000394,Y,F0042,2022-12-21,3,TravelAgency,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000395,Y,F0278,2023-01-12,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000396,F,F0081,2023-07-22,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000397,W,F0098,2023-07-17,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000398,Y,F0232,2022-11-19,3,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000399,F,F0180,2022-12-30,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000400,F,F0466,2023-05-20,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000401,W,F0335,2023-03-05,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000402,F,F0066,2022-12-08,1,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000403,Y,F0323,2023-10-27,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000404,Y,F0477,2023-07-11,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000405,W,F0409,2023-02-22,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000406,F,F0290,2023-09-02,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000407,F,F0148,2023-09-14,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000408,W,F0077,2023-07-25,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000409,Y,F0088,2023-05-19,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000410,Y,F0236,2023-09-10,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000411,F,F0406,2022-12-02,1,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000412,Y,F0486,2023-03-10,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000413,W,F0268,2023-08-11,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000414,Y,F0430,2023-10-29,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000415,W,F0345,2023-05-07,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000416,Y,F0312,2023-07-28,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000417,F,F0157,2023-10-05,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000418,W,F0320,2023-07-10,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000419,W,F0433,2023-01-09,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000420,F,F0184,2022-12-31,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000421,W,F0416,2023-08-17,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000422,Y,F0125,2023-04-25,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000423,F,F0064,2022-12-21,1,MobileApp,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000424,F,F0146,2023-02-07,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000425,Y,F0422,2023-06-12,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000426,F,F0462,2022-11-26,1,TravelAgency,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000427,F,F0251,2023-12-17,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000428,F,F0033,2023-07-09,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000429,W,F0217,2022-11-16,3,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000430,F,F0196,2023-10-16,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B000431,F,F0351,2023-03-20,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000432,W,F0109,2023-09-17,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000433,F,F0091,2023-05-07,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000434,W,F0357,2023-06-03,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000435,Y,F0106,2022-11-21,2,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000436,W,F0477,2023-07-17,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000437,F,F0132,2023-10-26,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000438,F,F0193,2023-10-01,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000439,W,F0171,2023-12-02,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000440,Y,F0362,2023-09-24,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000441,W,F0449,2023-05-23,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000442,Y,F0392,2023-02-10,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000443,Y,F0016,2023-07-27,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000444,F,F0036,2023-10-20,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000445,W,F0416,2023-09-26,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000446,W,F0443,2023-10-18,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000447,F,F0460,2023-05-24,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000448,W,F0349,2023-09-17,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000449,W,F0313,2023-05-04,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000450,Y,F0160,2022-12-03,1,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000451,W,F0500,2023-05-24,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000452,F,F0130,2023-01-11,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000453,Y,F0153,2023-10-15,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000454,F,F0234,2023-02-19,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000455,Y,F0113,2023-01-07,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000456,F,F0448,2023-03-14,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000457,Y,F0180,2022-12-25,3,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000458,W,F0073,2022-12-05,3,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000459,Y,F0190,2023-01-12,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000460,W,F0058,2023-01-02,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000461,F,F0033,2023-07-16,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000462,W,F0003,2023-09-01,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000463,F,F0159,2023-02-09,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000464,W,F0256,2023-01-03,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000465,Y,F0266,2023-05-19,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000466,W,F0137,2023-05-21,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000467,W,F0490,2023-06-13,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000468,W,F0415,2023-09-12,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000469,Y,F0346,2023-01-27,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000470,Y,F0197,2023-10-15,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000471,Y,F0490,2023-04-27,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000472,F,F0353,2023-08-30,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000473,Y,F0491,2023-11-01,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000474,Y,F0044,2023-05-14,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000475,Y,F0367,2022-12-17,2,TravelAgency,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000476,Y,F0133,2023-01-09,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000477,F,F0015,2023-03-16,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000478,W,F0142,2023-01-04,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000479,Y,F0284,2023-11-14,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000480,W,F0485,2022-12-04,2,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000481,W,F0282,2023-02-03,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000482,W,F0068,2023-04-22,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000483,Y,F0359,2023-05-27,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000484,W,F0319,2023-01-11,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000485,F,F0284,2023-12-04,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000486,W,F0398,2022-12-09,3,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000487,F,F0348,2023-06-25,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000488,W,F0354,2023-08-15,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000489,W,F0362,2023-10-21,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000490,W,F0194,2023-06-01,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000491,W,F0376,2023-01-02,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000492,W,F0250,2023-07-18,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000493,Y,F0167,2023-01-01,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000494,Y,F0072,2023-02-28,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000495,W,F0180,2022-12-31,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000496,W,F0472,2023-08-16,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000497,W,F0165,2022-12-24,2,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000498,W,F0110,2023-06-15,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000499,Y,F0104,2023-09-04,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000500,W,F0240,2023-10-05,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000501,Y,F0082,2023-01-18,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000502,Y,F0231,2023-03-26,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000503,W,F0287,2023-08-02,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000504,Y,F0191,2023-08-27,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000505,W,F0174,2022-12-16,3,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000506,F,F0426,2023-04-29,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000507,Y,F0411,2023-06-05,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000508,W,F0457,2023-11-03,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000509,Y,F0375,2023-08-03,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000510,F,F0202,2023-08-28,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000511,Y,F0351,2023-04-01,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000512,Y,F0047,2023-11-15,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000513,W,F0024,2023-10-08,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000514,W,F0312,2023-07-31,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000515,Y,F0169,2022-11-26,2,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000516,F,F0385,2023-01-23,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000517,W,F0409,2023-02-27,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000518,W,F0262,2023-06-03,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000519,F,F0076,2023-09-21,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000520,Y,F0069,2023-10-27,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000521,W,F0231,2023-03-26,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000522,W,F0230,2023-02-07,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000523,W,F0460,2023-04-26,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000524,Y,F0148,2023-08-18,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000525,W,F0248,2023-07-26,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000526,F,F0285,2023-07-22,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000527,Y,F0053,2023-05-18,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000528,Y,F0372,2023-08-27,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000529,W,F0141,2023-11-10,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000530,Y,F0144,2023-05-16,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000531,Y,F0220,2023-09-02,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000532,F,F0098,2023-07-26,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000533,W,F0441,2023-03-20,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000534,Y,F0387,2023-02-10,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000535,F,F0233,2023-01-25,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000536,F,F0047,2023-11-17,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000537,W,F0313,2023-04-16,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000538,F,F0187,2023-03-26,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000539,Y,F0018,2023-02-22,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000540,W,F0241,2023-04-06,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000541,W,F0061,2023-01-19,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000542,W,F0459,2023-11-04,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000543,Y,F0444,2022-11-27,3,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000544,F,F0109,2023-09-20,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000545,Y,F0452,2023-09-28,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
