flight_id,airport,gate,delay_minutes,delay_flag,on_time_flag,hour_of_day,day_of_week,Engine Temperature,Fuel Level,Vibration,Air Pressure,Airspeed,avg_temperature_flight,max_temperature_flight,avg_wind_speed_flight,max_wind_speed_flight,predominant_wind_direction,pct_rain_events,num_weather_points,total_ticket_revenue,total_passenger_count,num_bookings,flight_duration
F0147,ATL,ATL_G5,14.0,0,1,10,1,627.5999999999999,66.45,3.733333333333333,101.25999999999999,482.43,-7.0,15.9,37.766666666666666,51.4,NE,0.0,4,871.01,2.0,1.0,120.0
F0148,ATL,ATL_G9,48.0,1,0,7,5,616.23,70.61,1.83,99.725,460.41333333333336,1.1333333333333329,27.5,70.13333333333334,114.6,NE,0.5,6,1258.7,5.0,2.0,60.0
F0149,LAX,LAX_G6,43.0,1,0,9,6,522.35,73.595,3.5200000000000005,98.295,504.15,2.475,8.8,104.175,131.2,N,0.5,4,0.0,0.0,0.0,300.0
F0150,DFW,DFW_G7,41.0,1,0,17,0,597.18,72.24000000000001,0.31,107.71,575.08,12.049999999999999,26.2,65.89999999999999,122.4,NE,0.75,4,0.0,0.0,0.0,60.0
F0151,ATL,ATL_G3,34.0,1,0,0,5,600.0300000000001,54.705,2.65,98.935,412.11,2.2600000000000007,22.3,52.15,93.6,N,0.6,5,840.42,4.0,1.0,120.0
F0152,JFK,JFK_G1,34.0,1,0,13,1,616.87,57.77,2.165,97.97999999999999,427.8233333333333,1.2833333333333334,19.8,48.449999999999996,104.9,E,0.0,6,1530.7600000000002,7.0,2.0,240.0
F0153,ORD,ORD_G8,35.0,1,0,8,3,576.9,36.32,2.3966666666666665,99.185,424.22,-7.0200000000000005,21.9,65.28,134.3,W,0.0,5,0.0,0.0,0.0,240.0
F0154,JFK,JFK_G3,19.0,0,0,9,2,582.295,54.64666666666667,0.39999999999999997,97.115,414.75,9.816666666666666,23.2,79.3,136.3,NW,0.3333333333333333,6,1357.75,12.0,4.0,180.0
F0155,LAX,LAX_G2,43.0,1,0,7,1,628.1366666666667,20.77,0.69,106.21000000000001,386.605,11.75,22.8,69.3,148.4,NE,0.3333333333333333,6,2271.47,7.0,4.0,120.0
F0156,LAX,LAX_G9,1.0,0,1,2,1,678.87,36.985,1.3099999999999998,93.985,413.935,9.575,22.9,85.75,149.1,S,0.25,4,1601.04,8.0,3.0,180.0
F0157,ATL,ATL_G9,3.0,0,1,15,6,590.7349999999999,52.125,2.77,90.87,408.49,13.919999999999998,29.9,72.05999999999999,145.1,SE,0.2,5,1482.91,2.0,2.0,300.0
F0158,JFK,JFK_G8,7.0,0,1,3,4,698.13,68.6,3.76,101.67,519.065,1.4,25.2,73.675,129.7,SE,0.25,4,2219.59,14.0,4.0,60.0
F0159,DFW,DFW_G2,20.0,0,0,17,2,640.98,79.08,2.575,98.595,360.82,4.26,28.1,103.83333333333333,144.9,E,0.3333333333333333,6,1005.97,7.0,2.0,300.0
F0160,DFW,DFW_G1,10.0,0,1,18,1,622.7833333333333,,3.5533333333333332,99.83,351.94,23.15,26.1,68.06666666666666,80.4,N,0.0,3,826.74,8.0,2.0,180.0
F0161,DFW,DFW_G10,40.0,1,0,13,5,592.3466666666667,63.06,1.985,101.71000000000001,428.92,16.975,27.1,91.65000000000002,147.3,S,0.3333333333333333,6,2837.15,10.0,4.0,300.0
F0162,JFK,JFK_G2,57.0,1,0,10,2,653.59,70.785,2.723333333333333,104.37666666666667,523.6,-1.4999999999999998,24.1,39.800000000000004,86.4,SE,0.16666666666666666,6,1727.6799999999998,8.0,3.0,300.0
F0163,ATL,ATL_G2,50.0,1,0,19,0,624.77,68.39999999999999,0.71,98.52,518.59,-1.1400000000000006,27.9,71.36666666666666,130.1,S,0.16666666666666666,6,0.0,0.0,0.0,300.0
F0164,LAX,LAX_G3,51.0,1,0,21,1,692.5733333333334,44.51333333333333,1.645,95.995,446.57,11.525,19.5,92.025,123.6,W,0.0,4,2742.32,13.0,5.0,120.0
F0165,LAX,LAX_G2,1.0,0,1,14,3,507.51,93.34,0.13,103.85333333333334,440.565,10.766666666666666,26.9,101.675,132.1,E,0.25,4,924.49,2.0,1.0,300.0
F0166,LAX,LAX_G1,23.0,0,0,20,5,611.71,87.505,2.31,106.0,310.55,5.283333333333333,21.8,56.833333333333336,120.5,N,0.16666666666666666,6,2285.71,13.0,5.0,120.0
F0167,JFK,JFK_G3,57.0,1,0,4,2,601.51,58.975,1.2,95.905,479.26666666666665,7.425,27.9,70.9,127.4,NE,0.0,4,1474.99,6.0,3.0,60.0
F0169,ATL,ATL_G2,25.0,0,0,22,6,689.97,52.94,4.3,93.22,399.82,0.2666666666666669,18.6,119.53333333333335,131.9,N,1.0,3,534.92,2.0,1.0,60.0
F0170,JFK,JFK_G5,8.0,0,1,9,6,652.635,61.42,2.7399999999999998,97.13333333333333,497.6,3.275,15.0,69.4,142.5,SE,0.25,4,2153.15,6.0,3.0,180.0
F0171,ORD,ORD_G8,60.0,1,0,5,1,540.59,39.2,3.94,98.07666666666667,460.51,4.6,28.4,68.4,80.6,E,0.0,4,2054.11,7.0,5.0,120.0
F0172,ATL,ATL_G3,47.0,1,0,15,4,590.26,69.83333333333333,4.35,90.36,412.3533333333333,6.833333333333333,16.7,96.2,122.0,N,0.3333333333333333,3,0.0,0.0,0.0,120.0
F0173,ORD,ORD_G2,38.0,1,0,15,6,,78.8,2.06,97.33,454.2133333333333,-0.9749999999999996,17.6,71.46000000000001,119.9,N,0.0,5,0.0,0.0,0.0,300.0
F0174,ATL,ATL_G3,59.0,1,0,10,0,647.6533333333333,88.94,1.63,102.87,472.95,-2.35,10.3,66.81666666666666,125.0,NW,0.16666666666666666,6,995.89,2.0,1.0,240.0
F0175,DFW,DFW_G10,46.0,1,0,12,2,651.665,70.24,1.9700000000000002,99.64,372.55499999999995,11.675,26.7,51.724999999999994,78.1,NE,0.0,4,3152.53,17.0,5.0,120.0
F0176,LAX,LAX_G2,51.0,1,0,16,0,653.0250000000001,69.035,2.545,97.03,425.06500000000005,-6.033333333333334,13.6,47.96666666666667,85.2,NE,0.0,3,2273.27,9.0,4.0,300.0
F0177,DFW,DFW_G9,52.0,1,0,17,3,567.57,36.31,1.08,101.49333333333334,422.15,8.966666666666667,9.9,72.33333333333333,112.3,E,0.0,3,0.0,0.0,0.0,60.0
F0178,ORD,ORD_G1,53.0,1,0,12,1,522.52,72.12666666666667,1.05,106.66000000000001,374.46,9.74,29.5,79.88,138.5,NW,0.0,5,0.0,0.0,0.0,240.0
F0179,JFK,JFK_G1,40.0,1,0,15,2,610.86,50.28,1.9533333333333331,100.75999999999999,427.22333333333336,9.799999999999999,29.3,94.03333333333335,127.9,S,0.3333333333333333,3,2462.82,3.0,3.0,120.0
F0180,ORD,ORD_G9,16.0,0,0,13,3,527.98,37.66,4.483333333333333,98.66,401.9666666666667,6.639999999999999,25.9,74.8,140.6,N,0.6,5,1779.85,12.0,5.0,120.0
F0181,DFW,DFW_G3,58.0,1,0,22,6,661.675,66.38666666666667,2.83,98.435,432.82,10.9,29.1,48.55,81.8,S,0.5,4,2236.1,8.0,5.0,180.0
F0183,LAX,LAX_G6,25.0,0,0,9,6,615.2333333333332,38.91,3.125,100.825,423.99666666666667,7.6,26.4,94.16,148.2,W,0.2,5,2935.52,8.0,5.0,240.0
F0184,ORD,ORD_G8,12.0,0,1,12,0,612.7,55.913333333333334,2.8,100.73,373.2733333333333,11.375,19.3,107.04999999999998,140.2,S,0.0,4,1770.3600000000001,9.0,4.0,300.0
F0185,ORD,ORD_G7,3.0,0,1,23,5,588.36,67.065,3.096666666666667,106.13499999999999,,12.9,26.5,93.3,149.4,N,0.0,4,468.89,6.0,2.0,300.0
F0186,DFW,DFW_G4,37.0,1,0,5,6,630.995,43.82,1.455,103.97,400.19,8.533333333333333,21.1,67.42,148.0,E,0.3333333333333333,6,2949.4,17.0,5.0,60.0
F0187,ATL,ATL_G2,23.0,0,0,0,5,604.46,77.81,0.25,98.25333333333333,474.4,4.15,27.0,32.050000000000004,61.5,E,0.16666666666666666,6,866.69,1.0,1.0,240.0
F0188,DFW,DFW_G9,3.0,0,1,11,5,567.4300000000001,82.54,1.6199999999999999,103.96,580.76,9.15,21.8,43.550000000000004,73.4,S,0.16666666666666666,6,144.35,2.0,1.0,240.0
F0189,ORD,ORD_G9,19.0,0,0,17,3,593.44,54.19,2.8,101.99000000000001,511.20000000000005,5.674999999999999,25.9,76.57499999999999,129.1,E,0.0,4,1385.0,4.0,2.0,60.0
F0190,ATL,ATL_G7,3.0,0,1,12,0,533.14,85.43,2.66,96.215,577.54,-12.22,-8.1,89.08,132.1,NE,0.2,5,1448.46,4.0,2.0,240.0
F0191,DFW,DFW_G8,49.0,1,0,23,5,606.1666666666666,58.61333333333334,1.43,96.48666666666666,473.08,4.76,29.0,67.84,117.8,E,0.0,6,1400.6100000000001,10.0,3.0,120.0
F0193,ORD,ORD_G10,8.0,0,1,14,6,675.35,87.33,3.92,106.15666666666668,486.47,0.8999999999999998,28.4,92.08333333333333,136.4,NW,0.16666666666666666,6,1135.95,2.0,2.0,60.0
F0194,ORD,ORD_G4,30.0,0,0,4,0,635.08,70.225,4.12,104.85666666666667,475.88000000000005,-9.85,7.5,86.31666666666666,144.1,SE,0.3333333333333333,6,2816.2200000000003,11.0,4.0,240.0
F0195,LAX,LAX_G10,40.0,1,0,22,0,654.94,68.355,2.0933333333333333,99.1,522.05,-8.725,-5.4,39.0,116.7,E,0.0,4,1748.99,4.0,3.0,180.0
F0196,JFK,JFK_G7,41.0,1,0,12,2,645.8299999999999,64.92,2.065,99.7,417.73333333333335,13.025,29.2,75.24,142.4,SE,0.2,5,2285.52,9.0,4.0,60.0
F0197,ATL,ATL_G4,16.0,0,0,10,4,589.56,29.23,3.28,102.44,375.94,-5.7,2.4,74.13333333333333,136.6,SE,0.3333333333333333,3,1957.61,10.0,3.0,120.0
F0198,JFK,JFK_G3,5.0,0,1,13,2,557.36,52.696666666666665,2.983333333333333,106.13,416.445,3.1000000000000005,24.8,67.0,84.9,E,0.0,4,0.0,0.0,0.0,120.0
F0199,ORD,ORD_G9,40.0,1,0,3,6,609.81,89.22,3.51,94.03,520.5933333333334,7.3,21.0,102.8,140.5,E,0.0,5,1181.23,12.0,4.0,120.0
F0200,JFK,JFK_G8,13.0,0,1,5,5,624.85,60.876666666666665,1.655,99.46333333333332,452.34666666666664,13.779999999999998,24.7,50.325,135.2,W,0.4,5,732.1800000000001,7.0,2.0,180.0
F0201,ATL,ATL_G3,20.0,0,0,6,3,560.24,87.12,4.2,99.2,380.67,12.1,23.4,41.675,94.5,E,0.5,4,733.47,2.0,1.0,60.0
F0202,LAX,LAX_G4,25.0,0,0,4,0,695.99,60.74,0.695,108.67,496.145,-11.7,-7.7,66.0,82.6,SE,0.6666666666666666,3,0.0,0.0,0.0,300.0
F0203,JFK,JFK_G1,57.0,1,0,12,6,573.6666666666666,44.129999999999995,3.26,105.72333333333334,566.57,16.75,24.4,149.9,149.9,N,0.0,3,329.73,2.0,1.0,120.0
F0205,DFW,DFW_G4,31.0,1,0,15,6,641.17,58.275,1.375,106.73,303.46,17.759999999999998,27.0,53.779999999999994,148.4,SW,0.2,5,2490.19,11.0,5.0,240.0
F0206,LAX,LAX_G3,16.0,0,0,12,3,585.7033333333334,63.535,2.8800000000000003,108.07,454.86,9.566666666666666,28.6,35.099999999999994,69.6,N,0.0,3,352.47,2.0,1.0,300.0
F0207,LAX,LAX_G10,32.0,1,0,18,2,552.65,35.95666666666667,2.9699999999999998,95.5,412.32,-5.266666666666667,8.5,128.20000000000002,140.4,NE,0.6666666666666666,3,2093.71,9.0,3.0,300.0
F0208,JFK,JFK_G3,0.0,0,1,8,2,626.58,63.99666666666667,3.5,101.38,424.88,-9.950000000000001,16.1,67.08,110.5,E,0.3333333333333333,6,3157.86,12.0,5.0,180.0
F0210,ORD,ORD_G5,53.0,1,0,0,6,511.935,85.86666666666667,2.0666666666666664,109.97,460.53499999999997,12.72,26.6,78.73333333333333,122.8,NE,0.0,6,1020.5500000000001,6.0,2.0,240.0
F0211,ATL,ATL_G6,49.0,1,0,13,5,656.94,81.09,3.45,101.0,348.9533333333334,17.8,24.5,63.17999999999999,141.2,SW,0.2,5,584.64,4.0,1.0,180.0
F0212,DFW,DFW_G9,57.0,1,0,0,0,630.9,38.725,3.06,99.60333333333334,352.68666666666667,5.8,17.3,89.85,136.3,E,0.25,4,2320.15,9.0,4.0,240.0
F0213,ATL,ATL_G8,27.0,0,0,14,6,618.4633333333334,57.44,4.27,100.55666666666667,421.95,4.300000000000001,18.8,54.0,86.5,N,0.25,4,1863.59,4.0,3.0,60.0
F0214,DFW,DFW_G10,19.0,0,0,13,1,554.2933333333333,35.135,3.59,94.355,488.5733333333333,13.959999999999999,26.5,82.38,110.1,E,0.2,5,351.65,2.0,1.0,120.0
F0215,ORD,ORD_G3,12.0,0,1,7,0,643.22,67.675,2.63,104.275,445.05,13.9,25.9,86.96,142.1,NE,0.6666666666666666,6,0.0,0.0,0.0,300.0
F0216,JFK,JFK_G5,2.0,0,1,17,1,668.21,51.64,,105.015,327.75,12.666666666666666,21.8,87.3,128.4,N,0.0,3,1890.91,11.0,4.0,60.0
F0217,LAX,LAX_G7,49.0,1,0,3,4,613.8199999999999,66.86,1.9766666666666666,101.53,350.73,2.980000000000001,25.1,55.0,101.1,E,0.6,5,3356.98,11.0,5.0,180.0
F0218,ORD,ORD_G9,48.0,1,0,8,0,629.58,68.985,1.25,102.96666666666665,475.085,9.74,22.0,89.925,115.0,S,0.0,5,226.0,3.0,1.0,60.0
F0220,JFK,JFK_G7,31.0,1,0,15,3,660.39,68.36500000000001,2.39,99.08500000000001,434.9066666666667,6.760000000000001,26.3,92.84,134.2,S,0.0,5,2541.2799999999997,10.0,4.0,180.0
F0221,ORD,ORD_G9,33.0,1,0,22,2,615.25,52.4,0.59,101.66,495.395,0.5999999999999998,10.0,57.03333333333333,87.1,E,0.16666666666666666,6,210.73,4.0,1.0,120.0
F0222,DFW,DFW_G7,12.0,0,1,8,3,562.1999999999999,42.334999999999994,3.065,93.93,554.79,2.366666666666667,29.1,77.53999999999999,146.1,SE,0.0,6,887.0,2.0,1.0,300.0
F0224,LAX,LAX_G8,50.0,1,0,22,6,535.35,44.873333333333335,4.655,100.21666666666665,595.65,15.175,18.8,31.7,57.4,N,0.2,5,162.36,4.0,1.0,180.0
F0225,DFW,DFW_G6,43.0,1,0,6,5,617.2800000000001,65.09,4.13,100.25,382.5566666666667,0.40000000000000036,29.3,61.099999999999994,91.6,SE,0.0,4,2468.17,11.0,5.0,300.0
F0226,JFK,JFK_G7,33.0,1,0,4,6,577.175,63.00666666666666,3.1999999999999997,95.815,459.845,4.94,19.2,87.4,125.9,W,0.0,5,3372.77,16.0,5.0,300.0
F0227,ORD,ORD_G1,39.0,1,0,7,0,653.56,80.17,,96.25,400.825,16.96666666666667,25.8,92.56666666666668,149.8,NE,0.0,3,326.17,1.0,1.0,240.0
F0228,ORD,ORD_G8,26.0,0,0,8,3,609.705,79.9,2.13,99.88,433.21999999999997,18.333333333333332,27.5,35.9,68.3,SE,0.0,3,2909.08,14.0,5.0,60.0
F0230,ATL,ATL_G6,13.0,0,1,2,5,630.69,73.80666666666666,2.986666666666667,,443.75,7.1000000000000005,22.5,77.91666666666667,133.4,S,0.0,6,779.35,1.0,1.0,120.0
F0231,JFK,JFK_G7,55.0,1,0,2,6,548.0799999999999,73.99333333333334,2.8600000000000003,106.175,399.1,13.783333333333333,28.6,67.23333333333333,124.1,N,0.3333333333333333,6,0.0,0.0,0.0,240.0
F0232,ATL,ATL_G6,34.0,1,0,15,0,533.9,73.42,1.4,101.65333333333335,570.12,6.233333333333333,29.0,92.0,115.7,E,0.3333333333333333,3,475.56,2.0,1.0,60.0
F0233,ATL,ATL_G10,47.0,1,0,22,5,609.89,30.54,4.9,99.31,417.49333333333334,0.0,20.8,90.84,131.2,SE,0.2,5,0.0,0.0,0.0,180.0
F0234,JFK,JFK_G1,24.0,0,0,4,4,631.085,40.065,2.0033333333333334,106.76,383.83500000000004,9.44,25.9,90.64000000000001,144.3,NE,0.2,5,2713.12,7.0,4.0,120.0
F0235,LAX,LAX_G5,48.0,1,0,7,0,625.62,88.32,2.645,103.98666666666668,447.755,8.42,26.5,54.349999999999994,85.8,W,0.3333333333333333,6,683.19,2.0,1.0,60.0
F0236,ATL,ATL_G6,19.0,0,0,11,3,594.5300000000001,89.02,3.05,102.81333333333333,346.25,5.14,26.5,66.66,112.5,W,0.0,5,509.96,4.0,1.0,60.0
F0237,DFW,DFW_G7,52.0,1,0,21,4,694.83,45.970000000000006,3.32,103.96,390.45666666666665,-0.6799999999999999,4.6,90.94,125.0,SW,0.4,5,2305.88,7.0,3.0,300.0
F0238,ORD,ORD_G8,37.0,1,0,13,0,620.23,81.41,1.565,109.06,462.2033333333334,9.275,29.4,66.36,107.8,E,0.2,5,0.0,0.0,0.0,300.0
F0239,JFK,JFK_G1,35.0,1,0,10,2,566.16,38.24,2.275,93.095,415.93499999999995,14.0,23.7,110.775,141.1,E,0.25,4,3660.1099999999997,12.0,5.0,300.0
F0240,ATL,ATL_G4,39.0,1,0,18,3,617.4166666666666,81.38333333333333,3.283333333333333,97.755,457.12,-8.483333333333333,-3.0,95.18333333333334,141.4,SE,0.6666666666666666,6,698.69,1.0,1.0,240.0
F0241,ATL,ATL_G3,57.0,1,0,5,4,627.7,89.65666666666668,2.16,96.61666666666667,497.76,15.3,27.8,38.775,63.8,NW,0.25,4,0.0,0.0,0.0,60.0
F0242,ORD,ORD_G5,41.0,1,0,9,0,539.75,62.193333333333335,4.17,94.50999999999999,449.5433333333333,3.9999999999999996,21.9,64.86666666666666,97.6,E,0.6666666666666666,3,2059.79,10.0,4.0,240.0
F0243,JFK,JFK_G2,54.0,1,0,19,0,610.4899999999999,73.82,5.0,104.32,459.81000000000006,4.3500000000000005,7.9,88.2,112.7,E,0.6666666666666666,3,502.06,5.0,2.0,60.0
F0244,DFW,DFW_G3,0.0,0,1,6,1,615.43,49.1,2.965,98.85499999999999,535.54,-17.15,-14.8,112.56666666666668,134.3,E,0.0,3,1966.53,5.0,3.0,60.0
F0245,DFW,DFW_G10,50.0,1,0,23,3,546.26,78.23,3.5999999999999996,92.33333333333333,448.885,17.466666666666665,24.9,79.39999999999999,138.5,NE,0.3333333333333333,3,3748.8900000000003,12.0,5.0,60.0
F0246,DFW,DFW_G3,0.0,0,1,11,5,627.27,94.92,3.9,106.63,341.21,13.133333333333333,22.0,37.1,64.8,W,0.0,6,1445.21,5.0,3.0,240.0
F0247,ATL,ATL_G10,17.0,0,0,14,4,613.12,70.71,4.51,95.95,458.14,1.4333333333333327,23.6,93.81666666666666,135.6,N,0.16666666666666666,6,1237.79,6.0,2.0,300.0
F0248,LAX,LAX_G1,35.0,1,0,22,0,584.9699999999999,53.68000000000001,,104.0,404.16499999999996,12.133333333333333,28.9,83.33333333333333,130.4,SE,0.16666666666666666,6,1529.62,2.0,2.0,300.0
F0249,JFK,JFK_G10,42.0,1,0,21,4,648.65,71.40333333333334,0.88,96.965,566.0,12.5,22.5,79.75,96.5,N,0.0,4,1829.97,9.0,3.0,240.0
F0251,ATL,ATL_G1,2.0,0,1,0,6,580.1066666666667,80.15666666666667,3.8,97.9,582.44,-4.183333333333334,24.7,65.95,147.2,N,0.16666666666666666,6,778.16,4.0,2.0,300.0
F0252,LAX,LAX_G4,4.0,0,1,10,4,560.21,67.575,3.33,95.88499999999999,381.57666666666665,0.41999999999999993,25.3,94.82000000000001,148.6,NW,0.0,6,1717.6,10.0,3.0,240.0
F0253,JFK,JFK_G8,53.0,1,0,14,2,575.2566666666667,61.99333333333334,2.89,100.25,376.1133333333334,12.266666666666666,29.2,62.666666666666664,131.8,NE,0.16666666666666666,6,2331.96,14.0,5.0,60.0
F0254,LAX,LAX_G9,60.0,1,0,17,4,587.725,54.39,4.555,98.87,439.5,2.15,15.5,69.375,97.7,SW,0.0,4,1539.77,6.0,3.0,60.0
F0255,ORD,ORD_G9,53.0,1,0,15,0,597.2,56.656666666666666,2.955,98.04,421.5,9.450000000000001,28.9,68.2,118.1,SE,0.0,6,2758.9,13.0,4.0,60.0
F0257,JFK,JFK_G4,37.0,1,0,12,6,537.4,54.47500000000001,3.435,98.3,521.51,-0.49999999999999967,15.3,77.8,143.2,E,0.25,4,327.86,5.0,2.0,300.0
F0258,JFK,JFK_G3,32.0,1,0,7,0,536.69,76.19666666666667,1.9649999999999999,104.75,521.2850000000001,-0.6333333333333329,24.7,109.66666666666667,124.6,N,0.0,3,1058.58,5.0,2.0,300.0
F0259,LAX,LAX_G3,12.0,0,1,17,2,577.635,60.27,1.17,91.44,350.53,11.700000000000001,27.5,67.0,117.7,W,0.0,4,1001.08,4.0,2.0,240.0
F0261,LAX,LAX_G1,27.0,0,0,20,1,653.0799999999999,72.81,1.9866666666666666,98.155,470.46000000000004,-5.833333333333333,-0.5,96.25,139.6,N,0.25,4,0.0,0.0,0.0,300.0
F0262,ATL,ATL_G2,25.0,0,0,23,2,629.9,57.89000000000001,4.48,94.81,417.93333333333334,-0.2666666666666669,6.1,25.0,50.1,N,0.3333333333333333,3,1076.51,3.0,2.0,120.0
F0263,LAX,LAX_G2,43.0,1,0,0,5,631.215,26.22,3.18,103.69666666666667,469.31666666666666,9.1,19.7,95.57499999999999,139.6,N,0.0,4,811.6,1.0,1.0,60.0
F0265,LAX,LAX_G8,58.0,1,0,15,4,643.2233333333334,32.615,2.69,92.065,499.85,9.133333333333333,22.5,110.60000000000001,137.5,SW,0.6666666666666666,3,2828.86,13.0,5.0,180.0
F0266,DFW,DFW_G6,1.0,0,1,16,5,585.27,95.22,2.3,103.545,476.07500000000005,11.88,27.3,51.6,130.0,E,0.0,5,1384.46,6.0,2.0,300.0
F0267,LAX,LAX_G8,29.0,0,0,8,2,513.61,64.2,1.285,95.48,325.46,2.1999999999999997,17.2,58.7,123.2,SW,0.25,4,2113.91,4.0,3.0,240.0
F0268,ATL,ATL_G9,42.0,1,0,15,1,647.7950000000001,68.29666666666667,2.75,96.7,417.66,12.433333333333335,29.5,65.8,97.2,SE,0.3333333333333333,3,1174.1100000000001,7.0,2.0,60.0
F0269,JFK,JFK_G5,26.0,0,0,8,2,614.39,73.49333333333333,2.455,107.63499999999999,378.97,-2.033333333333333,24.3,97.35000000000001,147.2,E,0.0,6,1959.5,10.0,4.0,60.0
F0270,ATL,ATL_G1,9.0,0,1,22,3,527.9233333333333,61.06,3.715,100.89,345.365,14.125,18.8,72.825,138.3,E,0.25,4,973.03,1.0,1.0,240.0
F0271,LAX,LAX_G5,12.0,0,1,21,5,581.43,57.05,3.073333333333333,93.125,482.98333333333335,3.75,25.6,104.08333333333333,125.3,N,0.0,6,1576.3,8.0,2.0,60.0
F0272,JFK,JFK_G7,15.0,0,1,10,1,557.3133333333334,74.81,2.98,99.20666666666666,495.96,5.62,21.5,63.85,124.3,W,0.3333333333333333,6,1918.31,10.0,4.0,60.0
F0273,ORD,ORD_G5,19.0,0,0,0,0,606.35,72.12333333333333,4.09,104.03,512.365,-10.95,-10.5,82.425,139.2,SW,0.5,4,534.25,4.0,1.0,300.0
F0274,ORD,ORD_G2,37.0,1,0,17,5,647.1099999999999,69.26,1.99,104.35666666666667,461.46,5.833333333333333,18.2,60.199999999999996,136.7,W,0.25,4,1704.98,10.0,3.0,60.0
F0275,ATL,ATL_G9,43.0,1,0,16,6,512.73,53.995000000000005,3.415,96.78,377.09,0.25,26.9,52.76666666666667,145.8,S,0.3333333333333333,6,955.97,3.0,1.0,240.0
F0276,ATL,ATL_G5,5.0,0,1,22,2,617.5766666666667,58.42333333333334,2.47,99.635,521.915,7.8500000000000005,27.2,51.3,102.3,NW,0.5,6,2574.25,5.0,4.0,120.0
F0278,ORD,ORD_G5,14.0,0,1,6,5,595.7950000000001,43.255,1.54,96.69333333333334,553.17,0.2333333333333331,16.5,82.2,130.3,N,0.25,4,2279.16,11.0,5.0,300.0
F0279,JFK,JFK_G3,10.0,0,1,9,0,576.9,53.74666666666667,3.51,98.62,410.57,3.9799999999999995,29.4,89.85,142.7,S,0.0,5,2642.94,16.0,5.0,60.0
F0280,ORD,ORD_G3,57.0,1,0,3,5,643.5450000000001,45.17,1.74,104.06,422.07,14.2,22.7,77.375,148.0,E,0.25,4,2485.72,11.0,5.0,120.0
F0281,ATL,ATL_G8,3.0,0,1,7,5,563.915,68.57000000000001,2.125,102.78333333333335,488.52,7.2250000000000005,28.8,51.675,143.9,E,0.25,4,1868.75,13.0,5.0,300.0
F0282,LAX,LAX_G4,58.0,1,0,9,1,596.9333333333333,79.73,1.2133333333333332,91.79499999999999,316.7,4.416666666666667,28.7,54.916666666666664,128.2,SE,0.3333333333333333,6,0.0,0.0,0.0,300.0
F0283,DFW,DFW_G3,42.0,1,0,21,3,611.095,71.16,3.115,96.12,452.62000000000006,3.6500000000000004,21.0,130.93333333333334,147.4,NE,0.0,4,683.9000000000001,5.0,2.0,180.0
F0284,LAX,LAX_G4,51.0,1,0,11,0,612.1949999999999,76.705,2.34,99.07666666666667,376.57,9.45,21.8,84.96,140.7,E,0.4,5,2649.04,11.0,5.0,180.0
F0285,JFK,JFK_G1,47.0,1,0,10,2,608.66,49.89000000000001,4.585,99.365,475.255,6.340000000000001,24.1,71.3,124.2,N,0.0,5,800.41,3.0,2.0,60.0
F0286,JFK,JFK_G3,0.0,0,1,14,0,603.77,51.43,3.505,100.63,385.35,4.033333333333333,12.4,112.66666666666667,141.2,NE,0.0,3,752.97,3.0,1.0,180.0
F0287,JFK,JFK_G8,28.0,0,0,18,5,597.23,66.58,0.39,100.05333333333333,384.47,3.466666666666667,12.6,52.599999999999994,78.6,NW,0.6666666666666666,3,1719.9,8.0,4.0,120.0
F0288,ORD,ORD_G8,37.0,1,0,14,6,552.615,44.4,2.1566666666666667,98.39666666666666,507.3,-4.0200000000000005,25.4,69.14000000000001,126.9,NE,0.2,5,340.05,2.0,1.0,120.0
F0289,ORD,ORD_G9,9.0,0,1,14,2,523.34,52.72,3.1133333333333333,109.73,400.3,17.283333333333335,25.5,55.68333333333334,103.2,E,0.3333333333333333,6,3767.67,14.0,5.0,60.0
F0290,JFK,JFK_G5,37.0,1,0,20,4,634.1333333333333,87.29,1.2,101.37,490.25,4.859999999999999,22.4,100.3,141.8,S,0.4,5,691.68,5.0,3.0,240.0
F0291,DFW,DFW_G4,8.0,0,1,12,2,629.7199999999999,47.94,0.8500000000000001,108.0,450.59,-7.466666666666666,-0.7,82.85000000000001,136.8,N,0.3333333333333333,3,0.0,0.0,0.0,180.0
F0292,JFK,JFK_G5,54.0,1,0,12,2,580.5233333333333,66.01,1.11,97.08,540.1733333333333,2.7750000000000004,15.6,64.56666666666666,96.3,SW,0.0,4,2181.66,13.0,4.0,120.0
F0293,DFW,DFW_G2,20.0,0,0,15,2,544.73,78.755,2.435,94.965,454.5333333333333,14.866666666666667,29.6,47.95,86.0,E,0.25,4,2283.92,14.0,5.0,300.0
F0294,DFW,DFW_G10,30.0,0,0,7,2,544.2,29.595,2.875,100.565,480.66499999999996,8.375,28.8,36.5,93.1,S,0.0,4,2108.14,10.0,3.0,60.0
F0295,LAX,LAX_G9,49.0,1,0,8,4,556.08,41.209999999999994,3.2533333333333334,96.7,489.2166666666667,0.26666666666666633,16.9,98.9,116.8,E,0.3333333333333333,3,3952.04,13.0,5.0,300.0
F0296,ORD,ORD_G3,28.0,0,0,4,4,566.72,63.31666666666666,4.180000000000001,95.33999999999999,456.2133333333333,-0.5249999999999999,15.7,81.46666666666667,119.7,NW,0.25,4,0.0,0.0,0.0,180.0
