flight_id,departure_time,arrival_time,delay_minutes,airport,branch,flight_date,city,state,temperature,weather_condition,Air Pressure,Airspeed,Engine Temperature,Fuel Level,Vibration,avg_temperature_flight,max_temperature_flight,avg_wind_speed_flight,max_wind_speed_flight,pct_rain_events,num_weather_points
F0129,2023-04-25 22:15:02,2023-04-26 00:15:02,30.0,JFK,Branch_B,2023-04-25,Los Angeles,CA,22.8,Sunny,92.505,570.89,602.78,66.12333333333333,3.935,8.42,26.1,98.22,141.7,0.0,6
F0130,2023-03-25 04:00:49,2023-03-25 07:00:49,8.0,DFW,Branch_C,2023-03-25,Chicago,IL,14.2,Sunny,104.21,553.2,583.23,53.01333333333333,1.8166666666666667,3.8499999999999996,24.7,21.075,67.6,0.2,5
F0131,2023-02-24 09:00:34,2023-02-24 10:00:34,18.0,ORD,Branch_D,2023-02-24,Atlanta,GA,9.5,Storm,92.08,467.14,647.14,56.66,2.91,-4.875,17.9,66.125,113.9,0.25,4
F0132,2023-04-11 07:28:00,2023-04-11 10:28:00,50.0,LAX,Branch_B,2023-04-11,Los Angeles,CA,12.1,Clear,105.21,427.95666666666665,567.1800000000001,76.32,2.995,10.533333333333333,25.4,44.633333333333326,87.6,0.6666666666666666,3
F0133,2023-06-10 02:08:19,2023-06-10 07:08:19,48.0,ATL,Branch_E,2023-06-10,Dallas,TX,9.2,Clear,97.46999999999998,543.0866666666667,538.03,34.95333333333333,,13.675,26.2,76.0,94.0,0.25,4
F0134,2023-04-16 04:05:04,2023-04-16 09:05:04,60.0,DFW,Branch_B,2023-04-16,Los Angeles,CA,5.7,Rain,92.72,326.3,585.375,77.68,3.48,9.819999999999999,29.7,55.3,120.6,0.4,5
F0135,2023-01-07 08:29:51,2023-01-07 09:29:51,52.0,ORD,Branch_D,2023-01-07,Atlanta,GA,20.4,Rain,101.775,505.74,568.8166666666666,69.50999999999999,2.775,11.725000000000001,23.3,44.04,104.6,0.2,5
F0136,2023-01-24 05:47:57,2023-01-24 06:47:57,6.0,LAX,Branch_E,2023-01-24,Dallas,TX,26.5,Cloudy,109.35,440.91333333333336,524.41,94.97333333333331,0.33,3.216666666666667,22.3,80.43333333333334,137.5,0.0,6
F0137,2023-09-15 23:00:11,2023-09-16 02:00:11,21.0,ATL,Branch_C,2023-09-15,Chicago,IL,13.8,Cloudy,101.14,371.89,684.49,82.34666666666668,1.71,-5.824999999999999,5.4,125.76666666666667,135.9,0.0,4
F0138,2023-10-26 16:27:59,2023-10-26 19:27:59,26.0,JFK,Branch_A,2023-10-26,New York,NY,26.8,Cloudy,103.32499999999999,444.36,623.0250000000001,80.2,3.04,-2.0999999999999996,19.6,73.44,123.6,0.2,5
F0139,2023-02-04 03:45:43,2023-02-04 08:45:43,25.0,JFK,Branch_C,2023-02-04,Chicago,IL,7.2,Storm,102.95,,563.0633333333334,88.46,1.17,10.68,28.0,101.72,137.0,0.2,5
F0140,2023-07-12 11:22:40,2023-07-12 15:22:40,16.0,ORD,Branch_C,2023-07-12,Chicago,IL,16.0,Storm,101.75,477.61,522.48,94.21,1.16,3.6599999999999993,28.5,52.54,89.8,0.0,5
F0141,2023-08-31 22:16:33,2023-09-01 00:16:33,23.0,ORD,Branch_E,2023-08-31,Dallas,TX,11.6,Clear,101.41666666666667,432.2633333333333,585.76,64.1,3.8899999999999997,4.824999999999999,22.9,48.35,84.4,0.0,4
F0142,2023-03-03 22:26:26,2023-03-04 03:26:26,44.0,DFW,Branch_A,2023-03-03,New York,NY,23.8,Sunny,95.89500000000001,465.79333333333335,642.9,37.555,3.096666666666667,15.800000000000002,18.1,70.56666666666666,105.8,0.3333333333333333,3
F0143,2023-06-10 11:39:04,2023-06-10 13:39:04,23.0,ORD,Branch_B,2023-06-10,Los Angeles,CA,11.1,Rain,103.81333333333333,568.52,548.18,81.06,4.37,3.433333333333333,16.5,38.93333333333333,91.1,0.6666666666666666,3
F0144,2023-08-20 10:40:10,2023-08-20 11:40:10,41.0,LAX,Branch_B,2023-08-20,Los Angeles,CA,10.3,Storm,97.77,438.2133333333333,625.345,25.22,2.6233333333333335,-6.833333333333333,9.4,24.099999999999998,40.1,0.3333333333333333,3
F0145,2023-03-30 18:30:13,2023-03-30 21:30:13,13.0,JFK,Branch_B,2023-03-30,Los Angeles,CA,18.9,Rain,109.76,512.2,570.03,54.70666666666667,0.9199999999999999,7.6499999999999995,14.6,50.86666666666667,96.3,0.16666666666666666,6
F0146,2023-10-03 02:41:36,2023-10-03 06:41:36,60.0,LAX,Branch_D,2023-10-03,Atlanta,GA,28.2,Sunny,100.265,510.34000000000003,628.56,70.45666666666666,3.88,15.48,28.5,40.625,73.1,0.2,5
F0147,2023-02-01 14:47:05,2023-02-01 16:47:05,8.0,DFW,Branch_B,2023-02-01,Los Angeles,CA,22.6,Cloudy,100.69,374.75,651.53,61.51333333333334,0.42000000000000004,-4.550000000000001,10.1,92.44,139.5,0.2,5
F0148,2023-09-24 22:40:17,2023-09-25 01:40:17,39.0,DFW,Branch_D,2023-09-24,Atlanta,GA,15.8,Storm,98.175,497.26,577.52,67.14,1.05,8.766666666666666,25.7,65.06666666666666,142.7,0.3333333333333333,6
F0149,2023-07-14 13:11:13,2023-07-14 14:11:13,36.0,LAX,Branch_A,2023-07-14,New York,NY,10.8,Storm,,477.365,558.3599999999999,57.345,3.2866666666666666,11.475,29.9,20.3,57.4,0.0,4
F0150,2023-04-19 01:32:37,2023-04-19 06:32:37,43.0,LAX,Branch_A,2023-04-19,New York,NY,11.0,Cloudy,100.0,522.8033333333333,634.02,56.1,4.68,1.633333333333334,28.3,59.42,133.3,0.3333333333333333,6
F0151,2023-12-06 03:23:31,2023-12-06 04:23:31,59.0,LAX,Branch_C,2023-12-06,Chicago,IL,10.7,Cloudy,105.265,474.63,678.05,43.26,0.08,9.059999999999999,22.4,90.14000000000001,145.8,0.2,5
F0152,2023-07-10 09:37:25,2023-07-10 12:37:25,28.0,ORD,Branch_A,2023-07-10,New York,NY,30.0,Storm,106.54,353.74,553.4766666666667,63.525,4.81,-10.7,-4.8,76.13333333333334,137.9,0.0,6
F0153,2023-09-15 19:02:56,2023-09-15 22:02:56,0.0,LAX,Branch_B,2023-09-15,Los Angeles,CA,27.6,Sunny,107.935,515.41,595.07,77.28,1.5899999999999999,0.4499999999999996,20.2,55.225,113.1,0.0,4
F0154,2023-12-18 21:53:11,2023-12-19 01:53:11,60.0,LAX,Branch_E,2023-12-18,Dallas,TX,21.9,Cloudy,106.52,415.5566666666667,557.625,53.9,3.09,-0.43333333333333285,13.9,59.800000000000004,110.2,0.16666666666666666,6
F0155,2023-06-02 16:46:36,2023-06-02 20:46:36,6.0,LAX,Branch_A,2023-06-02,New York,NY,5.8,Cloudy,107.32,409.14,605.46,69.46,1.59,12.425,17.3,104.025,138.9,0.0,4
F0156,2023-05-20 06:33:56,2023-05-20 07:33:56,49.0,DFW,Branch_B,2023-05-20,Los Angeles,CA,,Storm,106.25,436.8,616.59,69.175,2.3499999999999996,22.066666666666666,23.4,118.10000000000001,144.9,0.3333333333333333,3
F0157,2023-11-08 06:44:40,2023-11-08 11:44:40,50.0,ORD,Branch_E,2023-11-08,Dallas,TX,10.8,Sunny,107.66,443.85,630.86,38.75,0.77,-0.3000000000000001,9.9,85.73333333333333,143.2,0.3333333333333333,3
F0158,2023-08-17 14:19:54,2023-08-17 19:19:54,52.0,LAX,Branch_B,2023-08-17,Los Angeles,CA,13.6,Storm,95.89,350.55499999999995,628.22,22.47,4.28,-7.3999999999999995,7.0,78.24,116.6,0.4,5
F0159,2023-03-07 17:08:36,2023-03-07 18:08:36,16.0,ORD,Branch_D,2023-03-07,Atlanta,GA,22.1,Sunny,97.125,503.08666666666664,535.82,49.050000000000004,2.79,9.4,14.3,85.23333333333333,141.1,0.3333333333333333,3
F0161,2023-02-13 10:06:45,2023-02-13 15:06:45,20.0,LAX,Branch_E,2023-02-13,Dallas,TX,25.4,Cloudy,105.92666666666666,510.92,523.33,40.825,0.69,9.700000000000001,23.1,83.55,142.7,0.16666666666666666,6
F0162,2023-01-13 12:21:40,2023-01-13 14:21:40,10.0,LAX,Branch_A,2023-01-13,New York,NY,10.0,Clear,96.97,463.44999999999993,635.07,31.88,0.72,8.36,25.7,65.03999999999999,105.6,0.0,5
F0163,2023-04-26 16:58:31,2023-04-26 18:58:31,41.0,DFW,Branch_D,2023-04-26,Atlanta,GA,13.9,Clear,98.14,446.37999999999994,653.02,39.16,3.78,6.616666666666667,25.4,53.333333333333336,126.8,0.5,6
F0164,2023-09-18 18:50:08,2023-09-18 21:50:08,44.0,JFK,Branch_C,2023-09-18,Chicago,IL,23.7,Cloudy,90.75,427.22,503.53,73.955,2.84,4.300000000000001,28.6,87.74,142.7,0.0,6
F0165,2023-07-03 16:59:16,2023-07-03 19:59:16,44.0,JFK,Branch_D,2023-07-03,Atlanta,GA,25.7,Clear,100.96000000000001,481.4433333333333,542.45,58.39,2.0949999999999998,-5.066666666666666,20.8,26.05,44.6,0.0,4
F0167,2023-08-09 15:43:31,2023-08-09 20:43:31,41.0,ATL,Branch_C,2023-08-09,Chicago,IL,21.0,Rain,102.08,481.0933333333333,602.8066666666667,,3.54,3.3600000000000003,28.8,91.38000000000001,145.8,0.2,5
F0168,2023-01-27 14:31:29,2023-01-27 19:31:29,55.0,DFW,Branch_E,2023-01-27,Dallas,TX,6.0,Rain,96.47,441.66,604.81,57.21,1.6,8.683333333333334,22.8,89.43333333333334,137.6,0.16666666666666666,6
F0170,2023-01-20 05:03:15,2023-01-20 09:03:15,44.0,ATL,Branch_B,2023-01-20,Los Angeles,CA,,Cloudy,100.32499999999999,497.355,565.825,86.365,2.6666666666666665,-2.1666666666666665,0.3,72.73333333333333,80.0,0.3333333333333333,3
F0171,2023-05-30 01:11:50,2023-05-30 02:11:50,17.0,LAX,Branch_A,2023-05-30,New York,NY,9.2,Cloudy,96.43,416.07,699.04,76.89333333333333,3.3949999999999996,4.4,14.4,101.4,143.3,0.25,4
F0172,2023-02-19 00:38:05,2023-02-19 04:38:05,41.0,JFK,Branch_D,2023-02-19,Atlanta,GA,24.9,Sunny,96.88,448.85,627.265,74.54666666666667,2.835,3.44,28.2,71.75,99.5,0.4,5
F0173,2023-07-20 05:32:55,2023-07-20 08:32:55,33.0,ATL,Branch_A,2023-07-20,New York,NY,8.1,Rain,97.66,330.75,678.22,66.83,4.32,1.625,22.0,50.06,95.1,0.0,5
F0175,2023-02-11 22:16:22,2023-02-12 03:16:22,39.0,LAX,Branch_A,2023-02-11,New York,NY,21.3,Storm,98.48,489.4,595.5533333333333,22.04,2.19,13.5,26.6,74.22,118.4,0.0,5
F0176,2023-07-07 00:48:26,2023-07-07 03:48:26,9.0,JFK,Branch_D,2023-07-07,Atlanta,GA,,Clear,104.19,543.96,599.12,64.50999999999999,4.64,11.299999999999999,29.2,101.56666666666666,141.4,0.16666666666666666,6
F0177,2023-05-12 22:45:01,2023-05-12 23:45:01,52.0,JFK,Branch_D,2023-05-12,Atlanta,GA,11.3,Clear,98.71000000000001,462.23,660.38,50.49,2.0149999999999997,0.5000000000000001,22.8,44.4,125.5,0.3333333333333333,6
F0178,2023-06-20 10:35:19,2023-06-20 12:35:19,29.0,ATL,Branch_E,2023-06-20,Dallas,TX,11.0,Sunny,90.86,545.53,567.39,25.97,2.21,7.566666666666667,28.8,97.76666666666667,124.9,0.3333333333333333,3
F0179,2023-02-24 18:42:12,2023-02-24 19:42:12,27.0,JFK,Branch_C,2023-02-24,Chicago,IL,11.4,Sunny,99.485,513.985,676.69,91.79333333333334,4.49,5.500000000000001,16.1,72.7,95.2,0.6,5
F0180,2023-01-25 10:20:40,2023-01-25 15:20:40,16.0,ORD,Branch_A,2023-01-25,New York,NY,6.4,Storm,98.77,543.895,669.16,70.22999999999999,2.8633333333333333,4.84,26.2,70.3,123.6,0.2,5
F0181,2023-12-13 05:47:29,2023-12-13 10:47:29,49.0,DFW,Branch_D,2023-12-13,Atlanta,GA,17.2,Clear,94.25,310.6433333333334,616.2349999999999,63.73,3.905,3.0,6.9,63.725,140.5,0.25,4
F0182,2023-07-13 18:43:23,2023-07-13 21:43:23,18.0,JFK,Branch_D,2023-07-13,Atlanta,GA,10.0,Storm,95.87,454.40999999999997,573.02,25.4,1.12,8.333333333333334,24.9,110.65,118.5,0.0,3
F0183,2023-10-15 11:29:15,2023-10-15 12:29:15,10.0,ATL,Branch_C,2023-10-15,Chicago,IL,10.0,Sunny,103.96666666666665,467.3766666666667,518.77,47.370000000000005,1.7966666666666669,13.433333333333332,20.9,108.725,124.8,0.0,4
F0184,2023-08-07 01:49:30,2023-08-07 04:49:30,34.0,DFW,Branch_D,2023-08-07,Atlanta,GA,29.1,Rain,95.715,426.635,633.3833333333333,59.336666666666666,2.9433333333333334,14.799999999999999,23.7,93.03999999999999,147.6,0.16666666666666666,6
F0185,2023-09-01 14:36:28,2023-09-01 16:36:28,47.0,ORD,Branch_E,2023-09-01,Dallas,TX,28.8,Cloudy,103.99,377.70000000000005,664.75,22.59,3.73,3.15,23.3,110.0,139.8,0.5,4
F0186,2023-08-11 19:54:31,2023-08-12 00:54:31,53.0,LAX,Branch_A,2023-08-11,New York,NY,23.5,Sunny,96.18,457.15999999999997,645.825,84.965,1.8499999999999999,1.9333333333333333,14.6,94.32,149.2,0.6,5
F0187,2023-07-14 05:33:52,2023-07-14 08:33:52,29.0,ORD,Branch_C,2023-07-14,Chicago,IL,19.6,Rain,101.64,522.9266666666666,557.0,64.685,2.7399999999999998,-1.5399999999999998,28.1,78.78,144.2,0.0,5
F0188,2023-03-17 06:18:59,2023-03-17 07:18:59,13.0,ATL,Branch_A,2023-03-17,New York,NY,13.5,Clear,101.75,521.02,679.3900000000001,52.875,2.915,15.075,19.6,50.375,87.1,0.25,4
F0189,2023-02-26 23:44:04,2023-02-27 00:44:04,7.0,LAX,Branch_E,2023-02-26,Dallas,TX,18.0,Rain,100.50999999999999,526.11,519.74,62.17333333333334,2.6,-2.525,24.0,62.160000000000004,139.5,0.2,5
F0190,2023-08-13 18:13:03,2023-08-13 21:13:03,33.0,ATL,Branch_D,2023-08-13,Atlanta,GA,24.1,Storm,97.91,447.05333333333334,642.37,72.945,4.34,-4.966666666666667,21.6,69.73333333333333,148.4,0.16666666666666666,6
F0191,2023-06-14 14:57:32,2023-06-14 16:57:32,30.0,JFK,Branch_A,2023-06-14,New York,NY,29.8,Storm,106.795,372.91499999999996,625.54,35.55,3.17,11.666666666666666,26.7,103.03333333333335,141.6,0.5,4
F0192,2023-07-18 12:46:27,2023-07-18 16:46:27,2.0,ORD,Branch_D,2023-07-18,Atlanta,GA,11.4,Rain,,446.805,643.6600000000001,61.29,2.255,15.05,21.5,81.63333333333334,105.6,0.6666666666666666,3
F0193,2023-05-18 12:43:23,2023-05-18 15:43:23,39.0,ORD,Branch_B,2023-05-18,Los Angeles,CA,,Rain,103.75999999999999,549.2850000000001,559.955,61.38,3.6950000000000003,4.5249999999999995,30.0,97.27499999999999,147.1,0.25,4
F0194,2023-04-26 12:56:16,2023-04-26 16:56:16,60.0,DFW,Branch_B,2023-04-26,Los Angeles,CA,13.9,Clear,99.52,316.31,613.29,71.39,1.8866666666666667,6.266666666666667,10.4,99.83333333333333,119.0,0.3333333333333333,3
F0195,2023-01-12 13:06:18,2023-01-12 16:06:18,46.0,ATL,Branch_A,2023-01-12,New York,NY,27.0,Rain,93.525,459.5233333333333,545.91,53.38,2.6950000000000003,9.866666666666667,24.2,97.89999999999999,139.5,0.0,3
F0196,2023-01-12 11:00:30,2023-01-12 15:00:30,26.0,ATL,Branch_C,2023-01-12,Chicago,IL,27.0,Rain,101.07,386.735,581.41,84.735,1.9333333333333333,2.8800000000000003,29.1,86.76,142.1,0.0,5
F0198,2023-07-24 04:03:30,2023-07-24 07:03:30,36.0,LAX,Branch_D,2023-07-24,Atlanta,GA,11.6,Storm,108.25,560.67,558.8733333333333,54.93,2.2950000000000004,3.9666666666666663,20.2,83.5,138.3,0.16666666666666666,6
F0199,2023-12-12 19:26:14,2023-12-12 22:26:14,56.0,LAX,Branch_C,2023-12-12,Chicago,IL,14.2,Storm,91.92,459.1333333333334,581.22,62.76666666666667,1.77,2.3000000000000003,28.3,88.88,131.5,0.3333333333333333,6
F0200,2023-12-06 13:59:28,2023-12-06 15:59:28,8.0,DFW,Branch_B,2023-12-06,Los Angeles,CA,13.3,Cloudy,100.99000000000001,333.2366666666667,612.0633333333334,21.48,1.57,14.15,27.9,39.125,88.5,0.25,4
F0201,2023-11-22 18:16:45,2023-11-22 22:16:45,45.0,JFK,Branch_A,2023-11-22,New York,NY,16.0,Clear,98.38333333333333,364.995,552.56,50.105,1.98,7.1000000000000005,29.1,89.2,129.0,0.0,4
F0202,2023-05-28 21:48:04,2023-05-29 00:48:04,22.0,DFW,Branch_C,2023-05-28,Chicago,IL,7.4,Rain,95.94333333333334,507.09,575.7833333333333,78.7,1.11,12.266666666666666,18.5,60.23333333333333,97.4,0.3333333333333333,3
F0203,2023-04-27 16:47:10,2023-04-27 18:47:10,22.0,DFW,Branch_A,2023-04-27,New York,NY,10.9,Rain,97.575,319.65,600.92,52.906666666666666,4.91,9.3,29.8,60.660000000000004,112.2,0.2,5
F0204,2023-04-20 10:48:50,2023-04-20 13:48:50,50.0,LAX,Branch_A,2023-04-20,New York,NY,27.9,Rain,105.145,442.87,557.6866666666666,71.185,1.6400000000000001,-4.840000000000001,5.2,69.725,111.1,0.0,5
F0205,2023-04-23 07:27:11,2023-04-23 11:27:11,37.0,JFK,Branch_A,2023-04-23,New York,NY,13.9,Sunny,106.48,591.27,575.5300000000001,92.11,3.75,9.975,16.9,78.775,109.8,0.25,4
F0206,2023-06-16 10:33:35,2023-06-16 15:33:35,9.0,DFW,Branch_B,2023-06-16,Los Angeles,CA,,Sunny,103.87,442.6233333333333,604.8166666666666,50.00333333333333,3.49,12.266666666666666,27.2,99.89999999999999,126.0,0.16666666666666666,6
F0207,2023-11-16 15:52:29,2023-11-16 18:52:29,57.0,ATL,Branch_C,2023-11-16,Chicago,IL,19.1,Cloudy,94.48,492.22,672.89,74.67999999999999,2.736666666666667,3.2333333333333343,15.8,105.89999999999999,143.4,0.6666666666666666,3
F0210,2023-08-03 19:59:34,2023-08-03 23:59:34,18.0,DFW,Branch_A,2023-08-03,New York,NY,29.6,Storm,103.36666666666667,393.915,680.65,53.18,3.505,3.5666666666666678,23.3,103.66666666666667,135.4,0.3333333333333333,3
F0211,2023-03-02 08:02:56,2023-03-02 11:02:56,14.0,ORD,Branch_C,2023-03-02,Chicago,IL,10.1,Sunny,100.71999999999998,408.17499999999995,630.765,81.32,4.07,2.7000000000000006,20.8,53.81666666666666,83.3,0.16666666666666666,6
F0212,2023-09-28 21:26:35,2023-09-29 00:26:35,47.0,DFW,Branch_B,2023-09-28,Los Angeles,CA,6.8,Storm,90.63,497.69,686.65,60.214999999999996,0.8500000000000001,5.266666666666667,26.0,106.76666666666667,143.8,0.0,3
F0213,2023-06-26 07:28:33,2023-06-26 09:28:33,43.0,ORD,Branch_A,2023-06-26,New York,NY,24.1,Storm,103.77,360.73333333333335,691.91,29.46,4.63,-9.583333333333334,17.8,56.68333333333334,121.2,0.16666666666666666,6
F0214,2023-08-06 11:43:29,2023-08-06 13:43:29,7.0,DFW,Branch_A,2023-08-06,New York,NY,29.8,Storm,96.56,401.84,589.2149999999999,46.68,4.04,9.966666666666667,28.0,61.38333333333333,96.8,0.16666666666666666,6
F0215,2023-06-22 05:50:26,2023-06-22 10:50:26,44.0,ORD,Branch_E,2023-06-22,Dallas,TX,28.3,Sunny,96.575,429.84,641.78,52.45,1.02,12.725,26.0,84.67500000000001,131.8,0.0,4
F0216,2023-06-02 18:32:09,2023-06-02 22:32:09,60.0,ATL,Branch_D,2023-06-02,Atlanta,GA,,Cloudy,105.21000000000001,508.52,553.2,56.89666666666667,2.44,10.1,26.7,74.025,139.5,0.25,4
F0217,2023-10-29 13:07:43,2023-10-29 17:07:43,14.0,LAX,Branch_C,2023-10-29,Chicago,IL,10.1,Clear,108.57,434.28,661.86,81.21000000000001,1.5899999999999999,4.333333333333333,19.3,73.44999999999999,141.7,0.3333333333333333,3
F0218,2023-05-19 04:23:44,2023-05-19 08:23:44,25.0,LAX,Branch_A,2023-05-19,New York,NY,13.0,Sunny,97.005,441.40333333333336,561.2,86.2,3.81,-4.166666666666667,23.0,25.2,25.7,0.25,4
F0221,2023-07-22 01:38:25,2023-07-22 05:38:25,12.0,ORD,Branch_D,2023-07-22,Atlanta,GA,29.3,Clear,,438.87,565.4366666666666,66.075,3.635,5.84,27.2,93.46000000000001,137.2,0.2,5
F0222,2023-09-20 22:37:08,2023-09-20 23:37:08,39.0,ATL,Branch_C,2023-09-20,Chicago,IL,8.3,Storm,97.94666666666666,499.12999999999994,564.605,80.29333333333334,1.81,8.875,22.3,82.2,138.2,0.25,4
F0223,2023-12-29 10:03:22,2023-12-29 14:03:22,5.0,LAX,Branch_A,2023-12-29,New York,NY,5.5,Cloudy,100.95,387.66499999999996,649.78,76.195,0.57,8.78,25.5,66.025,108.5,0.3333333333333333,6
F0224,2023-04-07 04:27:33,2023-04-07 07:27:33,15.0,ORD,Branch_A,2023-04-07,New York,NY,22.7,Storm,103.49666666666667,371.51,573.175,46.73,1.18,13.866666666666667,25.1,69.63333333333333,111.3,0.6666666666666666,3
F0225,2023-03-05 18:40:08,2023-03-05 19:40:08,33.0,LAX,Branch_E,2023-03-05,Dallas,TX,23.7,Storm,101.45,408.1499999999999,622.3833333333333,43.295,3.2350000000000003,7.866666666666667,23.7,47.2,76.0,0.0,4
F0226,2023-11-17 04:31:59,2023-11-17 09:31:59,47.0,DFW,Branch_D,2023-11-17,Atlanta,GA,21.7,Storm,109.57,432.23,593.73,74.09,1.7433333333333334,6.9,21.7,79.575,137.5,0.0,5
F0227,2023-02-01 10:37:37,2023-02-01 14:37:37,57.0,DFW,Branch_D,2023-02-01,Atlanta,GA,22.6,Cloudy,100.68,438.015,695.55,70.46,1.7000000000000002,3.7800000000000002,25.8,42.824999999999996,66.6,0.4,5
F0229,2023-10-30 01:05:26,2023-10-30 03:05:26,33.0,ORD,Branch_E,2023-10-30,Dallas,TX,15.1,Rain,95.60666666666667,533.395,562.295,43.26,3.266666666666667,-8.766666666666666,4.1,91.7,121.2,0.25,4
F0230,2023-07-09 20:47:08,2023-07-09 21:47:08,14.0,DFW,Branch_A,2023-07-09,New York,NY,22.1,Sunny,99.005,421.945,670.2600000000001,86.49666666666667,4.656666666666667,8.983333333333333,19.3,53.4,120.3,0.3333333333333333,6
F0231,2023-06-01 15:59:47,2023-06-01 20:59:47,23.0,LAX,Branch_D,2023-06-01,Atlanta,GA,20.4,Sunny,106.0,447.5133333333333,633.635,53.89000000000001,2.35,1.92,22.5,93.35000000000001,124.6,0.0,6
F0232,2023-07-11 21:37:36,2023-07-11 23:37:36,4.0,LAX,Branch_A,2023-07-11,New York,NY,25.9,Sunny,100.71,477.96000000000004,616.1949999999999,77.38,3.26,19.55,29.6,62.675000000000004,146.3,0.25,4
F0234,2023-06-15 02:07:45,2023-06-15 06:07:45,18.0,LAX,Branch_C,2023-06-15,Chicago,IL,19.1,Cloudy,94.97666666666667,,559.44,56.695,3.0,0.8333333333333334,14.1,7.2,7.5,0.3333333333333333,3
F0235,2023-02-08 05:42:06,2023-02-08 10:42:06,14.0,ATL,Branch_A,2023-02-08,New York,NY,5.7,Rain,107.38,410.37,572.49,87.58,3.66,-6.1000000000000005,9.3,75.86666666666666,121.9,0.3333333333333333,3
F0236,2023-02-25 15:07:02,2023-02-25 19:07:02,8.0,ATL,Branch_C,2023-02-25,Chicago,IL,,Storm,104.39,449.44,506.04,63.97,1.8233333333333333,7.05,30.0,72.53333333333333,137.9,0.3333333333333333,6
F0237,2023-06-23 06:41:20,2023-06-23 08:41:20,22.0,JFK,Branch_B,2023-06-23,Los Angeles,CA,27.2,Clear,,472.3633333333334,628.08,47.96,4.58,12.040000000000001,29.5,73.5,108.5,0.2,5
F0239,2023-07-31 05:57:48,2023-07-31 06:57:48,56.0,DFW,Branch_A,2023-07-31,New York,NY,22.4,Clear,102.265,328.4,599.6633333333333,61.69,3.4466666666666668,-0.35999999999999943,19.8,62.67999999999999,118.4,0.0,5
F0240,2023-07-05 22:12:53,2023-07-06 00:12:53,6.0,LAX,Branch_C,2023-07-05,Chicago,IL,7.6,Clear,102.38,430.15,,45.144999999999996,4.265,11.940000000000001,23.0,71.98333333333333,119.6,0.0,6
F0241,2023-09-22 19:48:49,2023-09-23 00:48:49,30.0,ATL,Branch_B,2023-09-22,Los Angeles,CA,24.9,Rain,99.54,461.42333333333335,525.22,74.065,2.555,3.4666666666666663,29.5,74.03333333333335,140.1,0.3333333333333333,6
F0242,2023-10-13 12:42:30,2023-10-13 16:42:30,35.0,LAX,Branch_A,2023-10-13,New York,NY,27.0,Clear,102.55666666666666,558.115,548.22,50.230000000000004,2.6366666666666667,2.1500000000000004,30.0,55.425,96.0,0.25,4
F0243,2023-05-21 09:44:46,2023-05-21 11:44:46,17.0,JFK,Branch_A,2023-05-21,New York,NY,,Cloudy,93.76,442.55,555.57,26.94,3.5933333333333337,7.45,27.0,72.4,146.9,0.16666666666666666,6
F0244,2023-02-26 10:26:53,2023-02-26 14:26:53,1.0,LAX,Branch_B,2023-02-26,Los Angeles,CA,18.0,Rain,101.19333333333333,389.14,614.68,27.89,0.6633333333333333,6.433333333333334,29.3,94.43333333333334,141.4,0.3333333333333333,3
F0246,2023-08-27 01:23:44,2023-08-27 03:23:44,6.0,ORD,Branch_D,2023-08-27,Atlanta,GA,20.4,Storm,90.59,536.2049999999999,606.36,20.79,1.5633333333333332,14.025,27.1,58.300000000000004,86.2,0.16666666666666666,6
F0247,2023-04-26 02:48:22,2023-04-26 04:48:22,36.0,ORD,Branch_A,2023-04-26,New York,NY,24.6,Cloudy,95.82,540.645,603.81,77.675,0.495,5.199999999999999,25.7,109.46666666666665,145.7,0.0,3
F0248,2023-02-14 08:10:04,2023-02-14 10:10:04,55.0,ORD,Branch_A,2023-02-14,New York,NY,29.9,Cloudy,96.68,442.515,536.86,80.93,1.9749999999999999,-0.6200000000000007,24.4,91.97999999999999,148.5,0.0,5
F0249,2023-05-02 10:50:48,2023-05-02 13:50:48,59.0,JFK,Branch_D,2023-05-02,Atlanta,GA,13.6,Clear,105.455,471.54,662.0,88.65,1.1733333333333333,7.459999999999999,29.7,78.74,141.4,0.2,5
F0250,2023-09-10 14:04:29,2023-09-10 18:04:29,18.0,ATL,Branch_D,2023-09-10,Atlanta,GA,23.6,Rain,104.28333333333335,302.56,671.08,47.9,,8.566666666666668,27.6,87.45,141.6,0.16666666666666666,6
F0251,2023-04-15 16:49:44,2023-04-15 20:49:44,19.0,DFW,Branch_B,2023-04-15,Los Angeles,CA,27.3,Clear,107.71000000000001,366.34,633.7066666666667,47.545,4.23,4.949999999999999,20.7,91.7,112.7,0.3333333333333333,3
F0252,2023-09-19 07:27:32,2023-09-19 08:27:32,10.0,DFW,Branch_B,2023-09-19,Los Angeles,CA,8.7,Clear,104.45,588.075,536.6566666666666,51.1,1.7066666666666668,-1.45,11.0,49.11666666666667,140.7,0.16666666666666666,6
F0253,2023-02-10 12:58:44,2023-02-10 17:58:44,9.0,ATL,Branch_D,2023-02-10,Atlanta,GA,15.4,Cloudy,99.91,525.63,596.37,60.01333333333333,2.6300000000000003,-1.3333333333333333,12.7,68.02000000000001,126.6,0.16666666666666666,6
F0254,2023-11-25 14:11:54,2023-11-25 16:11:54,44.0,ATL,Branch_C,2023-11-25,Chicago,IL,26.7,Sunny,102.235,491.21000000000004,667.74,43.52,3.983333333333333,5.720000000000001,28.3,71.64,118.8,0.0,5
