sensor_id,flight_id,sensor_type,sensor_value,event_time
AI4998,F0225,Air Pressure,90.48,2023-01-28 10:02:45
AI6389,F0225,Airspeed,513.31,2023-01-28 10:43:50
EN6003,F0226,Engine Temperature,657.29,2023-06-07 03:30:18
FU3316,F0226,Fuel Level,41.06,2023-06-07 04:02:33
VI1059,F0226,Vibration,4.84,2023-06-07 03:48:32
VI7334,F0226,Vibration,1.92,2023-06-07 02:51:22
VI6197,F0226,Vibration,0.34,2023-06-07 02:25:30
AI8778,F0226,Air Pressure,97.82,2023-06-07 02:45:35
AI6104,F0226,Air Pressure,109.44,2023-06-07 02:34:46
AI7129,F0226,Air Pressure,97.69,2023-06-07 03:36:29
AI6380,F0226,Airspeed,361.01,2023-06-07 01:06:00
AI6497,F0226,Airspeed,300.35,2023-06-07 01:47:54
AI6375,F0226,Airspeed,369.89,2023-06-07 01:29:27
EN8927,F0227,Engine Temperature,662.29,2023-09-16 15:50:54
FU2408,F0227,Fuel Level,77.87,2023-09-16 12:59:28
FU2658,F0227,Fuel Level,96.32,2023-09-16 15:50:37
VI3923,F0227,Vibration,3.47,2023-09-16 12:10:14
VI6151,F0227,Vibration,3.95,2023-09-16 12:30:57
AI7739,F0227,Air Pressure,103.69,2023-09-16 15:24:27
AI4614,F0227,Airspeed,362.77,2023-09-16 13:53:09
AI2078,F0227,Airspeed,513.82,2023-09-16 12:38:44
EN2608,F0229,Engine Temperature,556.72,2023-06-26 06:48:21
FU1228,F0229,Fuel Level,62.57,2023-06-26 05:37:19
FU7371,F0229,Fuel Level,37.89,2023-06-26 05:23:36
FU7544,F0229,Fuel Level,29.5,2023-06-26 05:48:41
VI2957,F0229,Vibration,1.85,2023-06-26 07:06:02
VI7719,F0229,Vibration,0.82,2023-06-26 06:34:56
AI9692,F0229,Air Pressure,105.05,2023-06-26 06:59:53
AI2743,F0229,Air Pressure,107.12,2023-06-26 05:43:57
AI2139,F0229,Airspeed,513.04,2023-06-26 05:06:44
AI7977,F0229,Airspeed,453.47,2023-06-26 06:00:41
AI5761,F0229,Airspeed,482.3,2023-06-26 06:46:13
EN9139,F0230,Engine Temperature,519.12,2023-02-19 21:18:02
EN1435,F0230,Engine Temperature,693.73,2023-02-19 19:21:06
FU7449,F0230,Fuel Level,73.27,2023-02-19 21:26:42
FU7253,F0230,Fuel Level,79.51,2023-02-19 20:56:38
FU8808,F0230,Fuel Level,64.9,2023-02-19 19:44:45
VI5677,F0230,Vibration,,2023-02-19 20:57:29
VI1996,F0230,Vibration,2.65,2023-02-19 21:32:33
VI3919,F0230,Vibration,2.15,2023-02-19 20:49:41
AI1940,F0230,Air Pressure,91.33,2023-02-19 21:22:31
AI7171,F0230,Airspeed,420.93,2023-02-19 18:42:44
AI8941,F0230,Airspeed,455.13,2023-02-19 19:20:40
AI4332,F0230,Airspeed,334.24,2023-02-19 18:56:53
EN1293,F0231,Engine Temperature,559.09,2023-02-04 19:29:44
FU6407,F0231,Fuel Level,98.86,2023-02-04 19:56:33
FU2543,F0231,Fuel Level,42.47,2023-02-04 19:14:11
VI8973,F0231,Vibration,4.5,2023-02-04 19:26:08
VI9708,F0231,Vibration,4.54,2023-02-04 19:15:06
AI3836,F0231,Air Pressure,92.01,2023-02-04 20:02:06
AI1479,F0231,Airspeed,514.42,2023-02-04 19:58:41
EN9644,F0232,Engine Temperature,551.79,2023-03-19 02:40:41
EN1194,F0232,Engine Temperature,,2023-03-19 02:54:55
EN9842,F0232,Engine Temperature,623.6,2023-03-19 05:01:29
FU7103,F0232,Fuel Level,77.62,2023-03-19 04:32:28
FU8220,F0232,Fuel Level,64.94,2023-03-19 02:01:50
FU3722,F0232,Fuel Level,36.06,2023-03-19 01:59:15
VI2138,F0232,Vibration,,2023-03-19 04:07:53
VI3626,F0232,Vibration,3.27,2023-03-19 04:04:02
VI7532,F0232,Vibration,1.4,2023-03-19 03:16:31
AI9201,F0232,Air Pressure,103.84,2023-03-19 04:37:00
AI9572,F0232,Air Pressure,108.77,2023-03-19 01:56:38
AI2920,F0232,Airspeed,555.92,2023-03-19 04:20:34
EN4778,F0233,Engine Temperature,658.46,2023-03-17 23:31:18
EN7220,F0233,Engine Temperature,571.29,2023-03-17 22:28:30
EN8446,F0233,Engine Temperature,,2023-03-17 22:05:02
FU2276,F0233,Fuel Level,94.21,2023-03-17 21:40:05
FU5110,F0233,Fuel Level,59.73,2023-03-17 22:06:15
FU4253,F0233,Fuel Level,57.08,2023-03-17 21:32:00
VI6803,F0233,Vibration,4.93,2023-03-18 01:51:21
AI2790,F0233,Air Pressure,107.86,2023-03-18 01:49:37
AI8513,F0233,Air Pressure,107.42,2023-03-18 00:57:24
AI4963,F0233,Air Pressure,94.48,2023-03-18 01:14:55
AI7107,F0233,Airspeed,341.4,2023-03-18 01:40:44
AI6572,F0233,Airspeed,460.17,2023-03-18 02:03:17
EN7797,F0234,Engine Temperature,668.52,2023-11-15 06:01:21
EN3805,F0234,Engine Temperature,692.47,2023-11-15 04:38:12
FU6602,F0234,Fuel Level,20.2,2023-11-15 06:38:32
FU3434,F0234,Fuel Level,96.51,2023-11-15 05:12:55
VI6755,F0234,Vibration,0.5,2023-11-15 04:07:06
VI3027,F0234,Vibration,2.53,2023-11-15 03:38:58
VI3555,F0234,Vibration,,2023-11-15 03:32:14
AI2295,F0234,Air Pressure,108.85,2023-11-15 07:39:19
AI5862,F0234,Airspeed,460.46,2023-11-15 06:09:30
AI9029,F0234,Airspeed,585.79,2023-11-15 06:47:29
EN2246,F0235,Engine Temperature,548.39,2023-12-20 07:44:20
FU2877,F0235,Fuel Level,61.11,2023-12-20 05:22:38
VI2844,F0235,Vibration,1.41,2023-12-20 06:53:32
VI5449,F0235,Vibration,1.18,2023-12-20 07:22:48
VI6854,F0235,Vibration,3.92,2023-12-20 08:01:12
AI2358,F0235,Air Pressure,101.91,2023-12-20 05:42:11
AI6517,F0235,Air Pressure,105.49,2023-12-20 06:21:27
AI6222,F0235,Airspeed,320.92,2023-12-20 05:19:38
AI7148,F0235,Airspeed,391.77,2023-12-20 07:18:17
AI4923,F0235,Airspeed,584.78,2023-12-20 06:15:19
EN9182,F0236,Engine Temperature,612.78,2023-02-18 04:48:28
FU7444,F0236,Fuel Level,77.05,2023-02-18 05:30:32
VI5484,F0236,Vibration,1.09,2023-02-18 05:21:54
AI1213,F0236,Air Pressure,104.52,2023-02-18 07:26:22
AI9831,F0236,Airspeed,307.19,2023-02-18 06:54:56
EN9877,F0237,Engine Temperature,507.28,2023-10-27 14:58:30
EN8303,F0237,Engine Temperature,626.53,2023-10-27 15:11:19
EN2614,F0237,Engine Temperature,550.33,2023-10-27 14:59:08
FU5450,F0237,Fuel Level,70.19,2023-10-27 14:44:15
VI7292,F0237,Vibration,2.48,2023-10-27 15:03:49
VI6156,F0237,Vibration,4.39,2023-10-27 15:10:54
AI6405,F0237,Air Pressure,107.41,2023-10-27 15:19:59
AI4571,F0237,Air Pressure,102.52,2023-10-27 14:52:03
AI9021,F0237,Airspeed,311.42,2023-10-27 14:46:12
AI3675,F0237,Airspeed,420.01,2023-10-27 15:27:47
AI2842,F0237,Airspeed,440.63,2023-10-27 14:58:08
EN8484,F0238,Engine Temperature,544.62,2023-03-17 04:58:16
EN1778,F0238,Engine Temperature,574.9,2023-03-17 04:54:42
FU1856,F0238,Fuel Level,26.33,2023-03-17 03:01:17
VI7564,F0238,Vibration,2.21,2023-03-17 03:33:08
VI2035,F0238,Vibration,3.74,2023-03-17 03:09:05
VI2328,F0238,Vibration,0.29,2023-03-17 04:32:46
AI6434,F0238,Air Pressure,91.88,2023-03-17 02:09:52
AI9216,F0238,Air Pressure,107.46,2023-03-17 04:41:20
AI1409,F0238,Airspeed,573.15,2023-03-17 04:11:57
AI4179,F0238,Airspeed,333.88,2023-03-17 03:35:58
EN7715,F0239,Engine Temperature,640.65,2023-06-11 05:53:40
FU3353,F0239,Fuel Level,20.86,2023-06-11 06:52:02
FU3684,F0239,Fuel Level,53.67,2023-06-11 05:59:34
FU6873,F0239,Fuel Level,75.1,2023-06-11 06:59:55
VI8118,F0239,Vibration,1.37,2023-06-11 06:25:43
VI2286,F0239,Vibration,1.04,2023-06-11 05:40:18
VI7128,F0239,Vibration,1.37,2023-06-11 06:01:40
AI3357,F0239,Air Pressure,93.92,2023-06-11 06:23:43
AI4306,F0239,Air Pressure,99.58,2023-06-11 07:12:16
AI8071,F0239,Airspeed,335.13,2023-06-11 06:12:31
EN9865,F0241,Engine Temperature,523.02,2023-09-12 13:46:28
EN8923,F0241,Engine Temperature,583.24,2023-09-12 12:56:47
FU6515,F0241,Fuel Level,59.12,2023-09-12 13:43:47
FU4001,F0241,Fuel Level,29.58,2023-09-12 13:40:14
VI6288,F0241,Vibration,3.53,2023-09-12 13:03:35
VI4210,F0241,Vibration,4.41,2023-09-12 13:46:02
VI7008,F0241,Vibration,3.6,2023-09-12 13:30:36
AI7902,F0241,Air Pressure,96.22,2023-09-12 13:15:55
AI9426,F0241,Air Pressure,106.11,2023-09-12 13:32:57
AI1474,F0241,Airspeed,400.12,2023-09-12 13:33:23
EN1604,F0242,Engine Temperature,561.03,2023-10-26 09:29:55
EN6542,F0242,Engine Temperature,540.96,2023-10-26 08:16:35
EN2934,F0242,Engine Temperature,653.2,2023-10-26 10:37:45
FU6353,F0242,Fuel Level,28.29,2023-10-26 09:55:16
FU8703,F0242,Fuel Level,31.43,2023-10-26 09:22:21
FU6051,F0242,Fuel Level,26.02,2023-10-26 09:04:08
VI8279,F0242,Vibration,,2023-10-26 08:11:46
AI3231,F0242,Air Pressure,98.88,2023-10-26 12:47:08
AI1485,F0242,Airspeed,339.53,2023-10-26 07:52:10
EN9129,F0243,Engine Temperature,697.05,2023-10-20 07:28:03
EN5451,F0243,Engine Temperature,627.54,2023-10-20 06:15:50
EN7295,F0243,Engine Temperature,605.86,2023-10-20 07:50:24
FU4410,F0243,Fuel Level,38.85,2023-10-20 07:25:14
VI6715,F0243,Vibration,3.98,2023-10-20 04:58:16
VI3509,F0243,Vibration,4.77,2023-10-20 05:32:10
AI9981,F0243,Air Pressure,103.92,2023-10-20 08:20:48
AI7174,F0243,Air Pressure,104.44,2023-10-20 07:34:42
AI2644,F0243,Air Pressure,,2023-10-20 06:09:00
AI7253,F0243,Airspeed,462.32,2023-10-20 06:43:17
EN7865,F0244,Engine Temperature,562.63,2023-03-27 14:20:22
EN5361,F0244,Engine Temperature,577.55,2023-03-27 13:46:42
FU8677,F0244,Fuel Level,23.02,2023-03-27 14:16:38
FU3097,F0244,Fuel Level,47.8,2023-03-27 14:12:58
FU7180,F0244,Fuel Level,62.92,2023-03-27 14:02:17
VI7589,F0244,Vibration,2.08,2023-03-27 14:25:13
VI6190,F0244,Vibration,2.11,2023-03-27 14:11:18
VI9453,F0244,Vibration,1.95,2023-03-27 14:12:35
AI5298,F0244,Air Pressure,101.54,2023-03-27 14:20:28
AI3923,F0244,Airspeed,446.09,2023-03-27 13:44:33
EN2376,F0245,Engine Temperature,643.59,2023-10-05 03:01:07
EN9502,F0245,Engine Temperature,549.74,2023-10-05 02:58:23
FU4936,F0245,Fuel Level,40.64,2023-10-05 01:07:07
FU8797,F0245,Fuel Level,23.9,2023-10-05 02:09:10
VI6740,F0245,Vibration,4.89,2023-10-05 03:09:00
VI5383,F0245,Vibration,1.95,2023-10-05 03:30:40
AI8689,F0245,Air Pressure,103.75,2023-10-05 02:16:53
AI6560,F0245,Air Pressure,107.91,2023-10-05 00:52:20
AI5020,F0245,Airspeed,515.84,2023-10-05 02:06:15
AI5933,F0245,Airspeed,428.0,2023-10-04 23:48:16
EN6594,F0246,Engine Temperature,658.0,2023-10-07 21:58:12
EN4678,F0246,Engine Temperature,563.51,2023-10-07 21:39:15
FU3186,F0246,Fuel Level,67.18,2023-10-07 22:14:32
FU1055,F0246,Fuel Level,97.69,2023-10-07 21:59:44
VI7931,F0246,Vibration,0.87,2023-10-07 22:10:50
VI3825,F0246,Vibration,3.64,2023-10-07 21:53:16
AI7256,F0246,Air Pressure,107.02,2023-10-07 21:49:07
AI4329,F0246,Air Pressure,104.02,2023-10-07 22:16:47
AI5910,F0246,Air Pressure,101.18,2023-10-07 21:50:02
AI9405,F0246,Airspeed,481.69,2023-10-07 21:26:29
EN9193,F0247,Engine Temperature,666.54,2023-05-19 11:27:44
FU7106,F0247,Fuel Level,50.65,2023-05-19 11:54:03
VI1446,F0247,Vibration,0.94,2023-05-19 11:57:58
VI3429,F0247,Vibration,2.56,2023-05-19 12:39:39
AI8639,F0247,Air Pressure,95.6,2023-05-19 12:05:30
AI6472,F0247,Air Pressure,109.36,2023-05-19 11:34:22
AI3634,F0247,Airspeed,418.27,2023-05-19 12:40:38
EN1243,F0248,Engine Temperature,,2023-11-21 03:07:09
FU9787,F0248,Fuel Level,91.33,2023-11-21 02:55:32
FU7594,F0248,Fuel Level,34.15,2023-11-21 03:43:11
VI5560,F0248,Vibration,4.35,2023-11-21 03:34:59
VI2612,F0248,Vibration,1.34,2023-11-21 02:58:47
AI3589,F0248,Air Pressure,97.53,2023-11-21 04:12:02
AI7525,F0248,Air Pressure,97.96,2023-11-21 03:51:02
AI6047,F0248,Air Pressure,98.82,2023-11-21 03:23:49
AI4056,F0248,Airspeed,377.43,2023-11-21 04:35:46
AI7515,F0248,Airspeed,521.73,2023-11-21 03:45:37
EN6902,F0249,Engine Temperature,584.94,2023-12-26 12:45:16
EN9175,F0249,Engine Temperature,592.51,2023-12-26 11:46:40
EN5639,F0249,Engine Temperature,653.7,2023-12-26 12:27:48
FU9981,F0249,Fuel Level,27.63,2023-12-26 12:57:53
FU2473,F0249,Fuel Level,81.87,2023-12-26 14:12:41
VI8694,F0249,Vibration,4.28,2023-12-26 12:52:03
VI9843,F0249,Vibration,2.66,2023-12-26 12:53:33
VI9755,F0249,Vibration,2.73,2023-12-26 12:59:02
AI8345,F0249,Air Pressure,95.22,2023-12-26 13:21:54
AI1145,F0249,Air Pressure,105.64,2023-12-26 13:58:06
AI2969,F0249,Air Pressure,93.07,2023-12-26 13:32:54
AI9010,F0249,Airspeed,,2023-12-26 12:14:01
AI4151,F0249,Airspeed,592.7,2023-12-26 11:39:44
AI1147,F0249,Airspeed,597.72,2023-12-26 12:09:00
EN9536,F0250,Engine Temperature,605.98,2023-01-18 08:06:53
EN8922,F0250,Engine Temperature,537.81,2023-01-18 05:40:06
EN6361,F0250,Engine Temperature,601.49,2023-01-18 04:13:11
FU2111,F0250,Fuel Level,30.11,2023-01-18 04:37:07
FU6637,F0250,Fuel Level,,2023-01-18 07:54:48
FU5127,F0250,Fuel Level,,2023-01-18 05:35:46
VI9352,F0250,Vibration,4.3,2023-01-18 03:58:14
VI5699,F0250,Vibration,1.34,2023-01-18 03:49:15
AI8006,F0250,Air Pressure,109.96,2023-01-18 08:19:22
AI8831,F0250,Air Pressure,90.15,2023-01-18 06:34:30
AI5447,F0250,Airspeed,487.98,2023-01-18 06:18:03
EN4007,F0251,Engine Temperature,591.7,2023-11-20 14:17:20
FU8127,F0251,Fuel Level,89.97,2023-11-20 10:13:06
FU7763,F0251,Fuel Level,38.97,2023-11-20 13:23:42
FU1694,F0251,Fuel Level,91.72,2023-11-20 14:34:57
VI7201,F0251,Vibration,,2023-11-20 15:02:42
VI2767,F0251,Vibration,0.04,2023-11-20 14:50:20
VI7059,F0251,Vibration,0.93,2023-11-20 12:06:05
AI4841,F0251,Air Pressure,95.22,2023-11-20 10:13:19
AI9218,F0251,Air Pressure,102.0,2023-11-20 11:03:55
AI6263,F0251,Airspeed,342.17,2023-11-20 12:11:15
EN8998,F0252,Engine Temperature,,2023-11-13 08:47:40
FU2795,F0252,Fuel Level,72.65,2023-11-13 08:13:51
FU2038,F0252,Fuel Level,99.48,2023-11-13 08:13:03
FU7884,F0252,Fuel Level,25.92,2023-11-13 08:05:46
VI9865,F0252,Vibration,1.49,2023-11-13 09:16:02
VI6899,F0252,Vibration,1.59,2023-11-13 08:09:29
AI7916,F0252,Air Pressure,105.97,2023-11-13 08:01:23
AI7765,F0252,Air Pressure,103.55,2023-11-13 08:18:02
AI9290,F0252,Airspeed,414.85,2023-11-13 08:30:33
AI4826,F0252,Airspeed,340.61,2023-11-13 09:14:42
EN3585,F0253,Engine Temperature,514.86,2023-02-03 07:51:41
EN2256,F0253,Engine Temperature,620.12,2023-02-03 08:09:47
EN7045,F0253,Engine Temperature,561.17,2023-02-03 09:13:22
FU2174,F0253,Fuel Level,81.96,2023-02-03 05:46:15
FU2286,F0253,Fuel Level,78.29,2023-02-03 07:00:42
VI8855,F0253,Vibration,4.0,2023-02-03 07:57:21
AI5133,F0253,Air Pressure,99.81,2023-02-03 05:59:07
AI1934,F0253,Air Pressure,,2023-02-03 09:15:53
AI3631,F0253,Airspeed,,2023-02-03 06:00:54
EN3676,F0254,Engine Temperature,685.07,2023-09-01 11:11:33
EN4826,F0254,Engine Temperature,655.38,2023-09-01 10:29:51
FU8508,F0254,Fuel Level,56.04,2023-09-01 10:41:37
FU4375,F0254,Fuel Level,54.93,2023-09-01 10:07:11
VI4885,F0254,Vibration,1.25,2023-09-01 11:16:31
VI2104,F0254,Vibration,1.05,2023-09-01 11:04:43
AI7819,F0254,Air Pressure,100.95,2023-09-01 10:52:04
AI3473,F0254,Airspeed,393.77,2023-09-01 09:51:22
EN7466,F0255,Engine Temperature,569.59,2023-01-01 14:14:25
FU7183,F0255,Fuel Level,21.41,2023-01-01 14:25:06
FU6439,F0255,Fuel Level,,2023-01-01 14:54:04
FU9262,F0255,Fuel Level,93.69,2023-01-01 15:04:19
VI1162,F0255,Vibration,,2023-01-01 14:26:24
VI8412,F0255,Vibration,0.2,2023-01-01 14:41:24
VI5693,F0255,Vibration,4.44,2023-01-01 14:58:52
AI1502,F0255,Air Pressure,105.93,2023-01-01 14:26:49
AI2502,F0255,Airspeed,498.34,2023-01-01 15:11:23
EN9945,F0256,Engine Temperature,553.61,2023-09-03 12:27:05
FU3034,F0256,Fuel Level,99.85,2023-09-03 11:53:25
FU4876,F0256,Fuel Level,82.24,2023-09-03 12:02:14
VI9864,F0256,Vibration,1.53,2023-09-03 11:22:00
AI5300,F0256,Air Pressure,105.31,2023-09-03 11:46:10
AI6325,F0256,Air Pressure,97.98,2023-09-03 11:03:43
AI9217,F0256,Airspeed,570.22,2023-09-03 11:53:44
AI9999,F0256,Airspeed,568.36,2023-09-03 12:21:10
AI2728,F0256,Airspeed,311.05,2023-09-03 12:25:22
EN4721,F0257,Engine Temperature,515.16,2023-04-30 08:54:36
EN9502,F0257,Engine Temperature,597.77,2023-04-30 12:22:13
EN4151,F0257,Engine Temperature,533.1,2023-04-30 11:59:54
FU8818,F0257,Fuel Level,26.85,2023-04-30 11:45:12
VI1889,F0257,Vibration,2.88,2023-04-30 10:30:27
VI7909,F0257,Vibration,4.57,2023-04-30 10:36:23
VI1910,F0257,Vibration,3.81,2023-04-30 09:08:20
AI5302,F0257,Air Pressure,97.7,2023-04-30 10:09:11
AI6943,F0257,Air Pressure,103.18,2023-04-30 11:15:43
AI1234,F0257,Airspeed,530.26,2023-04-30 12:30:43
AI1449,F0257,Airspeed,331.07,2023-04-30 11:17:56
AI1661,F0257,Airspeed,575.77,2023-04-30 09:38:14
EN8391,F0258,Engine Temperature,554.92,2023-08-23 21:42:04
EN6435,F0258,Engine Temperature,602.85,2023-08-23 20:56:23
FU1398,F0258,Fuel Level,57.74,2023-08-23 21:02:09
FU3711,F0258,Fuel Level,72.61,2023-08-23 19:18:43
VI7968,F0258,Vibration,3.6,2023-08-23 21:43:50
VI2994,F0258,Vibration,0.28,2023-08-23 19:37:05
AI9717,F0258,Air Pressure,105.92,2023-08-23 20:59:04
AI7864,F0258,Air Pressure,96.2,2023-08-23 19:27:59
AI9977,F0258,Airspeed,363.97,2023-08-23 20:03:55
EN4474,F0259,Engine Temperature,540.45,2023-09-07 08:13:44
FU5197,F0259,Fuel Level,90.35,2023-09-07 06:00:27
FU4012,F0259,Fuel Level,74.76,2023-09-07 07:50:39
FU6213,F0259,Fuel Level,67.59,2023-09-07 07:45:35
VI4794,F0259,Vibration,2.82,2023-09-07 07:21:09
VI5145,F0259,Vibration,0.17,2023-09-07 08:19:57
AI1136,F0259,Air Pressure,90.07,2023-09-07 08:42:50
AI6569,F0259,Airspeed,328.53,2023-09-07 09:23:26
AI3189,F0259,Airspeed,353.81,2023-09-07 06:16:12
AI1818,F0259,Airspeed,557.2,2023-09-07 06:07:00
EN9303,F0260,Engine Temperature,690.59,2023-05-05 16:55:05
FU1698,F0260,Fuel Level,44.46,2023-05-05 16:27:34
FU2441,F0260,Fuel Level,85.78,2023-05-05 17:05:41
FU8056,F0260,Fuel Level,65.78,2023-05-05 16:22:13
VI7595,F0260,Vibration,3.13,2023-05-05 17:34:38
VI5166,F0260,Vibration,,2023-05-05 16:41:33
AI4099,F0260,Air Pressure,99.81,2023-05-05 17:53:40
AI6094,F0260,Airspeed,436.97,2023-05-05 15:57:30
AI5225,F0260,Airspeed,329.0,2023-05-05 16:01:36
AI9689,F0260,Airspeed,,2023-05-05 16:02:50
EN9473,F0261,Engine Temperature,542.58,2023-10-31 20:47:39
EN6086,F0261,Engine Temperature,649.76,2023-10-31 20:40:59
EN1603,F0261,Engine Temperature,505.67,2023-10-31 21:13:48
FU8082,F0261,Fuel Level,47.59,2023-10-31 22:15:36
FU6880,F0261,Fuel Level,76.7,2023-10-31 22:31:16
VI3813,F0261,Vibration,4.67,2023-10-31 20:30:55
VI2150,F0261,Vibration,1.08,2023-10-31 21:01:51
AI1105,F0261,Air Pressure,101.06,2023-10-31 20:12:27
AI6872,F0261,Air Pressure,92.98,2023-10-31 21:18:51
AI3311,F0261,Air Pressure,94.66,2023-10-31 21:18:38
AI3459,F0261,Airspeed,316.18,2023-10-31 22:55:03
EN2153,F0262,Engine Temperature,612.2,2023-05-27 14:01:42
EN6324,F0262,Engine Temperature,606.86,2023-05-27 12:59:32
EN1826,F0262,Engine Temperature,613.21,2023-05-27 13:37:36
FU7951,F0262,Fuel Level,29.98,2023-05-27 12:20:21
VI8635,F0262,Vibration,3.21,2023-05-27 12:28:09
VI7038,F0262,Vibration,3.65,2023-05-27 13:19:55
AI1772,F0262,Air Pressure,106.47,2023-05-27 13:40:31
AI2380,F0262,Air Pressure,94.9,2023-05-27 12:37:03
AI4361,F0262,Airspeed,533.13,2023-05-27 12:59:24
AI6443,F0262,Airspeed,459.88,2023-05-27 12:23:35
AI3293,F0262,Airspeed,371.32,2023-05-27 13:39:05
EN1829,F0263,Engine Temperature,520.94,2023-09-11 23:48:44
EN9107,F0263,Engine Temperature,620.36,2023-09-11 23:47:51
FU2381,F0263,Fuel Level,44.63,2023-09-11 23:11:47
FU7930,F0263,Fuel Level,34.34,2023-09-12 00:02:50
FU6394,F0263,Fuel Level,68.15,2023-09-11 23:12:13
VI9152,F0263,Vibration,1.92,2023-09-11 23:51:47
VI5789,F0263,Vibration,3.92,2023-09-12 00:04:30
VI2910,F0263,Vibration,1.86,2023-09-11 23:50:42
AI2795,F0263,Air Pressure,97.36,2023-09-11 23:48:17
AI7085,F0263,Air Pressure,92.31,2023-09-11 23:46:19
AI9603,F0263,Air Pressure,96.85,2023-09-11 23:22:42
AI8892,F0263,Airspeed,411.75,2023-09-11 23:57:24
AI3501,F0263,Airspeed,363.54,2023-09-11 23:09:02
EN8311,F0264,Engine Temperature,538.38,2023-08-19 13:14:13
EN5832,F0264,Engine Temperature,524.22,2023-08-19 12:48:44
EN2691,F0264,Engine Temperature,578.26,2023-08-19 13:03:32
FU1819,F0264,Fuel Level,28.98,2023-08-19 10:41:50
VI9611,F0264,Vibration,2.02,2023-08-19 13:06:23
AI6593,F0264,Air Pressure,96.86,2023-08-19 10:40:25
AI2862,F0264,Air Pressure,102.04,2023-08-19 12:35:53
AI1947,F0264,Airspeed,317.55,2023-08-19 10:04:40
AI9576,F0264,Airspeed,574.05,2023-08-19 11:32:04
AI8517,F0264,Airspeed,466.48,2023-08-19 10:45:43
EN5823,F0265,Engine Temperature,609.54,2023-12-15 01:59:34
EN4053,F0265,Engine Temperature,556.98,2023-12-15 04:29:12
EN2355,F0265,Engine Temperature,573.04,2023-12-15 04:13:12
FU8479,F0265,Fuel Level,66.16,2023-12-15 05:18:41
VI3151,F0265,Vibration,1.21,2023-12-15 01:37:28
AI4125,F0265,Air Pressure,91.67,2023-12-15 01:39:28
AI5322,F0265,Air Pressure,98.05,2023-12-15 04:39:50
AI1516,F0265,Airspeed,334.05,2023-12-15 01:09:56
AI5753,F0265,Airspeed,319.52,2023-12-15 05:42:42
EN5046,F0266,Engine Temperature,628.78,2023-02-04 17:27:41
EN5169,F0266,Engine Temperature,508.58,2023-02-04 19:51:33
EN2435,F0266,Engine Temperature,584.82,2023-02-04 18:21:55
FU2214,F0266,Fuel Level,84.28,2023-02-04 19:43:36
VI3316,F0266,Vibration,1.53,2023-02-04 19:47:43
VI7645,F0266,Vibration,1.68,2023-02-04 18:10:21
AI5396,F0266,Air Pressure,98.43,2023-02-04 18:23:34
AI9468,F0266,Air Pressure,93.56,2023-02-04 17:44:38
AI8497,F0266,Airspeed,541.24,2023-02-04 18:59:56
AI2213,F0266,Airspeed,579.38,2023-02-04 20:27:14
AI8118,F0266,Airspeed,417.95,2023-02-04 19:17:35
EN3601,F0267,Engine Temperature,543.37,2023-05-23 13:17:36
FU6727,F0267,Fuel Level,66.56,2023-05-23 13:49:50
FU3596,F0267,Fuel Level,49.05,2023-05-23 11:20:31
FU9935,F0267,Fuel Level,,2023-05-23 12:35:46
VI6716,F0267,Vibration,3.64,2023-05-23 12:49:27
AI9558,F0267,Air Pressure,96.0,2023-05-23 12:57:03
AI6231,F0267,Air Pressure,96.66,2023-05-23 12:57:57
AI2110,F0267,Air Pressure,109.04,2023-05-23 13:21:26
AI7780,F0267,Airspeed,307.49,2023-05-23 11:52:28
AI5884,F0267,Airspeed,556.35,2023-05-23 12:39:30
EN2937,F0268,Engine Temperature,,2023-10-17 02:08:12
FU8641,F0268,Fuel Level,87.96,2023-10-17 01:23:34
FU6125,F0268,Fuel Level,36.53,2023-10-17 02:06:41
FU4932,F0268,Fuel Level,80.22,2023-10-17 02:44:03
VI2103,F0268,Vibration,,2023-10-17 01:18:52
VI6411,F0268,Vibration,2.91,2023-10-17 01:48:00
AI8695,F0268,Air Pressure,98.5,2023-10-17 01:22:01
AI9740,F0268,Air Pressure,97.09,2023-10-17 02:45:02
AI2065,F0268,Airspeed,474.71,2023-10-17 02:17:53
EN1252,F0269,Engine Temperature,510.93,2023-01-26 12:16:11
EN6372,F0269,Engine Temperature,589.39,2023-01-26 12:16:05
EN5061,F0269,Engine Temperature,638.74,2023-01-26 11:35:11
FU9253,F0269,Fuel Level,53.11,2023-01-26 12:55:23
FU5541,F0269,Fuel Level,75.66,2023-01-26 11:31:06
FU8193,F0269,Fuel Level,21.21,2023-01-26 11:49:57
VI7513,F0269,Vibration,4.17,2023-01-26 12:02:20
AI4697,F0269,Air Pressure,109.52,2023-01-26 11:20:37
AI3380,F0269,Air Pressure,92.64,2023-01-26 11:11:16
AI6168,F0269,Airspeed,599.08,2023-01-26 11:25:38
AI9018,F0269,Airspeed,514.59,2023-01-26 12:35:50
EN2039,F0270,Engine Temperature,574.02,2023-04-29 20:53:44
FU8249,F0270,Fuel Level,,2023-04-29 18:33:04
FU4537,F0270,Fuel Level,67.08,2023-04-29 18:20:38
VI3187,F0270,Vibration,3.38,2023-04-29 17:50:43
VI4752,F0270,Vibration,4.43,2023-04-29 19:46:25
VI6306,F0270,Vibration,1.82,2023-04-29 18:50:17
AI9786,F0270,Air Pressure,100.6,2023-04-29 19:32:08
AI4428,F0270,Air Pressure,101.11,2023-04-29 19:56:05
