flight_id,event_time,latitude,longitude,altitude,temperature,wind_speed,weather_condition
F0266,2023-08-30 11:05:01,40.1362,-76.9559,24098.55,-2.5,129.6,Sunny
F0266,2023-08-30 11:31:20,47.8988,-122.8863,24487.72,1.7,21.0,Rain
F0266,2023-08-30 15:23:44,32.6578,-104.2892,25568.3,-14.3,90.7,Cloudy
F0266,2023-08-30 14:15:47,33.5078,-93.9642,12786.4,27.5,33.8,Clear
F0267,2023-03-05 16:41:00,40.0878,-71.8491,15740.91,10.9,,Storm
F0267,2023-03-05 16:15:02,47.459,-64.6233,4782.49,25.4,69.2,Rain
F0267,2023-03-05 16:05:41,32.0051,-62.0347,29655.73,21.9,132.5,Storm
F0267,2023-03-05 17:49:18,45.0036,-124.4163,27688.02,24.8,141.0,Storm
F0268,2023-01-21 13:26:10,24.3299,-113.6159,9716.82,-0.8,34.1,Clear
F0268,2023-01-21 13:46:21,27.8808,-101.8464,11438.54,0.1,59.2,Sunny
F0268,2023-01-21 10:04:40,50.112,-94.672,6067.12,24.0,142.2,Rain
F0268,2023-01-21 11:10:42,50.3616,-110.703,23456.88,-17.4,103.5,Rain
F0269,2023-04-30 02:10:24,39.6943,-82.544,30924.35,18.9,74.6,Cloudy
F0269,2023-04-30 00:46:43,49.7919,-65.5269,29689.91,10.5,50.5,Rain
F0269,2023-04-30 01:59:54,57.5723,-87.9749,12263.6,20.7,54.5,Rain
F0269,2023-04-30 02:54:16,47.2079,-83.5707,35067.38,9.5,10.9,Storm
F0269,2023-04-30 01:37:01,53.2478,-99.7394,14838.0,14.1,145.0,Sunny
F0270,2023-05-14 00:32:17,51.5598,-62.0968,19682.25,2.8,97.1,Storm
F0270,2023-05-14 00:56:40,25.648,-105.2727,11776.72,26.9,68.5,Storm
F0270,2023-05-14 00:47:31,47.7528,-124.9418,29332.1,3.9,,Cloudy
F0270,2023-05-13 23:49:01,53.5546,-98.1196,5314.78,12.5,76.7,Storm
F0270,2023-05-14 02:00:50,31.2086,-110.0993,32755.59,10.4,61.1,Storm
F0271,2023-06-02 16:05:58,40.7188,-76.3272,12587.7,8.1,111.6,Sunny
F0271,2023-06-02 16:19:10,50.9414,-64.0291,17923.53,-9.7,37.8,Clear
F0271,2023-06-02 14:56:50,22.0003,-61.8494,33763.44,24.4,,Sunny
F0271,2023-06-02 17:35:40,55.7371,-125.384,38718.05,-14.2,23.1,Cloudy
F0272,2023-12-15 17:01:22,48.8408,-68.5689,21657.53,-0.6,109.7,Storm
F0272,2023-12-15 18:41:18,20.209,-71.1056,15732.66,5.0,73.3,Sunny
F0272,2023-12-15 15:46:29,47.1822,-71.7133,23259.99,8.4,31.1,Clear
F0272,2023-12-15 15:05:18,44.4521,-102.5733,26329.43,-11.0,60.2,Sunny
F0272,2023-12-15 14:54:15,40.1525,-84.9552,34592.26,-17.4,110.1,Sunny
F0273,2023-06-09 19:58:51,58.8883,-82.5653,31882.82,9.2,56.5,Clear
F0273,2023-06-09 19:49:20,47.3833,-118.1417,21660.11,-11.7,17.6,Cloudy
F0273,2023-06-09 19:58:16,32.3068,-92.7525,32119.75,11.5,111.2,Cloudy
F0273,2023-06-09 20:08:25,30.4963,-118.1428,34456.7,13.6,43.6,Rain
F0274,2023-10-06 05:49:28,37.15,-111.27,31044.79,,138.6,Storm
F0274,2023-10-06 05:43:21,29.78,-124.0797,39712.55,-16.5,52.4,Sunny
F0274,2023-10-06 06:19:55,50.3492,-108.345,4713.83,-4.7,1.3,Rain
F0274,2023-10-06 06:20:22,33.0659,-117.4889,39717.3,15.7,76.2,Cloudy
F0274,2023-10-06 06:20:58,26.1113,-68.2137,28375.89,-19.0,39.8,Sunny
F0274,2023-10-06 05:22:08,44.998,-82.5535,27957.34,,111.0,Clear
F0275,2023-06-30 01:59:10,57.5175,-119.574,15245.99,12.0,17.0,Rain
F0275,2023-06-30 02:12:23,41.0686,-85.8798,34473.36,6.0,11.8,Storm
F0275,2023-06-30 02:46:31,48.6625,-69.7327,26391.91,-12.9,38.6,Rain
F0276,2023-11-03 09:27:27,52.1676,-64.021,5678.32,-16.0,0.8,Clear
F0276,2023-11-03 09:05:05,35.6729,-77.2063,20710.69,13.7,12.8,Clear
F0276,2023-11-03 09:17:29,48.5897,-72.1354,23336.81,17.5,33.7,Clear
F0277,2023-03-18 16:54:52,50.4592,-67.3217,10746.5,22.9,135.3,Cloudy
F0277,2023-03-18 20:59:56,51.6919,-97.1565,10795.92,-5.6,114.2,Sunny
F0277,2023-03-18 20:27:27,36.2547,-109.6053,23764.11,29.4,63.9,Rain
F0277,2023-03-18 16:14:07,31.5668,-95.2921,37155.83,-17.0,143.2,Clear
F0277,2023-03-18 19:05:41,52.3439,-75.5893,26438.22,21.4,14.3,Sunny
F0278,2023-12-27 06:26:29,50.4801,-67.2248,7780.21,15.9,100.2,Clear
F0278,2023-12-27 05:40:55,38.9541,-86.4755,18052.98,22.9,10.3,Clear
F0278,2023-12-27 06:45:47,56.8325,-117.8069,30862.28,-18.6,102.8,Storm
F0278,2023-12-27 06:28:49,35.8807,-67.5511,7860.91,3.7,44.4,Storm
F0278,2023-12-27 07:14:37,56.68,-79.5967,36278.54,29.0,127.6,Storm
F0278,2023-12-27 04:59:20,59.9693,-114.8962,25499.04,-19.6,40.4,Storm
F0279,2023-04-23 08:47:00,52.8189,-110.3843,15300.1,13.5,134.2,Sunny
F0279,2023-04-23 10:14:21,26.682,-79.1277,34984.93,-13.6,86.5,Clear
F0279,2023-04-23 12:08:21,44.834,-111.0326,29287.9,-17.0,54.0,Storm
F0279,2023-04-23 12:21:12,48.4105,-104.9448,36384.43,27.1,56.0,Rain
F0280,2023-01-26 10:20:03,46.2285,-113.1921,19995.15,-11.1,25.5,Clear
F0280,2023-01-26 10:34:24,24.9136,-104.078,7410.56,4.7,87.0,Storm
F0280,2023-01-26 09:50:40,44.4699,-129.5574,36806.89,29.3,117.6,Cloudy
F0280,2023-01-26 09:09:20,50.6895,-73.7653,14558.43,-7.6,127.0,Clear
F0280,2023-01-26 09:32:13,48.5262,-124.0907,5128.01,,25.8,Storm
F0281,2023-05-19 13:21:32,55.9397,-107.21,24367.64,-18.2,93.6,Cloudy
F0281,2023-05-19 13:43:39,27.5574,-112.8027,31863.01,-0.6,28.7,Clear
F0281,2023-05-19 14:18:13,52.2249,-89.4651,5657.19,20.8,91.9,Cloudy
F0281,2023-05-19 13:57:01,34.6617,-63.0468,35148.41,22.4,127.8,Storm
F0282,2023-03-16 22:32:48,53.5474,-108.6302,8826.63,-15.2,134.3,Storm
F0282,2023-03-16 23:11:34,49.488,-89.763,22356.19,-3.0,122.1,Clear
F0282,2023-03-16 22:09:31,48.303,-82.5959,27836.91,-16.2,89.4,Sunny
F0282,2023-03-16 22:02:40,41.0355,-78.6692,3795.2,-2.8,61.2,Storm
F0282,2023-03-16 22:25:11,50.5196,-89.4311,21837.26,-12.5,79.8,Storm
F0282,2023-03-16 22:07:15,51.4679,-66.2748,16681.73,6.3,118.0,Sunny
F0283,2023-05-28 22:37:18,25.2322,-84.8748,31238.59,14.9,83.1,Cloudy
F0283,2023-05-28 23:12:37,38.498,-123.1707,38399.65,12.6,71.7,Rain
F0283,2023-05-29 01:08:08,33.3639,-100.6922,15183.82,-5.3,144.0,Cloudy
F0283,2023-05-29 00:53:03,42.5603,-62.6265,25520.96,5.9,98.9,Rain
F0284,2023-07-02 13:14:08,31.5837,-62.0613,15209.13,-3.8,69.0,Sunny
F0284,2023-07-02 13:43:40,41.8311,-117.39,8506.41,19.4,101.8,Rain
F0284,2023-07-02 14:19:51,53.8248,-95.8169,13134.88,18.2,104.1,Clear
F0284,2023-07-02 16:55:58,49.4593,-104.9319,3311.93,0.3,141.2,Rain
F0285,2023-04-05 03:40:28,47.9281,-64.5446,35758.04,18.9,133.8,Rain
F0285,2023-04-05 00:14:08,25.4554,-113.8264,26099.87,-13.9,92.7,Storm
F0285,2023-04-04 22:50:22,30.3423,-79.422,9797.8,0.1,90.1,Rain
F0285,2023-04-04 23:21:56,23.5537,-61.6553,22898.46,-3.6,87.2,Cloudy
F0285,2023-04-05 00:57:52,47.069,-78.1543,6570.12,-8.8,31.5,Storm
F0285,2023-04-05 01:41:00,30.7511,-61.6826,21208.42,-13.4,62.5,Sunny
F0287,2023-11-16 21:57:06,23.4163,-95.7447,31355.92,9.7,119.7,Storm
F0287,2023-11-16 21:01:49,32.2824,-63.2823,8444.92,21.5,85.5,Rain
F0287,2023-11-16 22:53:14,47.1131,-125.8197,12748.11,7.8,17.3,Sunny
F0288,2023-11-12 18:25:18,57.858,-86.9844,36685.4,13.5,90.9,Storm
F0288,2023-11-12 17:22:05,21.6859,-102.0848,32391.7,-14.8,0.4,Rain
F0288,2023-11-12 17:20:17,38.7301,-98.2765,32381.52,8.3,134.6,Sunny
F0288,2023-11-12 19:17:01,29.5088,-104.3788,16132.43,16.6,69.5,Clear
F0289,2023-09-23 08:48:39,50.8617,-105.5066,26979.6,2.8,59.0,Storm
F0289,2023-09-23 09:02:08,29.1606,-110.9585,25797.07,-1.1,53.4,Cloudy
F0289,2023-09-23 08:37:34,40.3131,-98.4726,8029.98,4.5,,Sunny
F0289,2023-09-23 08:42:43,20.9493,-106.4461,24039.98,-14.9,68.0,Sunny
F0289,2023-09-23 09:28:30,24.1396,-100.4146,22245.67,19.5,148.8,Rain
F0289,2023-09-23 09:08:37,27.7536,-78.9478,10604.95,-17.1,27.9,Clear
F0290,2023-10-02 10:05:51,24.7286,-123.8361,25217.21,17.4,,Clear
F0290,2023-10-02 06:39:53,21.8246,-78.2111,23200.09,,92.7,Clear
F0290,2023-10-02 08:13:28,40.3305,-108.4104,4763.3,3.8,88.2,Cloudy
F0290,2023-10-02 09:48:04,55.1753,-71.3706,20698.14,-2.9,79.4,Cloudy
F0291,2023-12-30 00:40:08,38.5447,-81.0256,37716.09,-6.4,29.6,Cloudy
F0291,2023-12-30 00:55:44,38.5732,-110.5767,38550.18,11.1,98.3,Sunny
F0291,2023-12-30 00:45:52,46.1544,-79.5191,31035.68,-17.6,60.9,Sunny
F0291,2023-12-30 00:58:57,21.9223,-86.5859,8439.45,28.3,29.8,Cloudy
F0292,2023-05-29 19:30:59,28.1734,-79.9,7814.26,8.6,113.6,Clear
F0292,2023-05-29 18:53:35,33.6019,-65.1745,9909.8,-19.6,74.4,Rain
F0292,2023-05-29 20:36:43,46.1785,-72.9523,38197.88,-17.3,135.8,Rain
F0292,2023-05-29 18:46:27,27.7667,-86.9577,12831.76,-15.4,103.3,Storm
F0292,2023-05-29 20:42:45,29.9947,-82.8527,6878.54,12.6,39.4,Sunny
F0293,2023-01-13 01:53:24,52.5121,-72.9339,26079.62,-4.0,53.7,Sunny
F0293,2023-01-13 03:10:27,29.911,-72.6552,20498.76,16.6,83.6,Clear
F0293,2023-01-13 04:05:40,26.2664,-108.9315,19728.08,3.8,12.2,Rain
F0294,2023-04-20 03:59:32,37.1489,-122.7602,7723.36,0.1,29.3,Storm
F0294,2023-04-20 04:17:54,45.6167,-95.19,26423.89,,61.5,Sunny
F0294,2023-04-20 03:53:39,43.1789,-88.5561,4741.04,3.3,62.8,Rain
F0294,2023-04-20 03:46:05,38.203,-98.7623,19201.36,4.8,6.4,Clear
F0295,2023-01-21 05:32:34,28.891,-92.7222,31073.67,6.5,127.9,Cloudy
F0295,2023-01-21 04:54:37,39.343,-126.569,16459.4,-3.5,114.2,Rain
F0295,2023-01-21 05:43:43,37.0325,-87.6726,20833.59,15.8,123.1,Clear
F0295,2023-01-21 05:13:06,25.8616,-74.1026,28030.45,-4.0,118.0,Clear
F0296,2023-01-28 21:29:07,59.3813,-115.6758,20032.62,23.7,143.6,Sunny
F0296,2023-01-28 19:50:38,48.2584,-119.1071,33001.07,-8.3,114.2,Storm
F0296,2023-01-28 22:24:17,46.2629,-110.1324,34959.11,-1.6,146.6,Clear
F0297,2023-08-29 10:57:43,47.9072,-89.904,22501.49,28.5,98.4,Clear
F0297,2023-08-29 09:50:55,29.1425,-100.3274,17257.39,27.1,21.6,Cloudy
F0297,2023-08-29 11:00:55,40.9669,-108.2053,3837.21,-14.6,18.6,Rain
F0297,2023-08-29 10:51:56,50.6638,-123.2197,9372.99,-1.1,133.6,Clear
F0297,2023-08-29 10:31:21,20.4265,-96.4379,7028.36,7.8,86.7,Cloudy
F0298,2023-03-17 00:56:05,53.931,-111.0241,31984.51,17.0,114.2,Sunny
F0298,2023-03-17 01:06:00,34.0208,-121.8862,14870.19,-7.4,106.3,Rain
F0298,2023-03-17 02:26:58,43.8063,-115.8345,29521.88,9.5,121.9,Sunny
F0298,2023-03-17 01:10:10,58.7593,-113.5725,5685.46,-2.3,60.6,Cloudy
F0298,2023-03-17 01:22:03,46.2372,-122.0985,17439.91,-14.3,69.5,Cloudy
F0298,2023-03-17 03:02:11,22.2769,-99.073,19336.1,-19.2,98.4,Rain
F0299,2023-09-21 09:31:56,33.5926,-101.828,18056.94,2.3,59.4,Sunny
F0299,2023-09-21 10:10:43,52.8388,-76.3798,37713.58,-12.8,114.8,Sunny
F0299,2023-09-21 09:15:13,40.7173,-80.2383,18176.02,19.9,48.2,Cloudy
F0299,2023-09-21 10:29:05,33.879,-111.7533,24444.9,15.7,21.4,Sunny
F0299,2023-09-21 09:48:50,50.5868,-89.4863,21420.87,-9.2,61.4,Sunny
F0300,2023-09-05 08:20:00,38.6913,-118.2799,16068.18,23.3,140.0,Cloudy
F0300,2023-09-05 08:13:43,33.3712,-101.8329,34136.37,-16.5,90.1,Clear
F0300,2023-09-05 08:43:38,31.6824,-74.688,4572.13,8.0,132.7,Sunny
F0301,2023-11-03 13:10:35,27.8809,-86.1951,27799.25,8.7,50.7,Cloudy
F0301,2023-11-03 13:11:12,58.3646,-125.6136,8135.72,16.4,58.1,Clear
F0301,2023-11-03 13:57:26,40.5404,-88.8521,3821.99,-12.7,59.3,Storm
F0301,2023-11-03 13:59:43,42.8677,-86.2873,34519.75,23.6,39.7,Clear
F0301,2023-11-03 13:54:40,46.3779,-90.1614,10361.84,29.9,133.5,Cloudy
F0302,2023-10-03 15:01:47,48.4435,-114.2047,33546.37,-4.8,42.2,Clear
F0302,2023-10-03 15:35:12,56.6873,-99.049,13652.31,10.9,,Clear
F0302,2023-10-03 14:35:31,46.8213,-88.2466,26257.01,26.3,21.2,Sunny
F0302,2023-10-03 15:53:32,25.2866,-119.9767,4703.13,-17.1,0.2,Clear
F0302,2023-10-03 15:45:46,45.1686,-77.9085,31161.52,-14.9,126.4,Sunny
F0303,2023-03-14 09:14:40,35.7952,-72.0098,33334.96,25.6,98.0,Clear
F0303,2023-03-14 07:44:38,21.6847,-122.975,16166.54,-6.8,128.2,Cloudy
F0303,2023-03-14 08:55:18,21.6599,-113.8407,34912.88,-8.5,112.9,Clear
F0303,2023-03-14 09:21:46,36.7792,-68.319,11824.09,,42.0,Clear
F0303,2023-03-14 09:27:49,28.8907,-85.5107,27488.7,12.8,73.8,Cloudy
F0303,2023-03-14 09:19:46,24.0457,-94.6798,36751.03,-14.1,31.3,Cloudy
F0304,2023-07-03 03:25:35,54.1661,-73.1403,15603.65,-3.3,77.9,Storm
F0304,2023-07-03 03:23:09,22.6561,-109.475,26256.56,23.9,68.1,Rain
F0304,2023-07-03 04:04:13,45.268,-75.2639,4662.17,-0.8,126.1,Storm
F0305,2023-03-26 14:15:42,54.3405,-76.7171,35622.55,-1.3,40.8,Sunny
F0305,2023-03-26 13:24:08,32.1504,-127.6699,30327.14,4.6,,Cloudy
F0305,2023-03-26 13:33:57,25.7761,-60.4532,36041.63,22.1,135.8,Sunny
F0306,2023-11-29 11:36:25,50.2778,-121.1221,23187.96,-6.5,40.2,Clear
F0306,2023-11-29 10:57:45,56.2116,-82.5069,32324.58,26.6,,Rain
F0306,2023-11-29 11:01:33,53.8002,-66.2124,25362.76,-7.3,27.3,Cloudy
F0306,2023-11-29 12:34:26,28.2708,-71.8858,7073.98,-6.3,149.1,Cloudy
F0307,2023-11-24 03:26:50,28.6064,-62.194,28043.41,12.2,115.5,Clear
F0307,2023-11-24 03:34:39,51.4627,-85.0718,7651.24,28.9,126.7,Sunny
F0307,2023-11-24 04:22:36,45.3626,-94.9198,32836.26,18.7,106.2,Cloudy
F0307,2023-11-24 03:58:32,39.453,-72.8914,37603.25,-19.6,51.9,Rain
F0308,2023-10-18 10:55:25,32.4461,-74.6345,39417.49,-17.3,49.0,Storm
F0308,2023-10-18 10:51:33,46.1189,-101.9362,25824.47,19.4,98.2,Clear
F0308,2023-10-18 09:59:30,28.861,-74.4708,15781.28,-17.2,29.6,Cloudy
F0308,2023-10-18 10:10:51,57.4308,-114.9263,20119.44,-17.0,40.2,Storm
F0308,2023-10-18 11:30:22,27.039,-101.6496,28265.62,,93.7,Rain
F0308,2023-10-18 10:00:22,33.9521,-111.1174,28081.17,-7.3,0.8,Rain
F0309,2023-05-09 19:00:09,46.6901,-89.3761,13482.74,-14.8,99.0,Clear
F0309,2023-05-09 18:36:40,21.6318,-60.8174,28222.9,28.9,69.2,Clear
F0309,2023-05-09 20:39:30,22.5658,-64.7388,20802.8,-2.2,67.2,Rain
F0309,2023-05-09 21:01:39,42.3605,-97.1991,30263.75,9.6,55.8,Cloudy
F0310,2023-05-28 19:18:50,40.575,-108.6225,17797.45,21.3,113.9,Cloudy
F0310,2023-05-28 19:49:45,51.8761,-104.5303,39472.25,17.4,24.2,Cloudy
F0310,2023-05-28 19:09:52,56.2859,-68.5149,12258.96,,21.6,Clear
F0310,2023-05-28 20:49:55,26.266,-84.5433,21259.17,-0.1,40.3,Cloudy
F0310,2023-05-28 17:52:41,29.8818,-72.2973,27720.84,18.7,,Rain
F0311,2023-08-07 17:21:21,36.0925,-81.9381,22901.74,18.1,18.4,Sunny
F0311,2023-08-07 20:21:03,43.1199,-69.0528,21325.15,-19.9,,Cloudy
F0311,2023-08-07 19:34:19,48.7759,-118.6454,36565.8,22.4,141.6,Rain
F0311,2023-08-07 19:34:24,38.0964,-123.7234,7959.4,13.4,24.7,Clear
F0312,2023-06-12 03:56:39,40.3328,-90.6204,35678.65,-0.5,21.0,Sunny
F0312,2023-06-12 05:23:25,43.0013,-116.3729,3254.2,2.8,40.0,Rain
F0312,2023-06-12 05:03:07,22.8356,-83.6227,12202.7,-17.0,32.0,Cloudy
F0312,2023-06-12 05:02:06,51.737,-116.1975,25379.93,,139.5,Clear
F0312,2023-06-12 04:22:18,40.53,-122.8554,27145.44,17.3,68.3,Rain
F0312,2023-06-12 03:51:23,54.1889,-71.9635,29484.56,1.2,84.2,Sunny
F0313,2023-08-12 20:45:23,38.5703,-64.8723,35392.91,-3.2,73.6,Clear
F0313,2023-08-12 21:17:15,32.1825,-75.514,37487.82,9.6,15.6,Clear
F0313,2023-08-12 20:31:18,34.8836,-91.2439,22238.65,23.3,125.3,Clear
F0313,2023-08-12 21:09:28,58.2266,-102.2649,9174.05,25.9,127.9,Sunny
F0313,2023-08-12 21:11:41,53.1121,-65.8249,17464.76,25.8,38.4,Sunny
F0314,2023-03-12 20:18:17,53.6365,-107.6177,8226.32,,68.6,Cloudy
F0314,2023-03-12 18:45:01,21.5813,-68.3228,19901.75,,78.3,Cloudy
F0314,2023-03-12 20:36:26,55.5466,-104.693,6586.1,17.6,108.9,Cloudy
F0314,2023-03-12 21:14:53,42.1709,-93.6743,30311.41,19.6,,Rain
F0314,2023-03-12 18:10:48,55.2713,-60.6971,27590.63,6.2,61.1,Clear
F0314,2023-03-12 19:18:08,23.5887,-110.0721,12185.4,5.7,48.5,Storm
F0315,2023-06-07 13:19:43,47.6224,-78.9095,37255.95,20.2,84.5,Storm
F0315,2023-06-07 13:16:38,30.058,-66.276,30168.73,12.6,52.4,Sunny
F0315,2023-06-07 13:03:01,37.2298,-91.3625,31617.96,-15.3,96.8,Cloudy
F0315,2023-06-07 13:17:19,54.2126,-120.1465,34949.71,,31.2,Sunny
F0315,2023-06-07 13:41:53,33.6939,-114.7337,14082.43,23.7,141.7,Sunny
F0316,2023-03-29 14:49:37,22.931,-92.7643,21572.52,13.8,121.3,Clear
F0316,2023-03-29 14:30:13,42.9503,-77.8982,12671.76,-10.5,141.8,Sunny
F0316,2023-03-29 14:30:05,24.2483,-81.0088,20784.27,17.1,18.3,Clear
F0316,2023-03-29 15:07:48,39.295,-95.4384,17069.42,-12.6,80.6,Storm
F0317,2023-09-12 00:26:08,54.8191,-114.9123,23141.94,22.6,71.3,Storm
F0317,2023-09-12 03:54:29,58.7948,-92.7668,19513.08,-5.7,12.7,Cloudy
F0317,2023-09-12 00:17:05,22.33,-95.6061,27649.36,-17.9,18.5,Cloudy
F0317,2023-09-12 00:52:43,33.2322,-62.2211,38431.54,-18.8,144.5,Storm
F0317,2023-09-12 01:13:56,44.1394,-64.0785,26650.54,-3.0,35.2,Clear
F0318,2023-09-25 22:42:46,31.7731,-116.4984,6630.51,4.3,98.4,Rain
F0318,2023-09-25 23:19:00,43.2973,-88.1426,18453.33,-6.4,37.2,Sunny
F0318,2023-09-26 00:45:15,59.1174,-77.417,24913.49,-12.4,13.1,Storm
F0318,2023-09-25 23:14:52,35.0565,-121.2198,29256.86,-18.0,21.2,Clear
F0318,2023-09-26 00:43:37,39.8134,-96.6384,29279.69,27.8,132.5,Rain
F0318,2023-09-25 22:38:55,47.055,-80.6467,27202.69,18.2,2.6,Clear
F0319,2023-05-26 21:28:01,21.588,-129.0663,24746.02,19.0,,Cloudy
F0319,2023-05-26 21:23:32,41.1203,-74.6896,13555.76,20.7,148.8,Sunny
F0319,2023-05-26 20:34:58,35.7251,-70.3713,17615.79,-8.8,1.5,Cloudy
F0319,2023-05-26 20:35:09,26.0298,-68.0537,37901.48,-8.9,28.9,Cloudy
F0319,2023-05-26 20:39:30,48.2199,-106.5242,21464.39,-4.6,,Clear
F0319,2023-05-26 21:10:06,49.0554,-75.0383,23538.87,17.6,50.5,Sunny
F0320,2023-06-17 01:25:54,57.1074,-128.4495,3514.86,17.7,131.7,Cloudy
F0320,2023-06-17 01:40:53,35.5332,-89.9337,9655.67,12.0,86.9,Sunny
F0320,2023-06-17 00:44:24,59.9827,-94.219,3770.71,-19.2,17.0,Storm
F0320,2023-06-17 00:54:57,28.5254,-117.7027,11425.33,-2.0,17.3,Storm
F0320,2023-06-17 01:31:55,46.0158,-112.6715,11860.99,-16.5,11.8,Cloudy
F0321,2023-05-16 21:10:55,33.1021,-93.0508,29691.11,14.9,95.8,Rain
F0321,2023-05-16 21:20:55,53.0882,-116.344,3861.55,14.7,,Cloudy
F0321,2023-05-16 20:41:00,51.1357,-61.786,19765.45,-18.4,106.5,Clear
F0321,2023-05-16 20:44:29,34.611,-122.4697,39390.14,-14.0,100.2,Clear
F0321,2023-05-16 21:14:47,39.0975,-75.7456,12057.43,-9.6,91.9,Storm
F0322,2023-02-07 19:32:09,30.7807,-65.8053,3020.91,1.9,73.6,Sunny
F0322,2023-02-07 19:09:09,53.4784,-103.7413,33607.71,22.5,67.5,Clear
F0322,2023-02-07 17:59:31,35.6857,-65.4954,33009.12,22.7,25.7,Storm
F0323,2023-07-19 18:37:00,30.2399,-71.8153,24584.08,-6.0,124.7,Sunny
F0323,2023-07-19 18:13:00,28.4202,-87.6628,26732.87,19.8,144.5,Storm
F0323,2023-07-19 18:08:08,30.384,-112.4848,14600.85,-11.5,25.5,Cloudy
F0323,2023-07-19 19:02:39,30.3056,-94.8207,31958.98,-3.8,76.9,Cloudy
F0324,2023-09-16 11:53:20,24.7811,-85.4481,26138.84,16.7,92.7,Clear
F0324,2023-09-16 11:54:25,34.6378,-95.1411,36226.77,-17.9,126.6,Cloudy
F0324,2023-09-16 10:50:31,21.7907,-123.2381,35763.9,-9.4,101.4,Rain
F0325,2023-12-10 12:16:24,20.4216,-70.4904,37018.31,21.7,101.1,Cloudy
F0325,2023-12-10 11:52:42,24.1487,-111.3034,23788.09,-14.7,108.2,Sunny
F0325,2023-12-10 11:34:33,48.4372,-62.5674,9740.75,-17.4,38.5,Clear
F0326,2023-02-05 14:34:03,32.5077,-60.4421,26707.02,5.6,31.8,Sunny
F0326,2023-02-05 14:02:23,35.317,-129.6264,15343.41,-18.8,3.6,Clear
F0326,2023-02-05 15:20:40,24.6422,-123.9862,37328.8,-10.2,88.2,Clear
F0326,2023-02-05 14:26:16,52.2909,-85.3491,10831.4,1.9,88.9,Sunny
F0327,2023-02-24 10:26:59,49.6408,-77.9923,4253.89,-7.6,52.4,Cloudy
F0327,2023-02-24 10:43:12,54.7269,-81.5862,8907.8,6.4,73.0,Storm
F0327,2023-02-24 11:02:06,25.315,-86.5032,18156.8,18.5,106.5,Sunny
F0327,2023-02-24 11:50:32,35.7454,-106.2436,20283.9,-14.6,22.1,Rain
F0327,2023-02-24 11:43:56,54.8616,-75.1133,31495.32,19.6,56.5,Storm
F0327,2023-02-24 11:10:39,30.9221,-124.7291,14526.07,-12.8,,Clear
F0328,2023-12-16 07:42:48,29.5127,-101.9765,24138.87,-20.0,7.4,Sunny
F0328,2023-12-16 08:32:14,32.9976,-84.4454,14695.52,-16.8,120.2,Rain
F0328,2023-12-16 08:10:44,54.6808,-87.2335,14121.64,-1.2,48.9,Sunny
F0328,2023-12-16 07:38:18,58.1851,-128.2147,38842.23,14.3,143.8,Sunny
F0328,2023-12-16 09:14:07,24.3424,-83.557,9709.55,-19.7,143.9,Clear
F0329,2023-12-16 02:22:34,34.2299,-126.8576,14809.38,-2.0,112.9,Sunny
F0329,2023-12-16 01:54:44,22.4817,-80.3926,36557.53,-19.4,,Cloudy
F0329,2023-12-16 02:30:51,54.0607,-74.6423,29470.34,-8.1,65.1,Rain
F0330,2023-12-09 00:38:26,55.204,-100.6478,27530.49,8.9,64.9,Rain
F0330,2023-12-09 00:36:26,39.6427,-97.7049,38813.14,14.6,140.6,Sunny
F0330,2023-12-09 01:13:02,23.0785,-90.8819,6515.27,-18.4,106.0,Clear
F0330,2023-12-09 01:47:00,37.3741,-124.74,36112.53,26.4,,Cloudy
F0330,2023-12-09 00:42:31,53.5997,-114.6071,25778.77,,66.1,Rain
F0331,2023-06-04 06:21:04,33.3935,-86.9153,10662.05,10.0,44.4,Sunny
F0331,2023-06-04 06:51:40,40.2625,-108.8541,10471.51,0.5,105.3,Clear
F0331,2023-06-04 04:25:08,21.1856,-115.366,13819.02,,136.9,Cloudy
F0331,2023-06-04 06:06:11,25.3654,-92.5181,16027.11,11.9,36.4,Clear
F0332,2023-05-29 20:50:11,20.4034,-78.8976,38855.5,-1.0,12.0,Sunny
F0332,2023-05-29 21:23:14,27.4198,-81.4383,37294.51,7.3,133.3,Sunny
F0332,2023-05-29 21:05:07,51.6822,-102.2857,12958.77,9.2,,Cloudy
F0332,2023-05-29 20:32:51,42.8142,-93.9528,7624.37,0.6,113.7,Cloudy
F0332,2023-05-29 19:53:16,46.0921,-60.5243,33584.26,-14.1,104.4,Storm
F0332,2023-05-29 20:40:49,46.7165,-86.0715,29382.07,2.6,24.5,Sunny
F0333,2023-04-14 20:16:57,56.8396,-77.5731,37154.77,28.3,57.9,Sunny
F0333,2023-04-14 19:02:06,43.0941,-88.7862,37620.09,7.5,25.6,Clear
F0333,2023-04-14 20:44:25,38.271,-96.5873,36214.97,5.8,143.8,Rain
F0333,2023-04-14 19:07:21,23.6889,-76.7591,33981.33,27.1,125.5,Clear
F0334,2023-02-08 18:35:28,43.9065,-96.3128,3282.77,2.9,116.7,Storm
F0334,2023-02-08 18:28:56,47.7574,-93.7681,22107.51,-7.0,63.7,Clear
F0334,2023-02-08 18:32:33,43.7439,-108.8496,15205.99,-1.1,126.8,Cloudy
F0334,2023-02-08 17:12:31,56.8496,-113.9179,39953.85,7.2,133.6,Rain
