sensor_id,flight_id,sensor_type,sensor_value,event_time
VI7186,F0248,Vibration,1.47,2023-06-16 02:56:41
VI7728,F0248,Vibration,,2023-06-16 02:48:09
VI5410,F0248,Vibration,2.97,2023-06-16 01:40:26
AI9556,F0248,Air Pressure,107.09,2023-06-16 01:44:21
AI8641,F0248,Airspeed,593.41,2023-06-16 02:26:40
AI2837,F0248,Airspeed,,2023-06-16 01:49:23
EN2146,F0249,Engine Temperature,,2023-04-04 10:32:37
FU9532,F0249,Fuel Level,98.99,2023-04-04 11:31:58
FU8305,F0249,Fuel Level,86.05,2023-04-04 10:24:08
FU7793,F0249,Fuel Level,63.96,2023-04-04 10:50:08
VI8267,F0249,Vibration,4.07,2023-04-04 10:08:41
VI4371,F0249,Vibration,3.37,2023-04-04 12:03:16
AI5075,F0249,Air Pressure,105.83,2023-04-04 13:04:27
AI9724,F0249,Air Pressure,96.41,2023-04-04 12:41:56
AI1153,F0249,Airspeed,401.8,2023-04-04 11:53:34
AI1966,F0249,Airspeed,516.18,2023-04-04 12:40:01
EN8967,F0250,Engine Temperature,564.17,2023-07-01 11:11:01
FU4655,F0250,Fuel Level,76.86,2023-07-01 12:13:38
FU3847,F0250,Fuel Level,,2023-07-01 10:41:51
FU1345,F0250,Fuel Level,92.01,2023-07-01 11:43:31
VI7734,F0250,Vibration,0.81,2023-07-01 11:53:35
AI4298,F0250,Air Pressure,104.77,2023-07-01 13:20:12
AI7536,F0250,Air Pressure,104.88,2023-07-01 10:29:56
AI6828,F0250,Airspeed,551.42,2023-07-01 13:50:03
AI1853,F0250,Airspeed,464.64,2023-07-01 12:02:05
EN5344,F0251,Engine Temperature,646.36,2023-04-10 17:21:32
FU6669,F0251,Fuel Level,56.94,2023-04-10 16:40:55
FU9529,F0251,Fuel Level,34.97,2023-04-10 18:08:48
VI4948,F0251,Vibration,0.17,2023-04-10 17:05:54
VI8125,F0251,Vibration,2.39,2023-04-10 17:12:26
AI6105,F0251,Air Pressure,108.49,2023-04-10 17:37:30
AI2556,F0251,Air Pressure,100.08,2023-04-10 16:52:18
AI1576,F0251,Airspeed,382.36,2023-04-10 18:12:30
AI8994,F0251,Airspeed,,2023-04-10 17:58:35
AI6144,F0251,Airspeed,390.62,2023-04-10 17:15:57
EN8831,F0252,Engine Temperature,615.09,2023-02-22 23:32:39
EN3536,F0252,Engine Temperature,653.43,2023-02-23 00:12:34
FU7207,F0252,Fuel Level,32.84,2023-02-23 01:06:16
FU6975,F0252,Fuel Level,94.93,2023-02-23 02:11:42
VI9497,F0252,Vibration,4.28,2023-02-23 00:47:25
VI3930,F0252,Vibration,2.54,2023-02-23 02:04:15
AI9890,F0252,Air Pressure,107.59,2023-02-23 00:49:34
AI6712,F0252,Airspeed,404.63,2023-02-22 23:21:34
AI8204,F0252,Airspeed,512.01,2023-02-23 01:38:53
EN4982,F0253,Engine Temperature,634.03,2023-04-15 13:29:31
FU1821,F0253,Fuel Level,23.86,2023-04-15 15:20:10
FU1448,F0253,Fuel Level,37.56,2023-04-15 13:35:20
FU7307,F0253,Fuel Level,98.04,2023-04-15 13:35:43
VI3562,F0253,Vibration,1.74,2023-04-15 14:04:03
VI3607,F0253,Vibration,1.2,2023-04-15 15:09:42
VI9121,F0253,Vibration,,2023-04-15 16:16:35
AI2172,F0253,Air Pressure,94.99,2023-04-15 13:36:19
AI9954,F0253,Air Pressure,102.25,2023-04-15 12:31:29
AI8108,F0253,Airspeed,581.47,2023-04-15 14:55:23
AI9541,F0253,Airspeed,401.11,2023-04-15 14:43:38
EN8808,F0254,Engine Temperature,673.38,2023-02-02 16:27:31
EN6771,F0254,Engine Temperature,553.12,2023-02-02 17:09:43
FU1554,F0254,Fuel Level,38.07,2023-02-02 16:14:24
FU2868,F0254,Fuel Level,28.92,2023-02-02 16:11:25
FU1728,F0254,Fuel Level,88.25,2023-02-02 16:57:17
VI2120,F0254,Vibration,4.75,2023-02-02 16:51:05
VI6152,F0254,Vibration,4.33,2023-02-02 15:26:10
VI9302,F0254,Vibration,3.01,2023-02-02 15:25:59
AI3397,F0254,Air Pressure,,2023-02-02 15:58:40
AI9091,F0254,Airspeed,527.36,2023-02-02 17:00:29
EN8955,F0255,Engine Temperature,685.32,2023-08-29 05:16:31
FU6833,F0255,Fuel Level,69.8,2023-08-29 05:28:46
FU5781,F0255,Fuel Level,45.38,2023-08-29 05:45:54
VI8670,F0255,Vibration,1.96,2023-08-29 05:57:19
AI7285,F0255,Air Pressure,109.57,2023-08-29 05:20:51
AI9581,F0255,Airspeed,433.83,2023-08-29 05:24:14
AI8187,F0255,Airspeed,585.42,2023-08-29 05:28:59
EN5337,F0256,Engine Temperature,650.26,2023-06-19 17:10:42
FU3225,F0256,Fuel Level,62.04,2023-06-19 17:19:53
FU8689,F0256,Fuel Level,29.06,2023-06-19 18:47:20
FU8454,F0256,Fuel Level,86.22,2023-06-19 19:06:43
VI2675,F0256,Vibration,1.11,2023-06-19 18:13:03
AI6425,F0256,Air Pressure,96.31,2023-06-19 18:11:43
AI3419,F0256,Air Pressure,109.74,2023-06-19 17:37:15
AI6114,F0256,Air Pressure,104.12,2023-06-19 18:14:20
AI6557,F0256,Airspeed,520.14,2023-06-19 18:37:18
AI2272,F0256,Airspeed,397.91,2023-06-19 17:29:58
EN6857,F0257,Engine Temperature,552.29,2023-04-06 00:13:29
EN3644,F0257,Engine Temperature,531.74,2023-04-05 23:45:09
FU5341,F0257,Fuel Level,33.18,2023-04-05 23:37:05
FU6736,F0257,Fuel Level,46.72,2023-04-06 00:09:59
FU9422,F0257,Fuel Level,22.61,2023-04-05 22:55:03
VI5321,F0257,Vibration,4.24,2023-04-05 22:48:03
AI7115,F0257,Air Pressure,97.13,2023-04-05 23:16:29
AI8286,F0257,Air Pressure,100.5,2023-04-05 23:14:40
AI5287,F0257,Air Pressure,93.66,2023-04-05 21:42:14
AI3577,F0257,Airspeed,491.89,2023-04-05 22:40:15
EN5848,F0258,Engine Temperature,616.24,2023-08-19 19:33:48
FU1241,F0258,Fuel Level,38.61,2023-08-19 18:47:48
VI1805,F0258,Vibration,3.02,2023-08-19 16:45:41
VI3444,F0258,Vibration,4.36,2023-08-19 16:32:55
AI5732,F0258,Air Pressure,106.56,2023-08-19 17:12:18
AI7258,F0258,Air Pressure,104.69,2023-08-19 17:26:03
AI5260,F0258,Air Pressure,101.67,2023-08-19 18:09:05
AI1725,F0258,Airspeed,450.92,2023-08-19 18:18:06
EN4269,F0259,Engine Temperature,655.73,2023-11-19 11:37:26
FU3800,F0259,Fuel Level,70.26,2023-11-19 10:10:42
FU1572,F0259,Fuel Level,36.96,2023-11-19 09:14:51
FU3409,F0259,Fuel Level,28.82,2023-11-19 10:25:25
VI9171,F0259,Vibration,2.64,2023-11-19 12:23:50
VI3410,F0259,Vibration,0.85,2023-11-19 12:16:20
AI3126,F0259,Air Pressure,92.35,2023-11-19 08:35:34
AI2560,F0259,Air Pressure,95.43,2023-11-19 11:48:07
AI3900,F0259,Air Pressure,94.89,2023-11-19 09:55:30
AI4449,F0259,Airspeed,426.19,2023-11-19 10:20:33
AI4507,F0259,Airspeed,470.89,2023-11-19 11:44:45
AI4003,F0259,Airspeed,466.36,2023-11-19 08:53:11
EN3740,F0260,Engine Temperature,650.19,2023-03-02 16:52:29
EN5080,F0260,Engine Temperature,684.4,2023-03-02 16:56:01
EN7068,F0260,Engine Temperature,635.78,2023-03-02 16:14:51
FU1823,F0260,Fuel Level,42.88,2023-03-02 16:49:37
FU2446,F0260,Fuel Level,22.4,2023-03-02 16:06:50
FU2530,F0260,Fuel Level,60.87,2023-03-02 16:13:45
VI4350,F0260,Vibration,4.21,2023-03-02 16:31:11
VI5361,F0260,Vibration,4.76,2023-03-02 16:15:14
VI1355,F0260,Vibration,1.93,2023-03-02 16:20:25
AI8567,F0260,Air Pressure,100.75,2023-03-02 16:29:11
AI2378,F0260,Air Pressure,107.43,2023-03-02 16:47:43
AI6093,F0260,Airspeed,592.86,2023-03-02 16:32:51
AI1124,F0260,Airspeed,354.91,2023-03-02 16:19:12
AI3645,F0260,Airspeed,372.21,2023-03-02 16:11:31
EN9577,F0261,Engine Temperature,659.3,2023-09-06 13:26:58
EN2344,F0261,Engine Temperature,565.2,2023-09-06 13:05:49
FU3307,F0261,Fuel Level,88.06,2023-09-06 12:41:55
FU2542,F0261,Fuel Level,85.7,2023-09-06 13:27:34
FU3398,F0261,Fuel Level,50.34,2023-09-06 12:48:37
VI6775,F0261,Vibration,2.79,2023-09-06 12:58:17
VI8803,F0261,Vibration,0.68,2023-09-06 13:28:05
AI5929,F0261,Air Pressure,93.56,2023-09-06 12:49:05
AI7546,F0261,Air Pressure,107.94,2023-09-06 13:00:42
AI6912,F0261,Airspeed,446.94,2023-09-06 13:13:01
EN2822,F0262,Engine Temperature,,2023-11-16 00:25:28
EN8747,F0262,Engine Temperature,561.02,2023-11-15 23:43:30
FU7984,F0262,Fuel Level,74.76,2023-11-16 00:12:10
FU5623,F0262,Fuel Level,57.89,2023-11-16 00:36:03
FU7343,F0262,Fuel Level,80.22,2023-11-16 00:32:16
VI1803,F0262,Vibration,4.26,2023-11-15 23:42:57
VI6851,F0262,Vibration,1.74,2023-11-16 00:29:13
AI4143,F0262,Air Pressure,108.41,2023-11-16 00:38:02
AI3240,F0262,Air Pressure,105.87,2023-11-16 00:37:54
AI2505,F0262,Air Pressure,95.91,2023-11-16 00:24:17
AI4059,F0262,Airspeed,363.49,2023-11-16 00:06:48
AI6007,F0262,Airspeed,523.56,2023-11-15 23:42:46
AI7176,F0262,Airspeed,383.47,2023-11-15 23:51:37
EN5579,F0263,Engine Temperature,647.37,2023-09-10 18:24:14
EN6314,F0263,Engine Temperature,601.09,2023-09-10 16:28:02
FU2477,F0263,Fuel Level,47.95,2023-09-10 17:44:50
FU7090,F0263,Fuel Level,81.31,2023-09-10 16:20:36
FU6603,F0263,Fuel Level,,2023-09-10 17:05:15
VI7509,F0263,Vibration,0.64,2023-09-10 16:58:14
AI2828,F0263,Air Pressure,97.45,2023-09-10 16:18:05
AI6869,F0263,Air Pressure,98.9,2023-09-10 17:44:28
AI6074,F0263,Air Pressure,104.65,2023-09-10 16:29:23
AI7891,F0263,Airspeed,578.42,2023-09-10 14:17:14
EN7385,F0265,Engine Temperature,,2023-02-15 19:28:28
EN8860,F0265,Engine Temperature,,2023-02-15 20:00:40
FU6645,F0265,Fuel Level,58.72,2023-02-15 19:19:01
VI6248,F0265,Vibration,1.26,2023-02-15 19:29:43
AI5738,F0265,Air Pressure,109.92,2023-02-15 20:02:11
AI8284,F0265,Air Pressure,92.88,2023-02-15 20:22:50
AI9250,F0265,Air Pressure,93.02,2023-02-15 20:38:39
AI2459,F0265,Airspeed,350.54,2023-02-15 19:04:54
EN9365,F0266,Engine Temperature,673.19,2023-05-19 11:57:47
EN1686,F0266,Engine Temperature,577.48,2023-05-19 11:15:32
FU8987,F0266,Fuel Level,24.79,2023-05-19 11:55:22
VI3420,F0266,Vibration,,2023-05-19 11:06:50
VI8596,F0266,Vibration,4.27,2023-05-19 11:11:42
VI4828,F0266,Vibration,1.7,2023-05-19 10:48:08
AI3608,F0266,Air Pressure,108.45,2023-05-19 10:52:35
AI1706,F0266,Air Pressure,104.99,2023-05-19 09:59:55
AI9601,F0266,Air Pressure,92.62,2023-05-19 11:05:24
AI7883,F0266,Airspeed,307.49,2023-05-19 10:13:50
EN8790,F0267,Engine Temperature,607.19,2023-07-03 05:41:16
EN7697,F0267,Engine Temperature,629.7,2023-07-03 05:28:22
FU6689,F0267,Fuel Level,33.4,2023-07-03 04:51:54
FU4657,F0267,Fuel Level,49.16,2023-07-03 08:32:28
VI4979,F0267,Vibration,4.68,2023-07-03 07:05:17
VI3021,F0267,Vibration,,2023-07-03 08:53:38
VI9105,F0267,Vibration,2.56,2023-07-03 07:01:59
AI1538,F0267,Air Pressure,94.29,2023-07-03 05:49:56
AI5251,F0267,Air Pressure,103.42,2023-07-03 07:56:45
AI9426,F0267,Airspeed,516.08,2023-07-03 09:14:49
AI8547,F0267,Airspeed,410.78,2023-07-03 04:52:14
EN8805,F0268,Engine Temperature,657.16,2023-01-01 09:39:37
EN2741,F0268,Engine Temperature,567.53,2023-01-01 11:06:37
EN7887,F0268,Engine Temperature,655.61,2023-01-01 10:41:50
FU2283,F0268,Fuel Level,53.61,2023-01-01 09:30:51
VI6932,F0268,Vibration,4.09,2023-01-01 09:30:21
VI8602,F0268,Vibration,3.47,2023-01-01 09:42:35
AI7044,F0268,Air Pressure,99.44,2023-01-01 10:36:47
AI8316,F0268,Air Pressure,93.16,2023-01-01 09:12:20
AI8424,F0268,Airspeed,346.22,2023-01-01 10:12:37
AI5739,F0268,Airspeed,407.03,2023-01-01 11:00:40
EN8504,F0269,Engine Temperature,623.69,2023-01-11 20:22:59
EN9340,F0269,Engine Temperature,544.49,2023-01-11 17:39:16
FU4416,F0269,Fuel Level,64.17,2023-01-11 19:49:45
FU8516,F0269,Fuel Level,39.11,2023-01-11 18:50:16
FU1387,F0269,Fuel Level,64.43,2023-01-11 19:18:31
VI1632,F0269,Vibration,3.81,2023-01-11 18:23:10
AI9894,F0269,Air Pressure,104.39,2023-01-11 20:05:56
AI4440,F0269,Air Pressure,102.71,2023-01-11 20:19:01
AI5216,F0269,Airspeed,376.97,2023-01-11 18:19:19
AI5946,F0269,Airspeed,454.84,2023-01-11 19:04:45
AI1354,F0269,Airspeed,456.32,2023-01-11 19:53:19
EN6672,F0270,Engine Temperature,637.91,2023-08-03 17:29:29
EN1097,F0270,Engine Temperature,635.44,2023-08-03 17:55:19
FU1194,F0270,Fuel Level,73.91,2023-08-03 16:58:13
VI5884,F0270,Vibration,3.56,2023-08-03 17:33:44
AI9010,F0270,Air Pressure,99.34,2023-08-03 17:28:45
AI5671,F0270,Air Pressure,106.73,2023-08-03 17:39:24
AI7548,F0270,Air Pressure,107.58,2023-08-03 16:31:00
AI4316,F0270,Airspeed,531.82,2023-08-03 16:38:23
EN4347,F0271,Engine Temperature,562.34,2023-06-05 05:57:22
FU1486,F0271,Fuel Level,35.46,2023-06-05 06:05:09
FU2281,F0271,Fuel Level,78.96,2023-06-05 04:58:40
FU4107,F0271,Fuel Level,,2023-06-05 03:41:21
VI6408,F0271,Vibration,4.32,2023-06-05 04:20:02
VI5234,F0271,Vibration,2.12,2023-06-05 05:42:13
VI2605,F0271,Vibration,,2023-06-05 03:57:42
AI6126,F0271,Air Pressure,107.74,2023-06-05 04:43:38
AI5833,F0271,Air Pressure,109.32,2023-06-05 04:19:48
AI4056,F0271,Air Pressure,103.93,2023-06-05 05:41:35
AI2422,F0271,Airspeed,365.73,2023-06-05 03:44:07
AI8524,F0271,Airspeed,344.32,2023-06-05 05:39:02
AI6522,F0271,Airspeed,556.54,2023-06-05 06:13:30
EN8542,F0272,Engine Temperature,620.35,2023-12-07 19:07:53
EN4000,F0272,Engine Temperature,637.85,2023-12-07 18:39:29
FU2137,F0272,Fuel Level,20.98,2023-12-07 18:45:45
FU4826,F0272,Fuel Level,83.62,2023-12-07 18:12:39
VI1938,F0272,Vibration,,2023-12-07 18:18:15
AI5842,F0272,Air Pressure,102.2,2023-12-07 18:27:31
AI1194,F0272,Air Pressure,93.03,2023-12-07 18:56:01
AI6851,F0272,Air Pressure,91.45,2023-12-07 18:55:19
AI1060,F0272,Airspeed,313.03,2023-12-07 18:15:34
EN4784,F0273,Engine Temperature,529.39,2023-12-06 23:08:31
EN7395,F0273,Engine Temperature,,2023-12-06 23:28:20
EN1181,F0273,Engine Temperature,573.25,2023-12-06 23:02:37
FU6164,F0273,Fuel Level,35.48,2023-12-06 23:14:24
VI7168,F0273,Vibration,4.74,2023-12-06 23:18:14
AI7711,F0273,Air Pressure,100.31,2023-12-06 22:56:55
AI1431,F0273,Air Pressure,98.74,2023-12-06 22:41:31
AI2495,F0273,Airspeed,495.82,2023-12-06 22:49:50
EN4414,F0274,Engine Temperature,504.04,2023-05-15 08:51:02
FU6407,F0274,Fuel Level,87.26,2023-05-15 07:27:24
VI2937,F0274,Vibration,1.12,2023-05-15 07:02:10
VI3817,F0274,Vibration,,2023-05-15 08:11:28
AI5795,F0274,Air Pressure,98.51,2023-05-15 04:55:54
AI7559,F0274,Air Pressure,96.84,2023-05-15 04:58:57
AI1585,F0274,Air Pressure,105.19,2023-05-15 07:42:48
AI6801,F0274,Airspeed,481.6,2023-05-15 06:31:26
EN5228,F0275,Engine Temperature,631.43,2023-08-29 15:13:40
EN7803,F0275,Engine Temperature,659.57,2023-08-29 13:45:02
FU9729,F0275,Fuel Level,54.49,2023-08-29 14:57:47
FU5733,F0275,Fuel Level,88.82,2023-08-29 13:56:24
FU7844,F0275,Fuel Level,25.31,2023-08-29 15:16:42
VI1356,F0275,Vibration,2.12,2023-08-29 14:15:57
VI3830,F0275,Vibration,4.99,2023-08-29 14:55:08
VI2325,F0275,Vibration,3.21,2023-08-29 15:23:54
AI4494,F0275,Air Pressure,99.43,2023-08-29 15:25:55
AI7702,F0275,Airspeed,349.11,2023-08-29 15:10:08
AI5326,F0275,Airspeed,532.85,2023-08-29 14:28:01
EN5416,F0276,Engine Temperature,526.44,2023-03-31 00:36:25
EN8924,F0276,Engine Temperature,,2023-03-31 01:01:14
FU8225,F0276,Fuel Level,25.56,2023-03-31 03:20:38
FU7611,F0276,Fuel Level,50.51,2023-03-31 00:50:28
VI9788,F0276,Vibration,0.72,2023-03-31 02:36:05
VI6018,F0276,Vibration,3.44,2023-03-31 01:43:21
AI1137,F0276,Air Pressure,96.02,2023-03-31 02:31:23
AI2121,F0276,Air Pressure,91.42,2023-03-31 02:00:14
AI9349,F0276,Airspeed,311.94,2023-03-31 02:06:58
EN2213,F0277,Engine Temperature,603.46,2023-11-11 10:57:10
EN9202,F0277,Engine Temperature,610.03,2023-11-11 10:01:56
EN8026,F0277,Engine Temperature,573.22,2023-11-11 10:56:18
FU5405,F0277,Fuel Level,92.45,2023-11-11 09:32:28
FU5511,F0277,Fuel Level,28.1,2023-11-11 11:26:47
VI7443,F0277,Vibration,1.19,2023-11-11 10:44:50
VI2933,F0277,Vibration,0.61,2023-11-11 08:54:13
AI8516,F0277,Air Pressure,91.76,2023-11-11 09:50:21
AI9585,F0277,Air Pressure,90.45,2023-11-11 10:11:11
AI7763,F0277,Airspeed,447.07,2023-11-11 08:41:16
AI4467,F0277,Airspeed,,2023-11-11 10:10:43
EN1332,F0278,Engine Temperature,538.71,2023-08-06 09:36:14
FU9050,F0278,Fuel Level,46.18,2023-08-06 09:21:17
VI7948,F0278,Vibration,4.11,2023-08-06 09:27:02
VI1497,F0278,Vibration,1.31,2023-08-06 09:18:05
VI7245,F0278,Vibration,0.86,2023-08-06 09:19:12
AI3685,F0278,Air Pressure,90.06,2023-08-06 09:37:13
AI7069,F0278,Airspeed,546.62,2023-08-06 09:18:16
AI8730,F0278,Airspeed,531.46,2023-08-06 08:59:24
AI8390,F0278,Airspeed,379.92,2023-08-06 09:04:12
EN1071,F0279,Engine Temperature,515.49,2023-12-15 11:04:44
EN7219,F0279,Engine Temperature,506.39,2023-12-15 11:51:26
FU4743,F0279,Fuel Level,42.45,2023-12-15 10:39:26
FU8590,F0279,Fuel Level,66.9,2023-12-15 10:27:24
FU1572,F0279,Fuel Level,95.97,2023-12-15 10:45:57
VI8931,F0279,Vibration,0.12,2023-12-15 11:44:31
VI1301,F0279,Vibration,0.82,2023-12-15 10:54:43
AI8359,F0279,Air Pressure,97.2,2023-12-15 10:16:43
AI6243,F0279,Air Pressure,106.2,2023-12-15 11:03:34
AI3765,F0279,Air Pressure,95.03,2023-12-15 10:33:29
AI6285,F0279,Airspeed,475.58,2023-12-15 11:19:29
AI8552,F0279,Airspeed,529.69,2023-12-15 11:30:54
AI2584,F0279,Airspeed,383.99,2023-12-15 10:52:09
EN2174,F0280,Engine Temperature,585.15,2023-12-30 22:24:26
EN3315,F0280,Engine Temperature,561.79,2023-12-30 22:11:02
FU8976,F0280,Fuel Level,,2023-12-30 23:41:59
FU4271,F0280,Fuel Level,86.17,2023-12-31 01:13:00
VI2807,F0280,Vibration,3.72,2023-12-30 23:28:14
VI2121,F0280,Vibration,1.97,2023-12-30 23:01:39
VI1368,F0280,Vibration,4.03,2023-12-31 00:34:01
AI3288,F0280,Air Pressure,98.69,2023-12-30 23:38:27
AI3360,F0280,Air Pressure,98.05,2023-12-30 23:40:15
AI2236,F0280,Airspeed,384.51,2023-12-30 21:36:24
AI2075,F0280,Airspeed,489.02,2023-12-30 23:17:41
AI2467,F0280,Airspeed,406.84,2023-12-30 23:06:31
EN5092,F0281,Engine Temperature,573.64,2023-06-12 06:33:18
EN2389,F0281,Engine Temperature,661.65,2023-06-12 07:10:28
EN2361,F0281,Engine Temperature,650.39,2023-06-12 06:12:57
FU6604,F0281,Fuel Level,26.88,2023-06-12 07:57:04
VI2888,F0281,Vibration,3.4,2023-06-12 07:38:14
VI7046,F0281,Vibration,0.77,2023-06-12 06:00:22
AI2962,F0281,Air Pressure,101.32,2023-06-12 07:22:43
AI4582,F0281,Airspeed,334.44,2023-06-12 06:14:56
AI3264,F0281,Airspeed,534.25,2023-06-12 06:57:23
AI2283,F0281,Airspeed,555.91,2023-06-12 05:54:12
EN9264,F0282,Engine Temperature,612.24,2023-08-06 20:41:31
EN9683,F0282,Engine Temperature,672.78,2023-08-06 20:38:10
EN1617,F0282,Engine Temperature,695.02,2023-08-06 21:52:43
FU9690,F0282,Fuel Level,48.52,2023-08-06 20:37:32
VI9162,F0282,Vibration,2.55,2023-08-06 22:04:34
VI4280,F0282,Vibration,2.42,2023-08-06 20:34:13
VI9765,F0282,Vibration,0.14,2023-08-06 21:24:23
AI1123,F0282,Air Pressure,98.36,2023-08-06 20:39:17
AI2706,F0282,Air Pressure,99.76,2023-08-06 21:00:23
AI5889,F0282,Airspeed,537.43,2023-08-06 20:17:43
AI5210,F0282,Airspeed,405.36,2023-08-06 19:48:30
AI6735,F0282,Airspeed,,2023-08-06 19:22:47
EN2310,F0283,Engine Temperature,560.65,2023-05-01 19:28:29
FU1766,F0283,Fuel Level,70.09,2023-05-01 19:53:43
VI9901,F0283,Vibration,1.69,2023-05-01 20:01:30
VI6002,F0283,Vibration,0.91,2023-05-01 19:19:34
AI9115,F0283,Air Pressure,107.34,2023-05-01 19:37:31
AI8743,F0283,Air Pressure,,2023-05-01 19:33:37
AI2373,F0283,Air Pressure,92.19,2023-05-01 19:45:12
AI3877,F0283,Airspeed,443.22,2023-05-01 20:10:56
EN7799,F0285,Engine Temperature,650.55,2023-02-02 03:53:43
EN4513,F0285,Engine Temperature,624.22,2023-02-02 06:58:42
EN3599,F0285,Engine Temperature,632.87,2023-02-02 05:35:21
FU3774,F0285,Fuel Level,65.64,2023-02-02 05:53:09
VI5717,F0285,Vibration,0.25,2023-02-02 08:09:54
VI6642,F0285,Vibration,2.09,2023-02-02 06:09:00
AI5724,F0285,Air Pressure,102.55,2023-02-02 05:01:35
AI8974,F0285,Air Pressure,107.74,2023-02-02 07:08:47
AI7169,F0285,Air Pressure,109.91,2023-02-02 04:36:27
AI6702,F0285,Airspeed,559.62,2023-02-02 08:04:51
AI6415,F0285,Airspeed,316.95,2023-02-02 03:56:42
EN4962,F0286,Engine Temperature,657.85,2023-10-13 23:44:23
EN5556,F0286,Engine Temperature,680.87,2023-10-14 00:35:49
EN9055,F0286,Engine Temperature,653.85,2023-10-14 01:08:34
FU3278,F0286,Fuel Level,,2023-10-14 01:17:52
VI9988,F0286,Vibration,3.42,2023-10-13 23:00:00
AI2704,F0286,Air Pressure,95.77,2023-10-14 00:08:26
AI5589,F0286,Airspeed,391.63,2023-10-14 01:26:06
EN6930,F0287,Engine Temperature,620.01,2023-07-18 21:49:55
EN4523,F0287,Engine Temperature,573.39,2023-07-18 19:49:43
FU7621,F0287,Fuel Level,86.91,2023-07-18 18:45:24
FU9664,F0287,Fuel Level,39.31,2023-07-18 17:30:28
VI7832,F0287,Vibration,2.23,2023-07-18 17:51:42
AI7001,F0287,Air Pressure,95.94,2023-07-18 18:28:32
AI7805,F0287,Airspeed,314.26,2023-07-18 17:43:14
EN9424,F0288,Engine Temperature,569.59,2023-09-28 13:41:36
EN3171,F0288,Engine Temperature,682.09,2023-09-28 12:04:46
FU1123,F0288,Fuel Level,72.82,2023-09-28 10:38:55
VI8648,F0288,Vibration,0.1,2023-09-28 13:30:39
VI1877,F0288,Vibration,1.6,2023-09-28 11:32:30
VI6159,F0288,Vibration,2.27,2023-09-28 13:34:22
AI8232,F0288,Air Pressure,98.0,2023-09-28 14:05:42
AI7198,F0288,Air Pressure,106.59,2023-09-28 12:01:01
AI6155,F0288,Airspeed,553.35,2023-09-28 11:03:17
AI8307,F0288,Airspeed,419.13,2023-09-28 10:57:20
EN3689,F0289,Engine Temperature,,2023-06-06 15:40:38
EN3558,F0289,Engine Temperature,644.02,2023-06-06 16:07:18
EN9573,F0289,Engine Temperature,612.05,2023-06-06 15:36:09
FU2892,F0289,Fuel Level,56.41,2023-06-06 14:18:08
VI2539,F0289,Vibration,0.88,2023-06-06 15:26:00
VI4631,F0289,Vibration,1.09,2023-06-06 14:25:53
VI1820,F0289,Vibration,4.9,2023-06-06 15:30:24
AI2066,F0289,Air Pressure,109.23,2023-06-06 15:30:04
AI9233,F0289,Airspeed,434.47,2023-06-06 15:38:13
EN7545,F0290,Engine Temperature,581.55,2023-11-16 23:13:12
EN6270,F0290,Engine Temperature,673.63,2023-11-16 23:39:40
FU4805,F0290,Fuel Level,,2023-11-16 22:47:00
FU2311,F0290,Fuel Level,21.88,2023-11-16 23:14:58
FU9068,F0290,Fuel Level,81.54,2023-11-16 23:50:36
VI5242,F0290,Vibration,3.84,2023-11-16 23:55:20
VI6192,F0290,Vibration,1.97,2023-11-16 23:28:27
VI5178,F0290,Vibration,2.7,2023-11-16 23:11:16
AI7395,F0290,Air Pressure,92.88,2023-11-17 00:24:15
AI7301,F0290,Air Pressure,96.96,2023-11-16 23:16:40
AI5225,F0290,Air Pressure,105.37,2023-11-16 22:29:52
AI1552,F0290,Airspeed,459.08,2023-11-16 23:44:50
AI4904,F0290,Airspeed,515.12,2023-11-16 23:04:44
AI3225,F0290,Airspeed,537.92,2023-11-17 00:10:58
EN5224,F0291,Engine Temperature,583.03,2023-08-30 20:31:02
EN7155,F0291,Engine Temperature,530.01,2023-08-30 23:13:46
FU8525,F0291,Fuel Level,31.99,2023-08-30 20:47:46
FU1770,F0291,Fuel Level,36.98,2023-08-30 22:22:02
VI1294,F0291,Vibration,4.6,2023-08-30 22:32:17
VI7287,F0291,Vibration,1.66,2023-08-30 22:34:41
AI4727,F0291,Air Pressure,93.36,2023-08-30 22:03:38
AI6289,F0291,Air Pressure,96.74,2023-08-30 20:11:22
AI6080,F0291,Airspeed,545.0,2023-08-30 21:00:34
EN1551,F0292,Engine Temperature,683.38,2023-04-06 05:38:39
EN7179,F0292,Engine Temperature,561.92,2023-04-06 04:33:43
EN9943,F0292,Engine Temperature,664.31,2023-04-06 03:53:09
FU4342,F0292,Fuel Level,53.8,2023-04-06 04:00:28
FU8854,F0292,Fuel Level,90.4,2023-04-06 04:34:33
VI7826,F0292,Vibration,4.21,2023-04-06 05:19:42
AI3425,F0292,Air Pressure,98.26,2023-04-06 04:02:42
AI8061,F0292,Air Pressure,99.18,2023-04-06 05:03:34
AI1725,F0292,Airspeed,354.42,2023-04-06 04:28:23
AI1923,F0292,Airspeed,332.86,2023-04-06 03:52:09
AI8015,F0292,Airspeed,463.0,2023-04-06 05:43:53
EN7900,F0293,Engine Temperature,674.58,2023-09-09 15:07:56
FU4365,F0293,Fuel Level,44.43,2023-09-09 17:11:11
FU6448,F0293,Fuel Level,67.04,2023-09-09 18:49:42
