flight_id,event_time,latitude,longitude,altitude,temperature,wind_speed,wind_direction,weather_condition
F0208,2023-08-30 11:00:56,22.7002,-111.2594,37934.1,-14.1,51.9,NW,Rain
F0209,2023-03-18 18:16:20,22.1603,-110.9325,20281.88,-5.9,20.9,W,Sunny
F0209,2023-03-18 15:56:44,46.9325,-72.963,16069.38,2.9,54.7,NW,Cloudy
F0209,2023-03-18 19:21:46,44.9916,-69.6174,36263.6,25.0,131.2,SW,Sunny
F0209,2023-03-18 15:27:24,39.8883,-71.7312,37203.7,18.3,103.7,NW,Clear
F0209,2023-03-18 17:33:31,52.6488,-107.5322,17515.47,-15.4,46.1,N,Rain
F0210,2023-02-26 03:16:26,48.0875,-89.2986,20073.56,8.4,104.1,SE,Storm
F0210,2023-02-26 01:24:48,31.1754,-128.2643,17882.13,20.3,54.1,N,Sunny
F0210,2023-02-26 04:32:01,54.2447,-110.805,3475.44,26.6,78.5,SW,Cloudy
F0210,2023-02-26 04:26:17,59.925,-111.1887,16249.86,13.8,70.0,NE,Clear
F0210,2023-02-26 03:11:13,57.3787,-124.0956,9604.56,-5.5,42.9,NE,Sunny
F0210,2023-02-26 02:17:05,46.6602,-112.5237,31498.85,,122.8,W,Sunny
F0211,2023-09-23 15:54:47,27.4238,-67.4869,11288.86,19.9,40.1,S,Rain
F0211,2023-09-23 14:33:18,36.4344,-70.7886,22317.98,15.7,103.9,SW,Cloudy
F0211,2023-09-23 13:56:49,35.2736,-116.5457,12101.48,15.5,141.2,SW,Clear
F0211,2023-09-23 14:43:47,25.1825,-128.6928,36563.5,24.5,15.7,SE,Clear
F0211,2023-09-23 13:54:53,20.8409,-111.96,22939.71,13.4,15.0,E,Sunny
F0212,2023-04-24 03:19:54,21.1328,-119.9927,25052.2,17.3,34.2,E,Storm
F0212,2023-04-24 04:01:08,24.8432,-85.1727,31013.22,-11.8,82.8,NW,Cloudy
F0212,2023-04-24 01:38:51,32.495,-94.7203,7987.21,11.9,106.1,W,Rain
F0212,2023-04-24 01:15:58,44.4498,-64.1271,34589.52,,136.3,S,Storm
F0213,2023-12-03 15:11:28,32.6089,-77.2837,15729.79,7.0,0.9,SW,Storm
F0213,2023-12-03 15:11:12,56.1206,-97.9655,39363.69,18.8,47.1,S,Storm
F0213,2023-12-03 15:16:47,36.3808,-73.1357,22858.75,-1.4,86.5,SE,Rain
F0213,2023-12-03 14:40:50,35.8263,-113.9628,30165.35,-7.2,81.5,N,Clear
F0214,2023-11-21 14:03:43,58.6836,-63.3374,28588.48,8.2,103.4,W,Rain
F0214,2023-11-21 13:53:37,20.4308,-78.1652,33691.96,22.8,90.8,SE,Cloudy
F0214,2023-11-21 14:03:07,25.0542,-104.1959,10252.05,-5.6,110.1,NW,Cloudy
F0214,2023-11-21 14:28:52,34.9906,-82.3988,12290.92,17.9,58.1,E,Clear
F0214,2023-11-21 15:23:18,48.3813,-126.0907,39787.09,26.5,49.5,N,Sunny
F0215,2023-10-02 10:03:19,37.6578,-82.1348,5180.02,25.9,38.8,S,Rain
F0215,2023-10-02 11:52:01,26.3453,-62.5479,32096.45,-6.3,,NE,Rain
F0215,2023-10-02 11:05:54,23.0616,-77.4155,14990.17,3.9,116.7,S,Rain
F0215,2023-10-02 10:09:55,55.8637,-112.9455,29413.9,25.9,81.3,SW,Rain
F0215,2023-10-02 07:45:14,20.5099,-112.9487,33377.05,20.1,142.1,NE,Cloudy
F0215,2023-10-02 10:18:26,26.1307,-127.8864,22783.27,,55.9,E,Sunny
F0216,2023-12-05 17:44:47,37.2142,-91.0629,7487.12,3.4,128.4,SE,Clear
F0216,2023-12-05 18:21:42,59.0206,-122.7887,33571.17,12.8,23.7,S,Cloudy
F0216,2023-12-05 18:14:47,27.3286,-97.9783,14077.11,21.8,109.8,N,Cloudy
F0217,2023-01-27 05:08:42,48.93,-81.6243,8706.47,-4.2,27.2,SW,Cloudy
F0217,2023-01-27 03:25:46,28.7971,-128.7349,38465.74,-13.9,41.7,E,Sunny
F0217,2023-01-27 04:12:12,40.201,-72.9681,37121.64,11.8,49.9,NE,Rain
F0217,2023-01-27 04:47:20,53.9365,-97.7828,7944.24,25.1,55.1,SE,Rain
F0217,2023-01-27 03:54:27,42.171,-70.0843,25147.9,-3.9,101.1,W,Rain
F0218,2023-01-23 08:54:37,52.8628,-115.5774,6869.61,20.8,39.1,S,Storm
F0218,2023-01-23 08:24:26,46.236,-74.9235,36587.99,19.4,115.0,S,Sunny
F0218,2023-01-23 08:39:11,48.9773,-95.8693,12313.0,-18.0,,W,Storm
F0218,2023-01-23 09:01:25,25.804,-79.625,17299.66,22.0,110.8,NE,Sunny
F0218,2023-01-23 08:29:11,23.7228,-128.5666,35129.26,4.5,94.8,SW,Cloudy
F0220,2023-10-26 17:48:21,41.2362,-110.599,23845.4,20.6,102.8,N,Storm
F0220,2023-10-26 15:43:56,30.106,-93.1183,15363.44,26.3,132.2,S,Cloudy
F0220,2023-10-26 16:28:16,54.4877,-82.9695,39596.54,-8.7,7.9,S,Cloudy
F0220,2023-10-26 17:36:26,54.7755,-116.7702,18095.83,9.6,134.2,E,Clear
F0220,2023-10-26 16:54:04,47.9842,-110.1467,13728.18,-14.0,87.1,W,Sunny
F0221,2023-12-27 22:12:26,49.1689,-67.1192,3439.27,10.0,87.1,NE,Storm
F0221,2023-12-27 23:44:10,26.0886,-82.5053,14954.1,-18.8,63.4,SW,Clear
F0221,2023-12-27 23:36:10,55.9342,-100.8715,15915.51,1.7,62.1,W,Storm
F0221,2023-12-27 23:46:36,36.1928,-71.4836,29534.28,9.2,45.3,S,Sunny
F0221,2023-12-27 22:11:36,22.9237,-116.4021,3342.63,3.1,82.2,NW,Cloudy
F0221,2023-12-27 22:56:02,20.7419,-81.8791,31808.04,-1.6,2.1,E,Rain
F0222,2023-06-29 10:28:18,39.7789,-92.0315,24483.56,9.0,131.9,SE,Storm
F0222,2023-06-29 09:54:51,26.5681,-112.2672,19015.69,29.1,,SW,Cloudy
F0222,2023-06-29 09:28:18,38.5057,-128.9923,15259.49,-9.0,0.9,E,Clear
F0222,2023-06-29 10:28:01,40.4075,-123.0798,15633.51,-12.7,146.1,W,Sunny
F0222,2023-06-29 12:56:44,56.1263,-66.5854,33643.6,11.3,12.0,NE,Storm
F0222,2023-06-29 09:14:12,55.9759,-101.6468,3308.76,-13.5,96.8,SE,Clear
F0224,2023-09-04 00:35:31,50.4448,-94.837,26067.22,15.5,11.3,NW,Cloudy
F0224,2023-09-04 00:25:13,35.6824,-87.4385,25303.32,17.3,43.8,S,Rain
F0224,2023-09-04 01:10:17,35.6412,-83.8576,3549.26,9.1,,NE,Storm
F0224,2023-09-03 23:34:53,46.9539,-85.2599,35428.82,18.8,14.3,W,Clear
F0224,2023-09-03 23:18:23,38.8797,-109.6707,22644.41,,57.4,N,Cloudy
F0225,2023-01-21 09:14:22,49.6828,-121.8709,38645.66,-10.5,66.9,SW,Cloudy
F0225,2023-01-21 08:38:10,59.0462,-83.0695,38060.75,29.3,91.6,N,Sunny
F0225,2023-01-21 07:54:49,39.2343,-124.1196,30231.72,-2.0,2.6,SE,Storm
F0225,2023-01-21 10:49:08,37.159,-98.3504,34408.98,-15.2,83.3,SE,Clear
F0226,2023-11-12 07:07:43,54.1237,-117.4738,28952.67,-10.1,54.5,E,Sunny
F0226,2023-11-12 06:38:25,48.0456,-86.551,17678.38,10.4,87.3,S,Clear
F0226,2023-11-12 07:37:56,26.8475,-126.2656,4167.0,18.1,103.4,SE,Sunny
F0226,2023-11-12 07:25:33,22.918,-68.7162,39043.62,19.2,125.9,W,Cloudy
F0226,2023-11-12 08:15:02,56.5131,-77.3085,4520.82,-12.9,65.9,W,Cloudy
F0227,2023-06-05 07:50:56,54.8853,-90.5564,29080.84,25.8,149.8,NE,Clear
F0227,2023-06-05 10:08:05,21.7944,-94.506,5243.5,9.3,44.5,N,Sunny
F0227,2023-06-05 09:45:22,55.7691,-97.8055,6793.38,15.8,83.4,NE,Cloudy
F0228,2023-05-25 08:39:24,35.1378,-125.3348,34416.78,27.5,38.3,SE,Cloudy
F0228,2023-05-25 09:09:10,28.4396,-65.5901,13690.6,22.3,1.1,W,Storm
F0228,2023-05-25 09:26:25,46.5443,-103.6511,13962.64,5.2,68.3,SW,Sunny
F0230,2023-07-08 03:18:14,45.7027,-61.5703,20242.81,-7.6,129.5,S,Sunny
F0230,2023-07-08 04:01:22,26.1827,-115.9848,9290.38,9.2,45.3,NW,Cloudy
F0230,2023-07-08 02:59:04,22.3978,-71.1058,13883.42,19.3,55.7,SW,Sunny
F0230,2023-07-08 02:45:03,34.0918,-89.4374,39751.04,-17.5,87.5,S,Storm
F0230,2023-07-08 03:57:54,29.0399,-123.7601,36205.94,22.5,16.1,S,Cloudy
F0230,2023-07-08 03:12:49,46.5505,-77.9426,22060.98,16.7,133.4,E,Clear
F0231,2023-12-17 04:36:43,23.0716,-99.9651,17980.87,23.6,61.1,NE,Rain
F0231,2023-12-17 05:19:17,34.2917,-64.9015,21768.34,28.6,124.1,NW,Cloudy
F0231,2023-12-17 03:48:12,31.1001,-65.873,25342.31,-8.7,119.3,N,Sunny
F0231,2023-12-17 04:03:30,25.0952,-103.4173,30887.82,20.5,23.1,W,Sunny
F0231,2023-12-17 04:15:57,42.1936,-118.8793,5181.63,13.4,22.4,N,Rain
F0231,2023-12-17 04:40:42,48.9151,-84.7678,30430.96,5.3,53.4,N,Storm
F0232,2023-12-25 16:04:34,47.9232,-89.9232,30466.83,29.0,115.7,E,Cloudy
F0232,2023-12-25 16:05:24,36.4774,-112.3513,21886.23,-8.2,106.4,S,Rain
F0232,2023-12-25 15:42:36,48.2615,-92.1456,37279.94,-2.1,53.9,SE,Cloudy
F0233,2023-11-19 01:13:04,58.5591,-70.1021,20246.08,-4.7,131.2,SE,Cloudy
F0233,2023-11-18 22:29:41,47.5149,-84.7498,7207.94,-2.6,113.9,W,Rain
F0233,2023-11-18 22:44:42,46.0855,-98.0539,33087.15,2.7,87.8,SE,Clear
F0233,2023-11-19 00:23:47,33.668,-86.6668,3614.66,20.8,76.0,E,Sunny
F0233,2023-11-18 22:59:47,29.9187,-75.4271,16728.2,-16.2,45.3,NE,Storm
F0234,2023-03-24 06:43:53,35.7229,-60.6848,27451.83,25.9,45.5,N,Clear
F0234,2023-03-24 06:33:07,20.1715,-94.2142,33916.78,21.2,99.9,SW,Rain
F0234,2023-03-24 05:56:20,30.4591,-100.3533,10179.0,-11.0,144.3,NE,Cloudy
F0234,2023-03-24 06:19:09,47.0582,-100.9594,31739.09,3.3,118.2,NE,Cloudy
F0234,2023-03-24 05:05:01,26.0749,-92.2096,36390.23,7.8,45.3,SW,Storm
F0235,2023-01-02 08:21:34,21.9616,-70.2111,20893.68,26.5,7.6,S,Storm
F0235,2023-01-02 08:37:52,30.7231,-121.0777,33138.08,12.3,85.8,SE,Rain
F0235,2023-01-02 08:52:03,36.6501,-104.4383,18062.02,-11.1,59.5,SW,Rain
F0235,2023-01-02 08:47:32,58.5021,-114.5076,28176.3,-8.4,65.3,W,Cloudy
F0235,2023-01-02 08:13:10,57.0649,-83.3463,21471.07,,37.8,W,Cloudy
F0235,2023-01-02 08:10:28,37.8317,-80.4053,16715.21,22.8,70.1,NE,Sunny
F0236,2023-01-19 12:13:59,42.3038,-68.184,14525.12,26.5,40.9,W,Cloudy
F0236,2023-01-19 11:38:20,27.8736,-62.3953,16205.87,-16.7,108.5,SW,Sunny
F0236,2023-01-19 11:53:21,20.5067,-102.2918,21741.91,6.1,112.5,W,Sunny
F0236,2023-01-19 11:57:56,24.4489,-98.9601,15552.57,-0.4,51.0,SE,Storm
F0236,2023-01-19 11:47:12,34.8315,-95.0286,15552.22,10.2,20.4,N,Storm
F0237,2023-02-17 23:02:24,24.2889,-119.2557,15258.13,-1.3,125.0,N,Rain
F0237,2023-02-17 22:56:25,32.8123,-129.3021,26462.77,4.6,102.5,S,Storm
F0237,2023-02-18 01:03:59,49.4295,-128.3356,36091.94,2.0,77.5,SW,Clear
F0237,2023-02-18 01:00:50,43.7684,-125.6582,16597.07,-6.6,81.4,SW,Storm
F0237,2023-02-17 22:00:20,32.9862,-114.9919,29892.75,-2.1,68.3,W,Rain
F0238,2023-08-14 14:52:34,28.3154,-95.297,14536.16,,22.0,NE,Clear
F0238,2023-08-14 13:22:27,22.7218,-65.3585,16152.2,9.9,74.4,E,Storm
F0238,2023-08-14 15:50:03,32.2784,-116.3527,34605.58,-15.5,101.2,S,Storm
F0238,2023-08-14 17:06:15,55.0532,-80.5917,20057.73,13.3,26.4,NW,Rain
F0238,2023-08-14 17:29:40,53.91,-67.9371,7087.09,29.4,107.8,SW,Sunny
F0239,2023-03-01 12:56:13,24.5872,-98.3856,7928.3,,75.2,SW,Rain
F0239,2023-03-01 11:01:32,50.521,-116.5735,23279.08,22.6,132.8,E,Storm
F0239,2023-03-01 15:05:23,22.5795,-84.7391,37086.73,23.7,141.1,SW,Cloudy
F0239,2023-03-01 10:41:58,39.6061,-123.464,36623.6,-4.3,94.0,E,Clear
F0240,2023-02-02 20:01:15,38.0807,-108.862,3913.96,-18.2,108.3,SE,Rain
F0240,2023-02-02 19:03:44,48.0872,-105.3775,24745.06,-6.0,92.0,NE,Cloudy
F0240,2023-02-02 19:35:02,51.7831,-101.8052,21397.58,-11.2,141.4,W,Sunny
F0240,2023-02-02 22:03:58,38.1994,-98.0778,33977.68,-6.0,6.3,W,Rain
F0240,2023-02-02 18:59:26,24.6536,-125.0788,5555.24,-6.5,119.8,S,Rain
F0240,2023-02-02 21:01:08,52.8593,-72.192,5015.44,-3.0,103.3,SE,Rain
F0241,2023-02-10 05:33:40,37.344,-124.0576,7699.42,22.3,58.4,NW,Sunny
F0241,2023-02-10 06:17:35,34.1573,-66.511,22215.44,27.8,16.2,E,Sunny
F0241,2023-02-10 05:54:28,39.9672,-80.4762,12643.83,9.4,16.7,NW,Cloudy
F0241,2023-02-10 06:25:06,30.6251,-61.8158,15466.37,1.7,63.8,SE,Rain
F0242,2023-04-03 10:31:21,46.4514,-84.9591,39996.07,21.9,88.7,E,Rain
F0242,2023-04-03 11:25:37,27.2067,-104.0777,32206.58,-7.8,97.6,E,Rain
F0242,2023-04-03 13:30:22,44.3403,-112.3707,35513.64,-2.1,8.3,E,Clear
F0243,2023-09-04 20:38:23,33.2473,-111.3843,33551.24,7.9,,E,Storm
F0243,2023-09-04 20:06:32,49.5051,-69.1944,32999.54,0.8,63.7,E,Rain
F0243,2023-09-04 20:13:36,48.0765,-61.7489,19680.82,,112.7,SE,Rain
F0244,2023-05-23 06:38:56,22.7304,-68.3599,35022.76,-14.8,113.7,W,Sunny
F0244,2023-05-23 07:35:12,45.3526,-67.0362,35500.99,-19.5,89.7,E,Clear
F0244,2023-05-23 06:47:15,20.0427,-125.2213,24437.94,,134.3,NE,Storm
F0245,2023-02-24 00:34:47,58.0851,-124.0616,16164.79,23.6,74.5,NE,Cloudy
F0245,2023-02-24 00:16:58,51.7649,-72.7177,21425.05,3.9,25.2,NE,Clear
F0245,2023-02-24 00:19:04,25.2785,-88.561,32616.45,24.9,138.5,NE,Rain
F0246,2023-04-15 15:40:56,41.8687,-87.4524,39095.52,17.1,25.9,S,Sunny
F0246,2023-04-15 14:35:21,23.1918,-69.7838,32405.34,0.0,37.5,NE,Cloudy
F0246,2023-04-15 14:41:02,22.724,-113.733,29807.94,17.8,0.8,NW,Storm
F0246,2023-04-15 12:38:41,39.0806,-92.9155,3256.7,22.0,64.8,W,Sunny
F0246,2023-04-15 11:47:26,54.4513,-125.1838,39378.27,7.0,30.0,W,Storm
F0246,2023-04-15 13:52:55,59.9693,-86.2162,33386.12,14.9,63.6,W,Storm
F0247,2023-03-10 17:33:24,40.259,-128.1233,8285.02,17.2,50.3,NW,Cloudy
F0247,2023-03-10 18:19:28,43.9941,-90.8498,23681.56,11.1,87.4,N,Cloudy
F0247,2023-03-10 17:01:22,27.683,-93.8376,36918.16,23.6,90.7,N,Storm
F0247,2023-03-10 14:49:56,42.6003,-64.9122,33463.17,-14.1,89.1,SW,Clear
F0247,2023-03-10 14:49:07,43.3903,-118.9058,39414.3,-19.1,109.8,N,Rain
F0247,2023-03-10 15:34:30,44.7448,-82.6548,21297.3,-10.1,135.6,E,Clear
F0248,2023-02-28 00:04:04,48.0554,-89.3033,39608.72,28.9,23.5,SW,Storm
F0248,2023-02-28 02:18:37,24.6628,-100.2344,14744.68,-13.8,6.1,SE,Clear
F0248,2023-02-28 00:59:35,45.1814,-60.6843,6222.26,18.7,111.5,W,Clear
F0248,2023-02-28 01:49:46,47.8802,-65.2216,39138.76,16.8,103.8,SE,Rain
F0248,2023-02-28 00:28:26,32.0066,-95.3597,32320.41,2.4,124.7,N,Clear
F0248,2023-02-28 02:31:02,26.414,-77.7877,15692.17,19.8,130.4,NE,Clear
F0249,2023-12-29 22:31:44,54.4035,-121.4904,24068.01,-4.5,96.5,SE,Storm
F0249,2023-12-29 23:01:55,35.1408,-129.6917,20597.71,,53.4,N,Cloudy
F0249,2023-12-29 22:24:18,46.7687,-77.9607,11053.72,22.5,78.5,N,Cloudy
F0249,2023-12-29 22:18:50,51.5699,-92.053,10124.77,19.5,90.6,S,Clear
F0251,2023-06-18 02:32:49,20.2857,-64.1625,11199.09,24.7,96.7,E,Cloudy
F0251,2023-06-18 04:16:41,53.7665,-107.1087,31371.69,-0.9,6.2,N,Cloudy
F0251,2023-06-18 01:56:04,21.3577,-106.4356,28317.92,-15.2,12.1,NW,Storm
F0251,2023-06-18 00:55:33,31.0781,-86.0394,22320.75,-11.1,6.5,NE,Sunny
F0251,2023-06-18 01:13:05,22.2074,-75.4109,11451.24,-11.8,147.2,N,Storm
F0251,2023-06-18 00:57:52,41.2394,-120.1566,20873.24,-10.8,127.0,W,Rain
F0252,2023-07-21 10:19:13,59.2502,-126.9227,30027.31,-17.6,130.9,S,Sunny
F0252,2023-07-21 11:37:40,39.9537,-73.9071,33655.93,18.0,6.3,N,Storm
F0252,2023-07-21 12:38:48,37.9372,-126.7406,7775.18,25.3,148.6,SE,Clear
F0252,2023-07-21 11:22:27,32.6297,-87.4606,39105.24,,57.7,NW,Storm
F0252,2023-07-21 12:39:39,51.9002,-127.8843,13938.14,-8.7,,W,Clear
F0252,2023-07-21 13:14:47,54.9165,-84.4587,16003.18,-14.9,130.6,NW,Storm
F0253,2023-02-15 14:34:11,46.9789,-108.963,3575.9,17.9,37.6,S,Clear
F0253,2023-02-15 14:26:52,32.3272,-78.7307,39740.2,29.2,4.3,NE,Sunny
F0253,2023-02-15 14:22:39,49.0608,-72.129,17631.38,19.8,29.9,S,Cloudy
F0253,2023-02-15 14:31:44,45.8381,-105.8543,36108.98,-5.0,131.8,NE,Cloudy
F0253,2023-02-15 14:39:20,41.4357,-106.1356,8213.31,-16.9,62.3,E,Cloudy
F0253,2023-02-15 14:21:14,44.4295,-82.4962,6458.12,28.6,110.1,NW,Rain
F0254,2023-08-11 18:23:11,23.6268,-115.1797,8039.5,15.5,97.7,NW,Cloudy
F0254,2023-08-11 18:16:57,57.2781,-61.5628,24440.73,-4.3,74.3,SW,Clear
F0254,2023-08-11 17:38:59,45.1322,-120.2215,6215.55,-14.5,95.1,SW,Storm
F0254,2023-08-11 18:04:24,31.0194,-69.7662,34440.6,11.9,10.4,NE,Sunny
F0255,2023-01-02 16:11:29,40.4562,-94.1282,15811.39,4.2,118.1,SE,Clear
F0255,2023-01-02 15:44:08,45.8797,-113.5857,33080.88,-16.0,11.7,S,Clear
F0255,2023-01-02 16:14:29,21.2648,-78.5712,23638.48,10.3,45.6,W,Clear
F0255,2023-01-02 15:53:26,43.054,-127.7793,6192.58,10.5,,NE,Storm
F0255,2023-01-02 15:48:44,24.2402,-87.434,8718.82,28.9,74.3,W,Storm
F0255,2023-01-02 16:11:54,25.8174,-100.917,23425.27,18.8,91.3,SE,Sunny
F0256,2023-06-16 02:26:09,20.3765,-127.2116,9856.99,-13.6,86.7,S,Clear
F0256,2023-06-16 03:37:13,47.8202,-87.7358,15409.06,-13.7,87.0,W,Clear
F0256,2023-06-16 02:52:41,51.2032,-87.318,20623.42,1.0,15.6,NE,Sunny
F0257,2023-04-09 15:27:59,26.473,-61.1063,6763.27,-13.4,,W,Clear
F0257,2023-04-09 14:46:28,20.4337,-126.9921,7940.21,-4.8,84.4,E,Sunny
F0257,2023-04-09 13:16:34,44.8193,-101.9535,25681.17,15.3,5.8,SW,Rain
F0257,2023-04-09 14:43:57,54.6563,-84.2162,24525.93,0.9,143.2,N,Sunny
F0258,2023-02-20 09:10:19,29.7852,-121.0809,6017.36,-19.7,87.8,E,Clear
F0258,2023-02-20 11:17:04,49.3688,-127.8892,17764.27,-6.9,116.6,N,Sunny
F0258,2023-02-20 07:28:54,37.5438,-123.1023,25327.94,24.7,124.6,N,Clear
F0259,2023-09-27 18:35:45,49.5924,-85.5944,32634.74,-0.2,31.7,W,Storm
F0259,2023-09-27 21:03:00,33.8923,-76.8807,25904.79,21.1,26.6,NW,Cloudy
F0259,2023-09-27 18:28:24,36.1208,-96.5464,35380.86,27.5,117.7,N,Storm
F0259,2023-09-27 20:49:55,34.131,-92.2505,3296.74,-1.6,92.0,W,Sunny
F0260,2023-05-10 14:28:13,35.5442,-69.8656,22709.57,-19.3,85.9,N,Cloudy
F0260,2023-05-10 16:29:03,40.5681,-75.9097,31076.9,-11.0,46.1,W,Cloudy
F0260,2023-05-10 14:26:54,53.936,-104.7548,39200.42,8.5,142.8,NE,Cloudy
F0260,2023-05-10 17:19:50,51.6207,-90.6104,24369.27,19.6,129.4,N,Rain
F0260,2023-05-10 15:28:58,41.084,-112.3739,27286.72,-6.0,113.6,W,Cloudy
F0260,2023-05-10 14:52:52,49.8171,-113.9103,13895.56,10.9,36.9,SW,Storm
F0261,2023-07-05 00:31:23,22.9159,-76.6819,8931.77,,110.6,N,Sunny
F0261,2023-07-04 22:40:58,40.5673,-65.3671,12671.02,-0.5,139.6,NE,Sunny
F0261,2023-07-04 20:55:04,44.4512,-117.5716,28624.23,-10.7,67.7,SW,Sunny
F0261,2023-07-04 21:36:01,28.5865,-117.9617,11532.8,-6.3,67.1,NW,Rain
F0262,2023-02-23 00:06:32,27.6534,-107.0967,23029.56,6.1,50.1,NE,Storm
F0262,2023-02-23 01:08:42,44.5175,-75.5338,27327.69,-11.0,20.1,N,Storm
F0262,2023-02-23 00:42:07,23.5896,-69.6144,32031.61,4.1,4.8,S,Rain
F0263,2023-02-11 01:04:32,44.7669,-109.7215,15522.49,19.7,33.6,SW,Sunny
F0263,2023-02-11 01:35:56,50.5237,-67.3694,31208.79,16.3,139.6,NE,Storm
F0263,2023-02-11 01:32:06,36.4832,-81.5569,38361.88,-18.3,77.0,N,Storm
F0263,2023-02-11 00:58:41,38.2095,-61.0274,6411.86,18.7,132.1,SE,Clear
F0265,2023-03-17 16:08:16,50.9033,-97.9293,30752.21,22.5,137.5,SW,Rain
F0265,2023-03-17 16:20:06,47.2655,-126.894,22384.96,-6.5,109.4,SW,Rain
F0265,2023-03-17 17:53:05,47.6363,-119.2209,14535.71,11.4,84.9,N,Storm
F0266,2023-10-28 21:30:45,30.3437,-87.8338,33909.9,18.6,9.3,W,Clear
F0266,2023-10-28 17:57:47,20.3418,-119.9278,32411.44,5.8,6.7,E,Clear
F0266,2023-10-28 18:52:52,54.5396,-68.2755,25047.93,-11.7,130.0,SE,Cloudy
F0266,2023-10-28 18:21:09,50.1534,-80.957,3613.05,19.4,16.3,E,Clear
F0266,2023-10-28 16:50:01,52.6766,-94.9982,7567.75,27.3,95.7,SE,Storm
F0267,2023-06-21 10:28:52,27.2101,-107.2487,37365.18,-12.9,123.2,W,Rain
F0267,2023-06-21 10:03:40,28.4979,-95.3346,26804.18,17.2,24.5,SW,Clear
F0267,2023-06-21 12:08:51,54.5717,-76.3412,28608.84,-1.8,43.8,N,Storm
F0267,2023-06-21 09:42:59,54.6515,-77.0765,14096.62,6.3,43.3,SW,Storm
F0268,2023-03-14 16:14:43,43.8796,-71.425,30633.35,12.1,97.2,SE,Cloudy
F0268,2023-03-14 16:13:47,34.9873,-76.3716,34531.62,29.5,21.1,SE,Sunny
F0268,2023-03-14 15:59:28,37.4094,-104.5824,27736.21,-4.3,79.1,NE,Rain
F0269,2023-02-08 08:31:31,48.1276,-102.6358,31746.74,24.3,95.9,E,Clear
F0269,2023-02-08 09:15:44,37.9698,-112.5476,10433.73,-9.0,147.2,SW,Clear
F0269,2023-02-08 09:23:20,52.6885,-73.0069,33064.96,-4.1,63.6,S,Clear
F0269,2023-02-08 09:14:58,55.9019,-112.1123,20830.33,-19.5,125.1,SE,Clear
F0269,2023-02-08 08:53:25,23.7944,-74.2118,3511.44,2.3,39.4,NW,Clear
F0269,2023-02-08 08:57:53,28.7137,-120.4607,25828.96,-6.2,112.9,NE,Storm
F0270,2023-12-29 02:31:40,59.9991,-129.678,8632.72,9.5,13.3,S,Storm
F0270,2023-12-29 00:23:00,29.8442,-119.6551,4669.43,18.7,28.6,N,Sunny
F0270,2023-12-29 01:51:24,51.553,-106.564,22503.55,9.5,111.1,E,Rain
F0270,2023-12-28 22:44:51,31.5698,-109.9229,23077.58,18.8,138.3,SE,Clear
F0271,2023-05-06 22:19:01,42.0941,-119.4085,30729.58,-14.5,125.3,NE,Sunny
F0271,2023-05-06 22:14:11,50.2705,-99.4269,33345.85,10.4,103.5,N,Storm
F0271,2023-05-06 22:26:06,46.779,-73.879,32690.89,-0.6,79.7,SE,Sunny
F0271,2023-05-06 22:31:58,59.6103,-112.3847,14051.65,7.3,116.6,S,Storm
F0271,2023-05-06 22:27:21,33.7014,-70.0107,18221.13,-5.7,96.5,NW,Clear
F0271,2023-05-06 21:51:31,55.1279,-96.7406,12138.06,25.6,102.9,SW,Cloudy
F0272,2023-12-19 11:28:55,42.6981,-98.3591,4016.23,,41.4,W,Storm
F0272,2023-12-19 11:22:54,21.8896,-118.7262,15225.06,7.6,1.0,W,Cloudy
F0272,2023-12-19 10:53:20,41.561,-77.1994,33752.93,-11.1,87.8,SW,Cloudy
F0272,2023-12-19 10:55:34,48.0843,-106.6852,19291.97,2.0,124.3,S,Rain
F0272,2023-12-19 10:56:16,32.1938,-97.7482,31776.56,21.5,102.6,W,Sunny
F0272,2023-12-19 11:20:36,32.9478,-101.6861,5926.24,8.1,26.0,SE,Rain
F0273,2023-02-13 01:08:37,53.3027,-74.5047,24147.6,,139.2,SW,Storm
F0273,2023-02-13 01:02:18,49.0986,-91.9194,27578.42,-11.4,35.2,N,Rain
F0273,2023-02-13 03:12:58,24.8944,-81.9841,4914.2,-10.5,118.6,SW,Storm
F0273,2023-02-13 01:49:57,58.0805,-86.0176,15615.25,,36.7,E,Rain
F0274,2023-07-08 17:26:53,43.8816,-74.6758,4369.47,18.2,43.0,W,Rain
F0274,2023-07-08 17:25:41,41.0207,-101.909,27444.27,-12.6,136.7,W,Cloudy
F0274,2023-07-08 17:24:41,39.5697,-122.1172,11904.69,,,E,Storm
F0274,2023-07-08 18:15:35,20.6779,-124.7528,34059.18,11.9,0.9,N,Sunny
F0275,2023-07-23 18:56:49,33.064,-110.9247,34674.65,-10.4,84.1,S,Rain
F0275,2023-07-23 19:09:33,37.802,-129.4042,13084.99,-16.8,1.3,W,Cloudy
F0275,2023-07-23 17:41:12,30.0368,-120.6866,33263.54,12.0,40.8,S,Cloudy
F0275,2023-07-23 19:15:39,51.9,-91.8242,8964.0,26.9,35.1,SE,Storm
F0275,2023-07-23 17:41:42,38.4243,-67.1281,36297.68,8.9,145.8,S,Cloudy
F0275,2023-07-23 20:15:45,43.3621,-89.64,8661.19,-19.1,9.5,SE,Rain
